	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag	Depth [m]	Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast19	73	106.255	8.4474	34.2185	84.70006	9.57279	1.56E+00	31.1779	0.00E+00								
cast28	1	1.799	10.9399	28.2253	99.19431	9.11905	2.18E+03	29.697	0.00E+00								
cast28	2	2.929	10.7584	30.7664	89.71504	9.16516	1.15E+03	29.8302	0.00E+00								
cast28	3	4.462	10.9732	31.5006	87.52648	9.13347	7.38E+02	29.9822	0.00E+00								
cast28	4	6.262	10.5453	31.7221	95.66182	9.17995	5.10E+02	29.6884	0.00E+00								
cast28	5	7.66	10.3412	31.9329	97.34438	9.24339	3.80E+02	29.7373	0.00E+00								
cast28	6	8.884	10.2723	32.0328	95.45601	9.26614	2.49E+02	29.776	0.00E+00								
cast28	7	10.08	10.1895	32.3261	90.85735	9.27713	1.59E+02	29.7882	0.00E+00								
cast28	8	11.438	9.9882	32.3875	85.69144	9.30342	1.02E+02	29.8504	0.00E+00								
cast28	9	13.133	9.8865	32.4792	87.01229	9.3253	6.22E+01	30.1423	0.00E+00								
cast28	10	14.858	9.767	32.4166	92.34503	9.35003	4.14E+01	29.999	0.00E+00								
cast28	11	16.346	9.6159	32.3483	94.15598	9.38	2.86E+01	29.9855	0.00E+00								
cast28	12	17.709	9.5539	32.2648	93.79682	9.3994	1.99E+01	30.0365	0.00E+00								
cast28	13	19.028	9.5223	32.2553	92.76013	9.40888	1.38E+01	30.0533	0.00E+00								
cast28	14	20.342	9.5055	32.3931	91.58639	9.41341	9.69E+00	30.0663	0.00E+00								
cast28	15	21.765	9.4659	32.4261	90.74357	9.41674	6.88E+00	30.0958	0.00E+00								
cast28	16	23.33	9.4297	32.3606	90.45346	9.42291	5.10E+00	30.153	0.00E+00								
cast28	17	24.934	9.4055	32.2672	91.10617	9.4273	3.96E+00	30.1862	0.00E+00								
cast28	18	26.517	9.3816	32.2482	92.19129	9.431	3.23E+00	30.2033	0.00E+00								
cast28	19	28.002	9.3558	32.3422	92.61512	9.43496	2.76E+00	30.2178	0.00E+00								
cast28	20	29.43	9.3411	32.3173	92.30219	9.43882	2.44E+00	30.2269	0.00E+00								
cast28	21	30.78	9.3203	32.3231	91.55189	9.441	2.19E+00	30.2358	0.00E+00								
cast28	22	32.106	9.2706	32.3213	90.84305	9.44406	2.00E+00	30.2744	0.00E+00								
cast28	23	33.51	9.159	32.3409	90.27556	9.45128	1.86E+00	30.3889	0.00E+00								
cast28	24	35.043	9.0331	32.386	90.1	9.4683	1.77E+00	30.5701	0.00E+00								
cast28	25	36.62	8.9443	32.4405	90.41171	9.48482	1.71E+00	30.7057	0.00E+00								
cast28	26	38.174	8.8823	32.449	91.02274	9.49539	1.67E+00	30.793	0.00E+00								
cast28	27	39.729	8.8376	32.4384	91.43445	9.5032	1.65E+00	30.8543	0.00E+00								
cast28	28	41.162	8.8094	32.4009	91.48302	9.50858	1.63E+00	30.8875	0.00E+00								
cast28	29	42.474	8.7869	32.4343	91.15522	9.5118	1.61E+00	30.9137	0.00E+00								
cast28	30	43.779	8.7585	32.42	90.44181	9.51517	1.59E+00	30.9403	0.00E+00								
cast28	31	45.142	8.7284	32.5089	89.62798	9.52007	1.58E+00	30.9688	0.00E+00								
cast28	32	46.689	8.7078	32.523	89.58988	9.52488	1.58E+00	31.0076	0.00E+00								
cast28	33	48.506	8.7019	32.5241	90.83956	9.52665	1.57E+00	31.0282	0.00E+00								
cast28	34	50.074	8.6922	32.5729	91.5064	9.52833	1.57E+00	31.0181	0.00E+00								
cast28	35	51.408	8.6759	32.5847	91.29793	9.52961	1.56E+00	31.026	0.00E+00								
cast28	36	52.663	8.6451	32.5912	90.59991	9.53217	1.56E+00	31.0399	0.00E+00								
cast28	37	53.918	8.6036	32.5533	89.92352	9.53655	1.56E+00	31.0814	0.00E+00								
cast28	38	55.346	8.5721	32.5636	89.84233	9.54327	1.56E+00	31.1421	0.00E+00								
cast28	39	57.154	8.5555	32.6461	90.81358	9.54696	1.56E+00	31.1848	0.00E+00								
cast28	40	58.783	8.529	32.6656	91.13123	9.55084	1.56E+00	31.1837	0.00E+00								
cast28	41	60.154	8.5123	32.8092	90.9272	9.55472	1.56E+00	31.1974	0.00E+00								
cast28	42	61.488	8.5045	32.8032	90.78825	9.55694	1.55E+00	31.2079	0.00E+00								
cast28	43	62.887	8.4991	32.8039	90.78919	9.55781	1.55E+00	31.2183	0.00E+00								
cast28	44	64.365	8.4957	33.0697	90.7238	9.55853	1.55E+00	31.228	0.00E+00								
cast28	45	65.825	8.4951	33.338	90.60669	9.55866	1.55E+00	31.2332	0.00E+00								
cast28	46	67.312	8.4935	32.8791	90.57053	9.55854	1.55E+00	31.2371	0.00E+00								
cast28	47	68.808	8.4904	32.8327	90.55312	9.55845	1.55E+00	31.2457	0.00E+00								
cast28	48	70.268	8.4839	32.8853	90.44429	9.55877	1.55E+00	31.2555	0.00E+00								
cast28	49	71.705	8.4805	33.0621	90.36194	9.55946	1.55E+00	31.2648	0.00E+00								
cast28	50	73.191	8.4796	32.9084	90.51994	9.55949	1.55E+00	31.2729	0.00E+00								
cast28	51	74.738	8.4771	32.99	90.87903	9.5594	1.55E+00	31.277	0.00E+00								
cast28	52	76.185	8.4716	33.098	90.47733	9.56009	1.55E+00	31.2798	0.00E+00								
cast28	53	77.524	8.4667	32.9268	89.50577	9.56092	1.55E+00	31.2828	0.00E+00								
cast28	54	78.875	8.4631	33.0097	88.79958	9.56144	1.55E+00	31.2921	0.00E+00								
cast28	55	80.364	8.4616	33.1088	88.75857	9.56121	1.55E+00	31.3061	0.00E+00								
cast28	56	81.963	8.4617	32.9416	89.21073	9.5609	1.55E+00	31.3142	0.00E+00								
cast28	57	83.496	8.4583	32.9995	89.65645	9.56123	1.55E+00	31.3105	0.00E+00								
cast28	58	84.914	8.4504	33.1517	89.58126	9.56127	1.55E+00	31.3292	0.00E+00								
cast28	59	86.39	8.4464	33.0664	89.34311	9.56198	1.55E+00	31.3431	0.00E+00								
cast28	60	87.906	8.4437	33.0548	89.60082	9.56222	1.55E+00	31.3489	0.00E+00								
cast28	61	89.388	8.4414	33.1363	89.81873	9.56272	1.55E+00	31.3511	0.00E+00								
cast28	62	90.86	8.4402	33.2323	90.05584	9.56305	1.55E+00	31.3513	0.00E+00								
cast28	63	92.386	8.4397	33.2734	90.60661	9.56319	1.55E+00	31.3524	0.00E+00								
cast28	64	93.937	8.4374	33.524	91.08611	9.56334	1.55E+00	31.3515	0.00E+00								
cast28	65	95.301	8.4346	33.5672	91.17689	9.56406	1.55E+00	31.3505	0.00E+00								
cast28	66	96.692	8.4339	33.4434	91.15415	9.56455	1.55E+00	31.3499	0.00E+00								
cast28	67	98.032	8.4323	33.3369	90.80842	9.56473	1.55E+00	31.3495	0.00E+00								
cast28	68	99.275	8.4317	33.2693	89.68131	9.56502	1.55E+00	31.3498	0.00E+00								
cast28	69	100.379	8.4304	33.662	88.01493	9.56509	1.55E+00	31.3504	0.00E+00								
cast28	70	101.693	8.4448	33.4936	83.57537	9.56191	1.55E+00	31.3822	0.00E+00								
cast31	1	1.68	10.7868	34.9675	90.67361	9.15548	1.93E+02	28.5271	0.00E+00								
cast31	2	3.013	10.3499	31.374	87.44434	9.26061	1.00E+02	29.3874	0.00E+00								
cast31	3	4.505	10.1554	32.984	87.75253	9.2875	7.52E+01	29.587	0.00E+00								
cast31	4	5.838	10.0019	33.3124	84.75293	9.31762	5.74E+01	29.8013	0.00E+00								
cast31	5	7.344	10.0173	33.4212	82.37702	9.31867	4.48E+01	29.9462	0.00E+00								
cast31	6	8.88	9.8534	33.4644	85.23194	9.33081	3.66E+01	29.8962	0.00E+00								
cast31	7	10.226	9.7223	33.602	86.46735	9.3595	3.00E+01	30.0257	0.00E+00								
cast31	8	11.654	9.6436	33.4826	86.7395	9.3752	2.41E+01	30.1564	0.00E+00								
cast31	9	13.284	9.5896	33.4541	91.11577	9.38206	1.93E+01	30.2398	0.00E+00								
cast31	10	14.775	9.4648	33.4814	93.36878	9.39581	1.54E+01	30.2787	0.00E+00								
cast31	11	16.048	9.379	33.4966	91.72183	9.41309	1.23E+01	30.3781	0.00E+00								
cast31	12	17.383	9.2885	33.4652	88.60051	9.42475	9.86E+00	30.4777	0.00E+00								
cast31	13	18.922	9.2062	33.4061	88.32104	9.43932	8.25E+00	30.6166	0.00E+00								
cast31	14	20.669	9.151	33.323	90.58759	9.44959	6.95E+00	30.6563	0.00E+00								
cast31	15	22.006	9.0962	33.3252	90.24656	9.45933	5.81E+00	30.6627	0.00E+00								
cast31	16	23.397	9.0517	33.3717	89.8868	9.46758	4.89E+00	30.713	0.00E+00								
cast31	17	24.976	9.0188	33.3012	90.10711	9.47439	4.27E+00	30.7428	0.00E+00								
cast31	18	26.46	8.9953	33.2232	90.6776	9.47895	3.77E+00	30.7524	0.00E+00								
cast31	19	27.923	8.9718	33.1674	91.26768	9.48309	3.31E+00	30.7639	0.00E+00								
cast31	20	29.342	8.9536	33.2139	90.99251	9.48743	2.92E+00	30.7675	0.00E+00								
cast31	21	30.689	8.9418	33.2207	90.07302	9.49002	2.63E+00	30.7746	0.00E+00								
cast31	22	32.148	8.9311	33.2166	90.00933	9.4913	2.40E+00	30.7973	0.00E+00								
cast31	23	33.783	8.9203	33.2293	90.87926	9.4927	2.23E+00	30.8118	0.00E+00								
cast31	24	35.28	8.9052	33.1809	91.21517	9.49483	2.10E+00	30.8122	0.00E+00								
cast31	25	36.609	8.8905	33.274	90.74042	9.49738	1.99E+00	30.8232	0.00E+00								
cast31	26	37.956	8.8764	33.291	89.88348	9.49968	1.89E+00	30.8356	0.00E+00								
cast31	27	39.383	8.8638	33.2714	89.47906	9.50164	1.82E+00	30.8573	0.00E+00								
cast31	28	40.969	8.8503	33.2515	89.88099	9.50306	1.77E+00	30.8782	0.00E+00								
cast31	29	42.563	8.8261	33.2915	90.53676	9.50535	1.73E+00	30.8992	0.00E+00								
cast31	30	43.99	8.7954	33.2393	90.52766	9.50941	1.69E+00	30.9287	0.00E+00								
cast31	31	45.34	8.7756	33.2821	89.83272	9.5131	1.66E+00	30.9534	0.00E+00								
cast31	32	46.739	8.7507	33.3675	89.40193	9.51579	1.64E+00	30.9902	0.00E+00								
cast31	33	48.358	8.7295	33.2232	89.88265	9.51892	1.63E+00	31.0244	0.00E+00								
cast31	34	49.929	8.7059	33.3584	90.2965	9.52257	1.61E+00	31.0443	0.00E+00								
cast31	35	51.286	8.6833	33.3495	90.0243	9.52607	1.60E+00	31.0574	0.00E+00								
cast31	36	52.639	8.6649	33.4585	89.64425	9.52915	1.59E+00	31.0773	0.00E+00								
cast31	37	54.121	8.6501	33.6667	89.76919	9.53206	1.59E+00	31.1009	0.00E+00								
cast31	38	55.655	8.634	33.3373	90.15586	9.53425	1.58E+00	31.1118	0.00E+00								
cast31	39	57.08	8.6152	33.4368	90.02915	9.53699	1.58E+00	31.1278	0.00E+00								
cast31	40	58.527	8.5996	33.6464	89.79513	9.5397	1.57E+00	31.1485	0.00E+00								
cast31	41	60.045	8.59	33.8557	89.84355	9.54168	1.57E+00	31.1609	0.00E+00								
cast31	42	61.503	8.5784	33.3878	89.81999	9.5432	1.57E+00	31.169	0.00E+00								
cast31	43	62.937	8.5651	33.6651	89.62324	9.54515	1.56E+00	31.1825	0.00E+00								
cast31	44	64.393	8.546	33.4457	89.74759	9.54715	1.56E+00	31.1955	0.00E+00								
cast31	45	65.913	8.5309	33.4689	90.04847	9.55063	1.56E+00	31.2183	0.00E+00								
cast31	46	67.379	8.5281	33.6052	89.67146	9.5521	1.56E+00	31.2215	0.00E+00								
cast31	47	68.731	8.5261	33.658	88.52029	9.55264	1.56E+00	31.2197	0.00E+00								
cast31	48	70.157	8.5272	33.6996	88.243	9.55268	1.55E+00	31.2229	0.00E+00								
cast31	49	71.835	8.5278	33.6238	89.83222	9.55211	1.56E+00	31.2231	0.00E+00								
cast31	50	73.348	8.52	33.6702	90.44334	9.55333	1.56E+00	31.2171	0.00E+00								
cast31	51	74.619	8.5163	33.652	89.30033	9.5547	1.56E+00	31.2183	0.00E+00								
cast31	52	75.993	8.5178	33.6065	88.35122	9.55476	1.56E+00	31.2226	0.00E+00								
cast31	53	77.632	8.5219	33.7318	89.31351	9.55386	1.56E+00	31.2241	0.00E+00								
cast31	54	79.242	8.5186	33.6576	90.37047	9.55411	1.56E+00	31.2177	0.00E+00								
cast31	55	80.586	8.516	33.6021	89.80794	9.55505	1.56E+00	31.2162	0.00E+00								
cast31	56	81.859	8.5161	33.6734	88.69362	9.5553	1.56E+00	31.2164	0.00E+00								
cast31	57	83.276	8.5175	33.7475	88.10123	9.55497	1.56E+00	31.2196	0.00E+00								
cast31	58	84.982	8.516	33.6289	89.31815	9.55457	1.56E+00	31.2204	0.00E+00								
cast31	59	86.592	8.5069	33.6815	90.51035	9.55603	1.56E+00	31.2203	0.00E+00								
cast31	60	87.922	8.5032	33.7079	90.32419	9.55725	1.56E+00	31.2219	0.00E+00								
cast31	61	89.217	8.5017	33.6146	89.54154	9.55767	1.56E+00	31.224	0.00E+00								
cast31	62	90.668	8.5021	33.6407	89.28016	9.5577	1.56E+00	31.2269	0.00E+00								
cast31	63	92.336	8.5027	33.5899	89.96583	9.5575	1.56E+00	31.2266	0.00E+00								
cast31	64	93.877	8.5012	33.6648	90.39294	9.55779	1.56E+00	31.2236	0.00E+00								
cast31	65	95.18	8.4996	33.7988	89.86273	9.5582	1.55E+00	31.2223	0.00E+00								
cast31	66	96.48	8.4993	33.7301	89.0189	9.55836	1.56E+00	31.224	0.00E+00								
cast31	67	97.838	8.5	33.6182	-9.99E-29	9.55827	1.56E+00	31.2252	0.00E+00								
cast31	68	99.161	8.4997	34.0621	-9.99E-29	9.55815	1.56E+00	31.225	0.00E+00								
cast31	69	100.125	8.4975	33.9249	-9.99E-29	9.55859	1.56E+00	31.2215	0.00E+00								
cast40	1	1.537	11.2305	24.9805	90.84175	9.12633	1.68E+03	28.6637	0.00E+00								
cast40	2	3.046	11.1979	27.2834	89.89259	9.14513	1.11E+03	28.8225	0.00E+00								
cast40	3	4.504	11.12	32.3139	88.62406	9.15192	7.66E+02	28.8454	0.00E+00								
cast40	4	5.856	11.0243	32.2161	86.50438	9.16704	5.69E+02	28.9138	0.00E+00								
cast40	5	7.245	10.9403	32.351	83.56192	9.17969	3.62E+02	29.0113	0.00E+00								
cast40	6	8.759	10.8984	32.6821	81.18111	9.18427	2.13E+02	29.1716	0.00E+00								
cast40	7	10.346	10.6496	32.7991	87.6902	9.20742	1.36E+02	29.1008	0.00E+00								
cast40	8	11.705	10.2862	32.785	90.25059	9.27594	8.74E+01	29.2215	0.00E+00								
cast40	9	13.115	10.0943	32.7344	90.52989	9.32006	5.47E+01	29.4314	0.00E+00								
cast40	10	14.696	9.9931	32.6847	91.07876	9.33882	3.70E+01	29.5268	0.00E+00								
cast40	11	16.033	9.8601	32.6148	88.11459	9.35837	2.48E+01	29.6052	0.00E+00								
cast40	12	17.558	9.7882	32.5984	89.4999	9.37139	1.71E+01	29.7533	0.00E+00								
cast40	13	19.068	9.6991	32.6096	89.00403	9.38267	1.28E+01	29.8149	0.00E+00								
cast40	14	20.446	9.6416	32.7099	87.72441	9.3952	8.94E+00	29.88	0.00E+00								
cast40	15	21.97	9.5995	32.6925	88.98666	9.40063	6.08E+00	29.9433	0.00E+00								
cast40	16	23.487	9.5524	32.7455	89.72013	9.40618	4.68E+00	30.0033	0.00E+00								
cast40	17	24.901	9.4983	32.7063	89.33703	9.41142	3.86E+00	30.0885	0.00E+00								
cast40	18	26.258	9.4536	32.663	88.3433	9.41603	3.14E+00	30.1865	0.00E+00								
cast40	19	27.879	9.4228	32.7134	90.57395	9.41793	2.59E+00	30.2918	0.00E+00								
cast40	20	29.398	9.3736	32.7573	90.57826	9.42209	2.31E+00	30.3387	0.00E+00								
cast40	21	30.587	9.3304	32.7318	87.20509	9.42786	2.11E+00	30.3898	0.00E+00								
cast40	22	32.189	9.2146	32.7851	87.38634	9.43729	1.98E+00	30.5342	0.00E+00								
cast40	23	33.866	8.9776	32.7744	90.30632	9.47192	1.95E+00	30.6555	0.00E+00								
cast40	24	35.037	8.8719	32.8201	89.05504	9.49236	1.88E+00	30.8157	0.00E+00								
cast40	25	36.479	8.8156	32.7624	88.55068	9.50401	1.81E+00	30.9525	0.00E+00								
cast40	26	38.076	8.7774	32.7727	88.55926	9.50966	1.75E+00	31.0039	0.00E+00								
cast40	27	39.619	8.7563	32.8514	88.88963	9.5138	1.71E+00	31.0442	0.00E+00								
cast40	28	41.026	8.7434	33.031	88.57591	9.51531	1.67E+00	31.0517	0.00E+00								
cast40	29	42.486	8.7055	33.133	88.71624	9.51858	1.62E+00	31.0796	0.00E+00								
cast40	30	43.868	8.6377	33.0651	87.61797	9.52568	1.61E+00	31.1554	0.00E+00								
cast40	31	45.305	8.5874	33.2056	87.55372	9.53462	1.60E+00	31.2562	0.00E+00								
cast40	32	46.927	8.5722	33.3651	88.78	9.53743	1.59E+00	31.2976	0.00E+00								
cast40	33	48.326	8.5526	33.2712	87.29686	9.5393	1.58E+00	31.3201	0.00E+00								
cast40	34	49.737	8.5465	33.3556	87.71813	9.53979	1.58E+00	31.3576	0.00E+00								
cast40	35	51.428	8.5421	33.4913	90.06998	9.53931	1.57E+00	31.3716	0.00E+00								
cast40	36	52.741	8.5299	33.4557	89.49564	9.5408	1.57E+00	31.3836	0.00E+00								
cast40	37	54.037	8.5276	33.5996	88.43353	9.54107	1.56E+00	31.4066	0.00E+00								
cast40	38	55.574	8.5316	33.686	88.69865	9.54028	1.56E+00	31.4093	0.00E+00								
cast40	39	57.161	8.5311	33.6933	89.5685	9.54029	1.56E+00	31.4026	0.00E+00								
cast40	40	58.508	8.5191	34.0177	88.2017	9.54057	1.56E+00	31.4183	0.00E+00								
cast40	41	59.963	8.5017	34.6998	87.65986	9.54105	1.56E+00	31.4777	0.00E+00								
cast40	42	61.502	8.492	34.6885	88.83924	9.54224	1.56E+00	31.5004	0.00E+00								
cast40	43	62.982	8.4873	34.6561	88.67815	9.54297	1.56E+00	31.5097	0.00E+00								
cast40	44	64.451	8.48	34.3471	88.3435	9.54386	1.56E+00	31.5163	0.00E+00								
cast40	45	66.026	8.475	34.3174	90.40615	9.54496	1.56E+00	31.5182	0.00E+00								
cast40	46	67.354	8.4702	34.6079	89.13653	9.54632	1.55E+00	31.5149	0.00E+00								
cast40	47	68.697	8.4709	34.5284	88.77384	9.54635	1.55E+00	31.518	0.00E+00								
cast40	48	70.25	8.4714	35.1145	89.90065	9.54605	1.55E+00	31.5178	0.00E+00								
cast40	49	71.453	8.4672	34.6066	-9.99E-29	9.54689	1.55E+00	31.5144	0.00E+00								
cast40	50	72.345	8.4619	34.4146	-9.99E-29	9.54803	1.55E+00	31.5105	0.00E+00								
cast48	1	2.132	10.9657	36.4137	88.65561	9.2628	2.44E+02	27.7411	0.00E+00								
cast48	2	3.223	10.9752	25.5139	87.28901	9.25701	1.46E+02	27.7166	0.00E+00								
cast48	3	4.562	10.9736	27.6157	87.82835	9.25675	1.06E+02	27.7047	0.00E+00								
cast48	4	6.05	10.9517	28.6897	89.49188	9.25721	7.84E+01	27.7047	0.00E+00								
cast48	5	7.511	10.8503	32.2986	90.76331	9.26007	5.96E+01	27.7577	0.00E+00								
cast48	6	8.935	10.7639	32.6498	91.25148	9.27453	4.54E+01	27.8699	0.00E+00								
cast48	7	10.271	10.699	32.8588	91.00971	9.28576	3.52E+01	27.9413	0.00E+00								
cast48	8	11.6	10.5141	32.8227	90.36772	9.28117	2.72E+01	28.2375	0.00E+00								
cast48	9	12.925	10.3528	32.9467	89.66037	9.29909	2.08E+01	28.5863	0.00E+00								
cast48	10	14.411	10.2583	32.8925	89.31124	9.32211	1.54E+01	28.7984	0.00E+00								
cast48	11	16.099	10.204	32.8088	89.87292	9.3345	1.12E+01	28.9225	0.00E+00								
cast48	12	17.779	10.1345	32.7547	90.91568	9.33866	8.43E+00	29.0021	0.00E+00								
cast48	13	19.333	10.0036	32.7177	91.73581	9.34346	6.55E+00	29.2024	0.00E+00								
cast48	14	20.704	9.897	32.6574	91.91248	9.35572	5.16E+00	29.3872	0.00E+00								
cast48	15	22.021	9.8312	32.6487	91.64851	9.36752	4.10E+00	29.5256	0.00E+00								
cast48	16	23.319	9.8	32.695	91.1181	9.37622	3.33E+00	29.603	0.00E+00								
cast48	17	24.63	9.7825	32.685	90.66755	9.38072	2.76E+00	29.6439	0.00E+00								
cast48	18	26.137	9.7717	32.7202	90.6634	9.38291	2.33E+00	29.6754	0.00E+00								
cast48	19	27.784	9.7635	32.7128	91.08717	9.38384	2.05E+00	29.6963	0.00E+00								
cast48	20	29.447	9.7535	32.7319	91.64643	9.38463	1.88E+00	29.7164	0.00E+00								
cast48	21	30.987	9.7455	32.8442	91.86702	9.38597	1.77E+00	29.7218	0.00E+00								
cast48	22	32.408	9.7319	32.8713	91.89859	9.38661	1.70E+00	29.7386	0.00E+00								
cast48	23	33.797	9.7174	32.9009	91.64414	9.38797	1.66E+00	29.7598	0.00E+00								
cast48	24	35.178	9.6996	32.9032	91.29287	9.38937	1.62E+00	29.7853	0.00E+00								
cast48	25	36.566	9.6672	32.8048	90.92437	9.39053	1.60E+00	29.8274	0.00E+00								
cast48	26	37.958	9.6184	32.7998	90.79681	9.39322	1.59E+00	29.8951	0.00E+00								
cast48	27	39.384	9.5548	32.9081	90.75414	9.3988	1.58E+00	29.9784	0.00E+00								
cast48	28	40.863	9.4489	32.9319	90.48164	9.4052	1.57E+00	30.108	0.00E+00								
cast48	29	42.322	9.3435	32.8471	90.01607	9.41914	1.57E+00	30.2745	0.00E+00								
cast48	30	43.837	9.29	32.8833	89.69276	9.4336	1.57E+00	30.394	0.00E+00								
cast48	31	45.379	9.2183	32.8897	90.23571	9.43915	1.56E+00	30.4711	0.00E+00								
cast48	32	46.935	9.0409	33.0947	91.21804	9.44721	1.56E+00	30.6286	0.00E+00								
cast48	33	48.439	8.8505	33.0918	92.04923	9.47129	1.56E+00	30.9171	0.00E+00								
cast48	34	49.908	8.7818	33.1125	92.38353	9.49481	1.56E+00	31.0869	0.00E+00								
cast48	35	51.309	8.7505	33.6096	92.4472	9.50272	1.56E+00	31.1642	0.00E+00								
cast48	36	52.721	8.733	34.104	92.37993	9.50581	1.56E+00	31.2126	0.00E+00								
cast48	37	54.103	8.7187	34.0523	92.18926	9.50783	1.56E+00	31.2364	0.00E+00								
cast48	38	55.471	8.6989	33.5925	91.99711	9.50926	1.56E+00	31.2654	0.00E+00								
cast48	39	56.939	8.6809	33.6334	91.96894	9.51142	1.56E+00	31.3047	0.00E+00								
cast48	40	58.521	8.67	33.6736	92.24631	9.51353	1.56E+00	31.3317	0.00E+00								
cast48	41	60.126	8.6585	34.0149	92.60434	9.51452	1.56E+00	31.351	0.00E+00								
cast48	42	61.612	8.6425	34.0658	92.76397	9.51606	1.56E+00	31.3669	0.00E+00								
cast48	43	63.002	8.6285	34.1501	92.70217	9.5181	1.56E+00	31.3864	0.00E+00								
cast48	44	64.361	8.6175	34.341	92.48843	9.51966	1.56E+00	31.4066	0.00E+00								
cast48	45	65.719	8.6115	34.5393	92.1883	9.52115	1.56E+00	31.4199	0.00E+00								
cast48	46	67.225	8.606	34.3029	92.21573	9.52157	1.56E+00	31.4349	0.00E+00								
cast48	47	68.813	8.6015	34.2476	92.48788	9.52213	1.56E+00	31.4453	0.00E+00								
cast48	48	70.337	8.5969	34.3546	92.60038	9.5227	1.56E+00	31.4506	0.00E+00								
cast48	49	71.748	8.592	34.4945	92.35276	9.52354	1.56E+00	31.4517	0.00E+00								
cast48	50	73.137	8.582	34.7481	92.08028	9.52396	1.56E+00	31.4632	0.00E+00								
cast48	51	74.601	8.5767	34.6663	92.11788	9.52529	1.56E+00	31.4781	0.00E+00								
cast48	52	76.149	8.5739	34.4476	92.41686	9.52577	1.56E+00	31.4846	0.00E+00								
cast48	53	77.7	8.5707	34.0889	92.60798	9.5263	1.56E+00	31.4879	0.00E+00								
cast48	54	79.17	8.5685	34.6714	92.56145	9.52689	1.56E+00	31.4874	0.00E+00								
cast48	55	80.621	8.567	34.9008	92.46427	9.52736	1.56E+00	31.4869	0.00E+00								
cast48	56	81.978	8.5665	35.3275	92.37682	9.52777	1.56E+00	31.4848	0.00E+00								
cast48	57	83.308	8.5665	35.0935	92.04336	9.52789	1.56E+00	31.4844	0.00E+00								
cast48	58	84.697	8.568	34.7383	91.55714	9.52774	1.56E+00	31.4857	0.00E+00								
cast48	59	86.224	8.5663	35.6423	91.37656	9.5273	1.56E+00	31.4887	0.00E+00								
cast48	60	87.874	8.5663	36.06	91.80208	9.52741	1.56E+00	31.4931	0.00E+00								
cast48	61	89.525	8.5656	35.827	92.43187	9.5275	1.56E+00	31.4912	0.00E+00								
cast48	62	91.047	8.565	34.6902	92.83533	9.52781	1.56E+00	31.4889	0.00E+00								
cast48	63	92.454	8.5636	34.733	92.91277	9.52818	1.56E+00	31.4854	0.00E+00								
cast48	64	93.794	8.5631	34.7604	92.74853	9.52853	1.56E+00	31.484	0.00E+00								
cast48	65	95.121	8.563	34.5072	92.49029	9.52868	1.56E+00	31.4831	0.00E+00								
cast48	66	96.478	8.5632	34.181	92.11995	9.52861	1.56E+00	31.4841	0.00E+00								
cast48	67	97.919	8.5633	35.3482	91.87654	9.52853	1.56E+00	31.4853	0.00E+00								
cast48	68	99.441	8.5639	36.0687	91.776	9.52835	1.56E+00	31.4871	0.00E+00								
cast48	69	101.014	8.5642	34.3076	91.95083	9.52819	1.56E+00	31.4875	0.00E+00								
cast48	70	102.513	8.5641	34.5156	92.15677	9.52823	1.56E+00	31.4865	0.00E+00								
cast48	71	104.003	8.5638	34.5065	92.31481	9.52828	1.56E+00	31.4865	0.00E+00								
cast48	72	105.468	8.5639	34.6681	92.14863	9.52837	1.56E+00	31.4856	0.00E+00								
cast48	73	106.85	8.5637	34.5765	91.50651	9.52843	1.56E+00	31.4844	0.00E+00								
cast48	74	108.194	8.5637	34.4075	90.92435	9.52854	1.56E+00	31.4835	0.00E+00								
cast48	75	109.583	8.5643	35.286	91.01778	9.52844	1.56E+00	31.4845	0.00E+00								
cast48	76	111.07	8.5657	36.0186	91.50658	9.52818	1.56E+00	31.4853	0.00E+00								
cast48	77	112.42	8.5653	36.6362	90.22115	9.52806	1.56E+00	31.4838	0.00E+00								
cast48	78	113.406	8.5663	34.8833	87.30094	9.52811	1.53E+00	31.4853	0.00E+00								
cast48	79	114.63	8.5798	36.0577	82.58192	9.52635	1.61E+00	31.5093	0.00E+00								
cast51	1	1.971	10.4157	33.7916	92.29097	9.30967	2.39E+02	28.6672	0.00E+00								
cast51	2	3.383	10.4095	26.4601	93.58992	9.31285	1.33E+02	28.6839	0.00E+00								
cast51	3	4.743	10.387	30.4777	93.28928	9.31319	1.00E+02	28.6919	0.00E+00								
cast51	4	6.081	10.366	32.0786	92.83766	9.31587	7.27E+01	28.7326	0.00E+00								
cast51	5	7.402	10.3584	32.6255	92.34837	9.31897	5.20E+01	28.7416	0.00E+00								
cast51	6	8.78	10.354	32.6456	91.90129	9.3197	3.71E+01	28.7509	0.00E+00								
cast51	7	10.223	10.3515	32.6041	91.79722	9.32036	2.70E+01	28.755	0.00E+00								
cast51	8	11.695	10.3308	32.7836	91.89655	9.32017	2.06E+01	28.7669	0.00E+00								
cast51	9	13.194	10.2846	33.0769	92.01133	9.3221	1.58E+01	28.8319	0.00E+00								
