	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag	Depth [m]	Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast10	5	7.76	9.1724	34.0032	90.34746	9.44074	4.53E+02	30.7243	0.00E+00	73	106.797	9.079	33.542	90.123	9.446	1.556	31.071
cast10	6	9.272	9.0693	33.9975	95.05801	9.46259	3.46E+02	30.6135	0.00E+00	74	107.991	9.083	33.575	89.394	9.445	1.555	31.076
cast10	7	10.573	8.9942	34.1382	95.73727	9.47688	2.68E+02	30.6485	0.00E+00	75	109.504	9.092	33.586	90.067	9.449	1.556	30.969
cast10	8	11.944	8.9601	34.231	95.44472	9.4868	2.08E+02	30.7081	0.00E+00	76	110.708	9.091	33.645	88.081	9.449	1.546	30.971
cast10	9	13.354	8.9453	34.2656	94.9872	9.49092	1.60E+02	30.735	0.00E+00	77	112.134	9.171	33.377	89.174	9.434	1.509	30.950
cast10	10	14.728	8.9007	34.3639	94.43125	9.49225	1.23E+02	30.7598	0.00E+00	78	113.861	9.214	33.416	89.384	9.426	1.554	30.930
cast10	11	16.11	8.825	34.4264	94.04695	9.49845	9.52E+01	30.8473	0.00E+00	79	115.191	9.221	33.322	87.065	9.424	1.531	30.940
cast10	12	17.517	8.7701	34.7344	93.8011	9.50721	7.38E+01	30.9563	0.00E+00	80	116.441	9.574	32.742	89.270	9.368	1.489	30.646
cast10	13	18.993	8.6933	34.7013	93.74668	9.5122	5.82E+01	31.0744	0.00E+00	81	118.615	9.252	34.034	91.746	9.418	1.556	30.915
cast10	14	20.515	8.6279	34.6283	93.79884	9.5224	4.67E+01	31.2075	0.00E+00	82	119.996	9.252	34.432	91.360	9.418	1.557	30.915
cast10	15	22.015	8.5931	34.708	93.69828	9.52966	3.84E+01	31.2712	0.00E+00	83	121.370	9.252	34.934	91.266	9.418	1.557	30.914
cast10	16	23.485	8.5744	34.747	93.53255	9.5342	3.18E+01	31.3049	0.00E+00	84	122.761	9.253	33.903		9.418	1.557	30.915
cast10	17	24.911	8.5631	34.8428	93.36789	9.5368	2.64E+01	31.3202	0.00E+00	85	123.986	9.253	34.767		9.418	1.558	30.914
cast10	18	26.368	8.5462	34.9445	93.26072	9.53826	2.20E+01	31.3376	0.00E+00	86	124.890	9.253	34.879		9.418	1.553	30.915
cast10	19	27.802	8.5308	35.1427	93.06211	9.54021	1.84E+01	31.3625	0.00E+00								
cast10	20	29.203	8.5249	35.0886	92.87582	9.54277	1.56E+01	31.3726	0.00E+00								
cast10	21	30.617	8.5152	34.9727	92.70815	9.54291	1.32E+01	31.3871	0.00E+00								
cast10	22	32.16	8.5063	35.1628	92.73478	9.54326	1.12E+01	31.4219	0.00E+00								
cast10	23	33.678	8.5043	35.3853	92.84708	9.54442	9.70E+00	31.4265	0.00E+00								
cast10	24	35.173	8.503	35.4409	92.85588	9.54503	8.33E+00	31.4231	0.00E+00								
cast10	25	36.573	8.499	35.4601	92.88894	9.54498	7.22E+00	31.4297	0.00E+00								
cast10	26	37.992	8.4945	35.504	92.9205	9.54444	6.27E+00	31.4528	0.00E+00								
cast10	27	39.434	8.4918	35.4171	92.6316	9.54448	5.46E+00	31.4685	0.00E+00								
cast10	28	40.736	8.4916	35.3373	91.30384	9.5446	4.85E+00	31.4718	0.00E+00								
cast10	29	41.976	8.4908	35.3331	89.06016	9.54418	4.32E+00	31.4807	0.00E+00								
cast10	30	43.534	8.5127	35.5096	86.92925	9.53946	3.83E+00	31.5192	0.00E+00								
cast10	31	45.504	8.5151	35.845	89.9643	9.53686	3.45E+00	31.4872	0.00E+00								
cast10	32	47.135	8.5023	35.9532	92.49996	9.54019	3.14E+00	31.4949	0.00E+00								
cast10	33	48.561	8.4946	36.2233	92.30278	9.54228	2.89E+00	31.4846	0.00E+00								
cast10	34	49.853	8.4903	36.481	92.01346	9.54332	2.68E+00	31.489	0.00E+00								
cast10	35	51.318	8.4915	36.3732	92.15022	9.54354	2.50E+00	31.4934	0.00E+00								
cast10	36	52.833	8.49	36.0022	92.34239	9.54359	2.36E+00	31.49	0.00E+00								
cast10	37	54.282	8.4879	35.7874	92.37397	9.54407	2.23E+00	31.4897	0.00E+00								
cast10	38	55.683	8.4867	35.7581	92.29656	9.54455	2.13E+00	31.4882	0.00E+00								
cast10	39	57.09	8.4866	35.7448	92.26659	9.54477	2.03E+00	31.4877	0.00E+00								
cast10	40	58.534	8.4868	35.7591	92.21423	9.54477	1.95E+00	31.4875	0.00E+00								
cast10	41	59.998	8.4867	35.7154	92.089	9.54468	1.89E+00	31.4877	0.00E+00								
cast10	42	61.485	8.4863	35.7528	91.96392	9.54482	1.83E+00	31.4872	0.00E+00								
cast10	43	62.971	8.4862	35.7667	91.99294	9.54493	1.79E+00	31.4863	0.00E+00								
cast10	44	64.453	8.4859	35.8148	92.06119	9.54501	1.75E+00	31.4856	0.00E+00								
cast10	45	65.904	8.4856	35.6262	92.03502	9.54515	1.72E+00	31.4841	0.00E+00								
cast10	46	67.32	8.4855	35.6025	91.78106	9.54532	1.69E+00	31.4825	0.00E+00								
cast10	47	68.765	8.4856	35.6945	91.67889	9.54528	1.67E+00	31.4835	0.00E+00								
cast10	48	70.265	8.4861	35.6304	91.7044	9.54519	1.65E+00	31.4837	0.00E+00								
cast10	49	71.756	8.4848	35.6897	91.67034	9.54479	1.64E+00	31.4899	0.00E+00								
cast10	50	73.229	8.4837	35.7902	91.43219	9.5449	1.62E+00	31.4929	0.00E+00								
cast10	51	74.69	8.4824	35.6507	91.32626	9.5447	1.61E+00	31.5006	0.00E+00								
cast10	52	76.167	8.4819	35.8507	91.37364	9.5448	1.60E+00	31.5028	0.00E+00								
cast10	53	77.633	8.4816	35.8948	91.32405	9.54497	1.59E+00	31.5009	0.00E+00								
cast10	54	79.065	8.4813	35.721	91.20872	9.54508	1.59E+00	31.5005	0.00E+00								
cast10	55	80.523	8.4817	35.7779	91.30839	9.54511	1.58E+00	31.5004	0.00E+00								
cast10	56	81.969	8.4817	35.8419	91.51158	9.54503	1.58E+00	31.5002	0.00E+00								
cast10	57	83.44	8.4817	35.8738	91.63733	9.54508	1.57E+00	31.4995	0.00E+00								
cast10	58	84.929	8.4821	35.6152	91.61998	9.54515	1.57E+00	31.4979	0.00E+00								
cast10	59	86.405	8.4806	35.7442	91.6332	9.545	1.57E+00	31.5007	0.00E+00								
cast10	60	87.871	8.4798	36.0026	91.58951	9.54517	1.56E+00	31.503	0.00E+00								
cast10	61	89.285	8.4795	35.7409	91.49906	9.54531	1.56E+00	31.503	0.00E+00								
cast10	62	90.672	8.4794	35.784	91.1962	9.5454	1.56E+00	31.5022	0.00E+00								
cast10	63	91.993	8.4793	35.9131	89.88738	9.54542	1.56E+00	31.5026	0.00E+00								
cast10	64	93.226	8.4799	36.3243	87.51673	9.54539	1.56E+00	31.5026	0.00E+00								
cast10	65	94.632	8.4981	36.1631	82.27083	9.54104	1.55E+00	31.5313	0.00E+00								
cast14	1	1.538	10.456	32.4057	84.07824	9.20684	1.80E+03	29.9711	0.00E+00								
cast14	2	2.954	10.017	32.9647	85.97171	9.30278	1.06E+03	30.0073	0.00E+00								
cast14	3	4.554	9.9624	33.0909	90.78489	9.32327	6.62E+02	30.022	0.00E+00								
cast14	4	5.84	9.8533	33.1384	84.11393	9.33627	4.38E+02	30.0512	0.00E+00								
cast14	5	7.229	9.8238	33.209	81.27934	9.33868	2.68E+02	30.2629	0.00E+00								
cast14	6	8.838	9.9054	33.303	84.54355	9.32489	1.70E+02	30.3172	0.00E+00								
cast14	7	10.32	9.8202	33.391	91.68625	9.34252	1.23E+02	29.9345	0.00E+00								
cast14	8	11.604	9.6122	33.3734	87.21115	9.38454	7.95E+01	30.0072	0.00E+00								
cast14	9	13.273	9.4965	33.5111	87.85408	9.41179	5.52E+01	30.1353	0.00E+00								
cast14	10	14.623	9.4621	33.687	88.92771	9.4227	4.15E+01	30.0703	0.00E+00								
cast14	11	16.055	9.4432	33.6415	86.94661	9.42534	2.84E+01	30.1164	0.00E+00								
cast14	12	17.638	9.3866	33.8119	89.5798	9.43295	2.11E+01	30.1281	0.00E+00								
cast14	13	18.963	9.3273	33.6953	86.66432	9.44269	1.60E+01	30.1876	0.00E+00								
cast14	14	20.588	9.2815	33.6448	89.03721	9.44974	1.18E+01	30.2667	0.00E+00								
cast14	15	21.935	9.2558	33.8214	87.63704	9.45525	9.37E+00	30.2593	0.00E+00								
cast14	16	23.397	9.2367	33.7704	86.25016	9.45564	7.26E+00	30.3189	0.00E+00								
cast14	17	24.921	9.1699	33.7241	88.62002	9.46242	5.79E+00	30.3821	0.00E+00								
cast14	18	26.262	9.1344	33.7787	84.81339	9.46522	4.78E+00	30.549	0.00E+00								
cast14	19	27.832	9.0422	34.2052	84.47678	9.47259	3.95E+00	30.6057	0.00E+00								
cast14	20	29.299	8.9539	33.9801	83.49014	9.48745	3.42E+00	30.7564	0.00E+00								
cast14	21	30.842	8.9072	33.9144	85.94007	9.4953	3.00E+00	30.8033	0.00E+00								
cast14	22	32.188	8.8728	33.91	85.34795	9.50198	2.69E+00	30.8148	0.00E+00								
cast14	23	33.702	8.8515	33.8867	86.62188	9.50514	2.45E+00	30.8523	0.00E+00								
cast14	24	35.027	8.8249	33.953	85.76305	9.50795	2.27E+00	30.8887	0.00E+00								
cast14	25	36.633	8.952	34.0087	81.71101	9.48128	2.12E+00	30.9546	0.00E+00								
cast14	26	38.022	8.7562	34.0881	80.43024	9.51263	2.01E+00	30.9717	0.00E+00								
cast14	27	39.576	8.9432	34.0377	76.69482	9.4883	1.92E+00	31.0512	0.00E+00								
cast14	28	41.012	8.8432	34.1291	82.43605	9.4835	1.85E+00	30.9126	0.00E+00								
cast14	29	42.441	8.6499	34.1677	80.04616	9.52573	1.80E+00	31.1944	0.00E+00								
cast14	30	43.77	8.6191	34.2032	-9.99E-29	9.53536	1.76E+00	31.1443	0.00E+00								
cast21	1	1.692	10.5174	27.5587	90.32771	9.25638	1.98E+03	29.1577	0.00E+00								
cast21	2	3.129	10.4421	32.5527	86.40581	9.27081	1.10E+03	29.2306	0.00E+00								
cast21	3	4.549	10.504	33.1556	87.09176	9.26327	7.60E+02	29.3127	0.00E+00								
cast21	4	5.995	10.4583	33.1444	88.34929	9.26892	4.81E+02	29.1538	0.00E+00								
cast21	5	7.455	10.3143	33.1647	87.22745	9.2819	3.36E+02	29.1913	0.00E+00								
cast21	6	8.92	10.1014	33.1874	88.48697	9.30637	2.36E+02	29.4304	0.00E+00								
cast21	7	10.408	9.7883	33.2875	90.79703	9.32932	1.77E+02	29.7778	0.00E+00								
cast21	8	11.823	9.4935	33.413	91.93288	9.37071	1.39E+02	30.223	0.00E+00								
cast21	9	13.227	9.3177	33.4886	92.37087	9.40537	1.09E+02	30.5049	0.00E+00								
cast21	10	14.621	9.2175	33.6613	92.55396	9.42487	8.64E+01	30.6703	0.00E+00								
cast21	11	16.055	9.1166	33.7709	92.36463	9.43823	6.96E+01	30.7973	0.00E+00								
cast21	12	17.536	9.0458	33.8388	91.74232	9.45249	5.66E+01	30.9069	0.00E+00								
cast21	13	18.992	8.9964	34.0462	91.39428	9.461	4.64E+01	30.9687	0.00E+00								
cast21	14	20.456	8.9498	34.1206	91.61102	9.46817	3.84E+01	31.0339	0.00E+00								
cast21	15	21.974	8.9181	34.1542	91.83163	9.47353	3.21E+01	31.0703	0.00E+00								
cast21	16	23.465	8.8429	34.1536	91.89819	9.481	2.73E+01	31.1122	0.00E+00								
cast21	17	24.923	8.7679	34.4135	91.83254	9.49315	2.33E+01	31.1739	0.00E+00								
cast21	18	26.393	8.704	34.228	91.92108	9.50515	1.99E+01	31.2353	0.00E+00								
cast21	19	27.86	8.6761	34.2159	91.82471	9.51371	1.70E+01	31.2766	0.00E+00								
cast21	20	29.294	8.669	34.3956	91.46774	9.51778	1.46E+01	31.2886	0.00E+00								
cast21	21	30.667	8.6567	34.2526	91.13325	9.51831	1.26E+01	31.2856	0.00E+00								
cast21	22	32.146	8.6179	34.1918	91.06147	9.52296	1.08E+01	31.2984	0.00E+00								
cast21	23	33.669	8.6155	34.0682	91.3062	9.52763	9.42E+00	31.327	0.00E+00								
cast21	24	35.148	8.5685	34.0891	91.75913	9.52963	8.26E+00	31.3143	0.00E+00								
cast21	25	36.575	8.5329	34.168	91.94751	9.53947	7.31E+00	31.3491	0.00E+00								
cast21	26	37.899	8.5387	34.3422	91.54713	9.54229	6.52E+00	31.365	0.00E+00								
cast21	27	39.181	8.5408	34.3189	89.74724	9.54049	5.81E+00	31.3582	0.00E+00								
cast21	28	40.316	8.5014	34.2099	86.41282	9.54354	4.52E+00	31.3556	0.00E+00								
cast21	29	42.688	8.4206	33.9696	86.56993	9.55922	4.91E+00	31.4716	0.00E+00								
cast21	30	44.29	8.3872	34.1476	92.3381	9.56819	4.17E+00	31.4392	0.00E+00								
cast21	31	45.674	8.379	34.0968	92.41021	9.57	3.84E+00	31.4337	0.00E+00								
cast21	32	46.937	8.3702	34.244	91.95607	9.57207	3.55E+00	31.4314	0.00E+00								
cast21	33	48.32	8.3676	34.1667	91.43778	9.5733	3.27E+00	31.4368	0.00E+00								
cast21	34	49.848	8.3692	34.1969	91.24803	9.57328	3.02E+00	31.4388	0.00E+00								
cast21	35	51.42	8.3681	34.4925	91.53665	9.57334	2.82E+00	31.4338	0.00E+00								
cast21	36	52.944	8.365	34.4244	91.72651	9.57401	2.65E+00	31.4303	0.00E+00								
cast21	37	54.345	8.3614	34.4015	91.79775	9.57489	2.51E+00	31.426	0.00E+00								
cast21	38	55.719	8.357	34.1755	91.78101	9.57574	2.38E+00	31.4253	0.00E+00								
cast21	39	57.146	8.3552	34.158	91.61415	9.5765	2.27E+00	31.4274	0.00E+00								
cast21	40	58.555	8.3535	34.1891	91.2282	9.57685	2.18E+00	31.4269	0.00E+00								
cast21	41	59.918	8.3515	34.2211	90.84753	9.57725	2.09E+00	31.4269	0.00E+00								
cast21	42	61.364	8.3507	34.2271	90.66988	9.57743	2.02E+00	31.4308	0.00E+00								
cast21	43	62.921	8.3495	35.1263	90.997	9.57735	1.96E+00	31.4346	0.00E+00								
cast21	44	64.508	8.3482	34.5594	91.39662	9.57753	1.90E+00	31.437	0.00E+00								
cast21	45	65.971	8.3468	34.2922	91.53406	9.57782	1.85E+00	31.4352	0.00E+00								
cast21	46	67.381	8.3448	34.8461	91.36118	9.57818	1.81E+00	31.4351	0.00E+00								
cast21	47	68.778	8.3438	34.9555	91.09489	9.57856	1.78E+00	31.4356	0.00E+00								
cast21	48	70.201	8.3435	34.725	90.88104	9.57865	1.75E+00	31.4372	0.00E+00								
cast21	49	71.685	8.344	34.5738	90.94201	9.5786	1.72E+00	31.4386	0.00E+00								
cast21	50	73.229	8.3445	34.3717	91.18614	9.57846	1.70E+00	31.4382	0.00E+00								
cast21	51	74.71	8.3438	34.4745	91.25696	9.57849	1.68E+00	31.4374	0.00E+00								
cast21	52	76.138	8.3429	34.4304	90.76018	9.57868	1.66E+00	31.4368	0.00E+00								
cast21	53	77.524	8.3426	34.38	90.08903	9.5789	1.65E+00	31.436	0.00E+00								
cast21	54	78.946	8.3423	34.344	89.83122	9.57891	1.64E+00	31.4372	0.00E+00								
cast21	55	80.524	8.3427	34.4157	90.41309	9.57883	1.62E+00	31.4387	0.00E+00								
cast21	56	82.118	8.3419	34.4826	91.04705	9.57883	1.62E+00	31.437	0.00E+00								
cast21	57	83.545	8.3401	34.3769	91.06735	9.57919	1.61E+00	31.4356	0.00E+00								
cast21	58	84.897	8.3358	34.3284	90.78955	9.57987	1.60E+00	31.4318	0.00E+00								
cast21	59	86.28	8.3339	34.805	90.19206	9.58056	1.59E+00	31.4359	0.00E+00								
cast21	60	87.748	8.3311	34.7838	90.01215	9.58085	1.59E+00	31.437	0.00E+00								
cast21	61	89.333	8.33	34.7263	90.53422	9.58142	1.58E+00	31.4399	0.00E+00								
cast21	62	90.946	8.3324	34.6818	91.214	9.58123	1.58E+00	31.4408	0.00E+00								
cast21	63	92.456	8.3345	34.838	91.60147	9.58087	1.58E+00	31.4387	0.00E+00								
