	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag	Depth [m]	Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast21	64	93.89	8.3351	34.6112	91.72635	9.58057	1.57E+00	31.4369	0.00E+00								
cast21	65	95.241	8.3311	34.2446	91.53718	9.58097	1.57E+00	31.4312	0.00E+00								
cast21	66	96.554	8.3274	34.4434	90.934	9.58182	1.57E+00	31.4307	0.00E+00								
cast21	67	97.853	8.3263	34.663	90.21657	9.58247	1.56E+00	31.4333	0.00E+00								
cast21	68	99.322	8.3268	34.4913	89.76342	9.58233	1.56E+00	31.4379	0.00E+00								
cast21	69	100.987	8.3291	34.3151	90.23644	9.58205	1.56E+00	31.4394	0.00E+00								
cast21	70	102.573	8.3316	34.3976	90.93317	9.5814	1.56E+00	31.4388	0.00E+00								
cast21	71	104.041	8.3318	34.3484	91.39686	9.58118	1.56E+00	31.4369	0.00E+00								
cast21	72	105.444	8.3314	34.4623	91.41487	9.58127	1.56E+00	31.4365	0.00E+00								
cast21	73	106.778	8.3309	34.6815	91.14673	9.5814	1.56E+00	31.4356	0.00E+00								
cast21	74	108.005	8.3306	34.5248	-9.99E-29	9.58154	1.56E+00	31.4353	0.00E+00								
cast21	75	109.19	8.3305	34.3661	-9.99E-29	9.58151	1.56E+00	31.4365	0.00E+00								
cast21	76	110.326	8.3305	34.55	-9.99E-29	9.58145	1.56E+00	31.4376	0.00E+00								
cast26	1	1.789	11.2971	24.2676	93.29893	9.10174	2.02E+03	28.5841	0.00E+00								
cast26	2	3.174	11.1822	28.4261	92.20491	9.14255	1.25E+03	28.8375	0.00E+00								
cast26	3	4.708	11.1293	31.6189	94.72713	9.15154	9.00E+02	28.8528	0.00E+00								
cast26	4	6.035	10.8342	31.3229	91.16603	9.1741	6.17E+02	28.7984	0.00E+00								
cast26	5	7.284	10.52	31.5222	86.41799	9.22493	4.11E+02	28.982	0.00E+00								
cast26	6	8.643	10.2225	31.6302	85.35766	9.27439	2.66E+02	29.2414	0.00E+00								
cast26	7	10.188	9.9421	31.8307	89.42194	9.32068	1.84E+02	29.6174	0.00E+00								
cast26	8	11.794	9.6727	32.0948	92.65402	9.36071	1.30E+02	29.8715	0.00E+00								
cast26	9	13.272	9.5188	32.2276	93.38331	9.39598	9.39E+01	30.0935	0.00E+00								
cast26	10	14.725	9.4831	32.3354	93.80107	9.40809	7.04E+01	30.2122	0.00E+00								
cast26	11	16.158	9.3985	32.4161	93.85266	9.4082	5.39E+01	30.3358	0.00E+00								
cast26	12	17.58	9.3327	32.6851	93.27631	9.41756	4.11E+01	30.5019	0.00E+00								
cast26	13	18.984	9.2529	32.7296	92.7531	9.42146	3.12E+01	30.6374	0.00E+00								
cast26	14	20.451	9.1433	32.7765	92.57105	9.43203	2.40E+01	30.7867	0.00E+00								
cast26	15	21.977	9.0274	32.8176	92.50825	9.45014	1.92E+01	30.9093	0.00E+00								
cast26	16	23.474	8.9597	32.9843	92.49667	9.46633	1.59E+01	30.9868	0.00E+00								
cast26	17	24.95	8.8964	33.0255	92.59807	9.4755	1.33E+01	31.0334	0.00E+00								
cast26	18	26.429	8.846	33.1389	92.71766	9.48633	1.12E+01	31.0813	0.00E+00								
cast26	19	27.915	8.8195	32.9783	92.63218	9.49258	9.59E+00	31.1203	0.00E+00								
cast26	20	29.328	8.7976	32.931	92.5224	9.49544	8.26E+00	31.1512	0.00E+00								
cast26	21	30.734	8.7659	33.2699	92.41202	9.49822	7.16E+00	31.1903	0.00E+00								
cast26	22	32.185	8.7403	33.1608	92.41278	9.5025	6.28E+00	31.2296	0.00E+00								
cast26	23	33.655	8.7211	33.1199	92.2529	9.50581	5.54E+00	31.2603	0.00E+00								
cast26	24	35.094	8.6943	33.3803	91.81577	9.50925	4.93E+00	31.2754	0.00E+00								
cast26	25	36.54	8.681	33.4462	91.55134	9.51262	4.43E+00	31.3014	0.00E+00								
cast26	26	38.029	8.658	33.5342	91.70203	9.51424	4.00E+00	31.328	0.00E+00								
cast26	27	39.545	8.6301	33.6428	91.98216	9.51801	3.64E+00	31.3585	0.00E+00								
cast26	28	41.021	8.6048	33.7019	91.50937	9.52245	3.34E+00	31.3793	0.00E+00								
cast26	29	42.404	8.5877	33.7328	90.67966	9.52651	3.10E+00	31.3883	0.00E+00								
cast26	30	43.813	8.5753	33.5654	90.63473	9.52858	2.88E+00	31.4145	0.00E+00								
cast26	31	45.551	8.5681	33.767	91.49371	9.52945	2.70E+00	31.4385	0.00E+00								
cast26	32	47.144	8.5497	33.8038	92.02726	9.53225	2.56E+00	31.4278	0.00E+00								
cast26	33	48.533	8.5397	33.694	91.99563	9.53567	2.44E+00	31.4254	0.00E+00								
cast26	34	49.869	8.5323	33.5573	91.8517	9.53707	2.32E+00	31.4302	0.00E+00								
cast26	35	51.307	8.526	33.4924	91.67705	9.53834	2.21E+00	31.4373	0.00E+00								
cast26	36	52.693	8.5191	33.4993	91.49769	9.53956	2.12E+00	31.4374	0.00E+00								
cast26	37	54.111	8.5115	33.4965	91.16785	9.54082	2.04E+00	31.4419	0.00E+00								
cast26	38	55.541	8.507	33.4077	91.05664	9.54192	1.98E+00	31.45	0.00E+00								
cast26	39	57.048	8.5016	33.4239	91.34574	9.5424	1.92E+00	31.457	0.00E+00								
cast26	40	58.618	8.4835	33.4353	91.19093	9.54406	1.88E+00	31.4546	0.00E+00								
cast26	41	59.992	8.4527	33.5255	90.29033	9.549	1.83E+00	31.4392	0.00E+00								
cast26	42	61.205	8.4365	33.6231	89.38488	9.55414	1.79E+00	31.4577	0.00E+00								
cast26	43	62.64	8.4348	33.9526	88.84844	9.55492	1.69E+00	31.4975	0.00E+00								
cast26	44	64.43	8.4353	33.9504	89.49424	9.55537	1.74E+00	31.4946	0.00E+00								
cast26	45	66.078	8.4399	33.8462	90.79548	9.55475	1.71E+00	31.4994	0.00E+00								
cast26	46	67.526	8.4483	33.7942	91.29202	9.55385	1.69E+00	31.4977	0.00E+00								
cast26	47	68.974	8.453	33.8417	91.22549	9.55214	1.67E+00	31.4951	0.00E+00								
cast26	48	70.354	8.4542	33.8474	90.98315	9.55186	1.65E+00	31.4895	0.00E+00								
cast26	49	71.713	8.4553	33.6985	90.2841	9.55167	1.64E+00	31.488	0.00E+00								
cast26	50	73.052	8.4588	33.7153	89.44476	9.55126	1.63E+00	31.4908	0.00E+00								
cast26	51	74.406	8.466	33.7025	88.84743	9.54989	1.62E+00	31.4976	0.00E+00								
cast26	52	75.913	8.4757	33.8933	88.64238	9.54708	1.61E+00	31.5097	0.00E+00								
cast26	53	77.459	8.4822	33.7885	89.15147	9.54506	1.60E+00	31.509	0.00E+00								
cast26	54	79.104	8.4871	33.7608	89.86343	9.5438	1.60E+00	31.51	0.00E+00								
cast26	55	80.416	8.4876	33.7917	88.30676	9.54376	1.59E+00	31.5015	0.00E+00								
cast26	56	81.399	8.4925	33.7801	86.48644	9.54322	1.51E+00	31.5062	0.00E+00								
cast26	57	83.934	8.5093	33.924	89.82648	9.53857	1.64E+00	31.5122	0.00E+00								
cast26	58	85.327	8.4947	33.807	91.23914	9.54206	1.58E+00	31.4959	0.00E+00								
cast26	59	86.642	8.4941	33.7592	91.32338	9.54262	1.57E+00	31.4987	0.00E+00								
cast26	60	88.007	8.5018	33.7279	91.03643	9.54138	1.57E+00	31.5106	0.00E+00								
cast26	61	89.365	8.5052	33.5932	90.8028	9.54012	1.57E+00	31.5079	0.00E+00								
cast26	62	90.746	8.5067	33.5403	90.6149	9.5395	1.56E+00	31.5069	0.00E+00								
cast26	63	92.233	8.5077	33.9807	90.54573	9.53904	1.56E+00	31.51	0.00E+00								
cast26	64	93.72	8.508	34.1107	90.47368	9.53891	1.56E+00	31.5088	0.00E+00								
cast26	65	95.191	8.5081	34.2301	90.40298	9.53893	1.56E+00	31.5079	0.00E+00								
cast26	66	96.661	8.5082	34.053	90.44085	9.53888	1.55E+00	31.508	0.00E+00								
cast26	67	98.138	8.5076	34.0434	90.56514	9.53899	1.55E+00	31.5061	0.00E+00								
cast26	68	99.605	8.5074	34.0476	90.65955	9.5392	1.55E+00	31.5051	0.00E+00								
cast26	69	101.035	8.5072	34.0495	90.62716	9.53924	1.54E+00	31.5051	0.00E+00								
cast26	70	102.44	8.5071	33.8254	90.51905	9.53939	1.56E+00	31.5034	0.00E+00								
cast26	71	103.876	8.5093	33.9081	90.44564	9.53908	1.56E+00	31.5074	0.00E+00								
cast26	72	105.331	8.5116	34.0139	90.3261	9.53837	1.55E+00	31.5105	0.00E+00								
cast26	73	106.823	8.5147	34.0039	90.26957	9.53747	1.55E+00	31.5162	0.00E+00								
cast26	74	108.308	8.5162	34.0542	90.19394	9.53699	1.55E+00	31.5149	0.00E+00								
cast26	75	109.724	8.5174	34.1196	90.30489	9.53657	1.55E+00	31.5164	0.00E+00								
cast26	76	111.099	8.5165	34.0761	90.06799	9.53668	1.55E+00	31.5124	0.00E+00								
cast26	77	112.375	8.5152	34.0542	88.83451	9.53693	1.55E+00	31.511	0.00E+00								
cast26	78	113.481	8.5138	34.0131	86.43003	9.53744	1.55E+00	31.5084	0.00E+00								
cast26	79	114.839	8.5358	33.8595	81.57483	9.53349	1.48E+00	31.5376	0.00E+00								
cast33	1	1.753	10.4686	32.8726	92.80215	9.18327	1.96E+02	29.9039	0.00E+00								
cast33	2	3.091	10.2349	31.2453	90.16655	9.23309	1.15E+02	30.3715	0.00E+00								
cast33	3	4.48	10.1536	33.1016	90.02077	9.24475	9.55E+01	30.5482	0.00E+00								
cast33	4	5.779	9.9773	33.4504	87.68539	9.2607	8.23E+01	30.6466	0.00E+00								
cast33	5	7.22	9.871	33.4866	84.62187	9.2887	7.86E+01	30.9873	0.00E+00								
cast33	6	8.884	9.8042	34.0228	88.34214	9.26851	8.31E+01	30.8767	0.00E+00								
cast33	7	10.277	9.119	34.1411	89.231	9.37342	8.44E+01	31.117	0.00E+00								
cast33	8	11.608	8.9369	34.1329	84.28784	9.43587	8.09E+01	31.4659	0.00E+00								
cast33	9	13.253	8.8721	34.3531	88.00855	9.4431	7.70E+01	31.7019	0.00E+00								
cast33	10	14.741	8.7595	34.2699	91.03509	9.47699	7.67E+01	31.4222	0.00E+00								
cast33	11	16.012	8.6973	34.2554	88.70573	9.49374	7.25E+01	31.4775	0.00E+00								
cast33	12	17.548	8.6819	34.273	90.04123	9.49948	6.37E+01	31.53	0.00E+00								
cast33	13	19.143	8.6716	34.2744	91.24371	9.50205	5.72E+01	31.5098	0.00E+00								
cast33	14	20.491	8.6507	34.2706	89.60476	9.50673	5.18E+01	31.4982	0.00E+00								
cast33	15	21.954	8.6406	34.561	90.00678	9.50921	4.54E+01	31.5151	0.00E+00								
cast33	16	23.519	8.6331	34.527	91.0603	9.51129	3.97E+01	31.5077	0.00E+00								
cast33	17	24.905	8.6223	34.3587	90.15722	9.51383	3.48E+01	31.4967	0.00E+00								
cast33	18	26.282	8.6137	34.2552	89.7917	9.51552	3.01E+01	31.5069	0.00E+00								
cast33	19	27.86	8.6118	34.2646	90.78805	9.516	2.60E+01	31.5176	0.00E+00								
cast33	20	29.425	8.6078	34.3733	91.10883	9.51717	2.27E+01	31.5046	0.00E+00								
cast33	21	30.842	8.6014	34.4358	90.8817	9.5188	2.00E+01	31.4962	0.00E+00								
cast33	22	32.218	8.5923	34.5109	90.68328	9.52056	1.75E+01	31.4939	0.00E+00								
cast33	23	33.664	8.5784	34.4545	90.68846	9.52262	1.53E+01	31.4937	0.00E+00								
cast33	24	35.269	8.5637	34.5447	91.31155	9.52588	1.35E+01	31.4998	0.00E+00								
cast33	25	36.86	8.5532	34.5252	91.8007	9.52869	1.20E+01	31.4965	0.00E+00								
cast33	26	38.285	8.5478	34.2358	91.76426	9.53067	1.07E+01	31.4922	0.00E+00								
cast33	27	39.601	8.5426	34.1887	91.35702	9.53193	9.51E+00	31.4853	0.00E+00								
cast33	28	40.935	8.5376	34.1592	90.98568	9.53306	8.47E+00	31.4845	0.00E+00								
cast33	29	42.407	8.5348	34.4647	91.08849	9.53406	7.54E+00	31.4895	0.00E+00								
cast33	30	43.977	8.5358	34.1198	91.52777	9.53391	6.75E+00	31.4937	0.00E+00								
cast33	31	45.583	8.5315	33.8639	91.87939	9.53418	6.07E+00	31.4896	0.00E+00								
cast33	32	47.039	8.5249	33.7684	91.77223	9.53557	5.52E+00	31.4827	0.00E+00								
cast33	33	48.372	8.5134	33.7127	91.49265	9.53754	5.03E+00	31.4762	0.00E+00								
cast33	34	49.671	8.5061	33.8517	91.23405	9.53953	4.58E+00	31.4814	0.00E+00								
cast33	35	51.024	8.4991	33.8692	91.08823	9.54075	4.16E+00	31.4876	0.00E+00								
cast33	36	52.514	8.4897	33.725	91.12016	9.54194	3.79E+00	31.4968	0.00E+00								
cast33	37	54.141	8.4843	34.1151	91.40572	9.54357	3.49E+00	31.5069	0.00E+00								
cast33	38	55.809	8.4869	34.3418	91.80797	9.54388	3.24E+00	31.5099	0.00E+00								
cast33	39	57.312	8.4876	34.3525	91.8224	9.54362	3.03E+00	31.5021	0.00E+00								
cast33	40	58.687	8.4867	33.8793	91.40385	9.54405	2.85E+00	31.4967	0.00E+00								
cast33	41	59.995	8.4871	33.8039	91.00732	9.54437	2.69E+00	31.494	0.00E+00								
cast33	42	61.29	8.4849	34.2177	90.68226	9.54433	2.53E+00	31.4927	0.00E+00								
cast33	43	62.727	8.4803	34.2348	90.83536	9.54466	2.40E+00	31.4992	0.00E+00								
cast33	44	64.345	8.4763	34.2716	91.28966	9.54525	2.28E+00	31.5058	0.00E+00								
cast33	45	65.944	8.4699	34.0338	91.35679	9.54627	2.19E+00	31.5059	0.00E+00								
cast33	46	67.319	8.4663	33.901	90.81466	9.54751	2.10E+00	31.5053	0.00E+00								
cast33	47	68.598	8.4661	34.3117	90.05744	9.54793	2.03E+00	31.5071	0.00E+00								
cast33	48	70.088	8.4674	34.2652	89.47728	9.54758	1.96E+00	31.5119	0.00E+00								
cast33	49	71.678	8.4683	34.7319	89.76163	9.54723	1.91E+00	31.5128	0.00E+00								
cast33	50	73.3	8.469	34.9395	90.65987	9.54717	1.86E+00	31.5118	0.00E+00								
cast33	51	74.832	8.468	34.4842	91.46145	9.54721	1.82E+00	31.5088	0.00E+00								
cast33	52	76.31	8.4644	34.8147	91.44326	9.54787	1.79E+00	31.5062	0.00E+00								
cast33	53	77.648	8.462	34.5972	90.56646	9.5487	1.76E+00	31.5033	0.00E+00								
cast33	54	78.869	8.4622	34.2677	89.50395	9.54919	1.73E+00	31.5026	0.00E+00								
cast33	55	80.289	8.4624	34.1834	89.03223	9.54878	1.71E+00	31.5072	0.00E+00								
cast33	56	81.965	8.4619	34.5449	89.86931	9.54867	1.69E+00	31.5085	0.00E+00								
cast33	57	83.593	8.4593	34.574	90.9981	9.54907	1.67E+00	31.5068	0.00E+00								
cast33	58	85.102	8.457	34.4897	91.61244	9.5497	1.65E+00	31.5064	0.00E+00								
cast33	59	86.567	8.4548	34.4536	91.53409	9.55015	1.64E+00	31.5057	0.00E+00								
cast33	60	87.918	8.4524	34.4586	90.99123	9.55068	1.63E+00	31.504	0.00E+00								
cast33	61	89.246	8.4499	34.5374	90.47692	9.55119	1.62E+00	31.5046	0.00E+00								
cast33	62	90.728	8.4494	34.6352	90.64199	9.55151	1.61E+00	31.5079	0.00E+00								
cast33	63	92.395	8.4497	34.7421	91.3253	9.55136	1.61E+00	31.5088	0.00E+00								
cast33	64	93.939	8.4446	34.5827	91.81389	9.55175	1.60E+00	31.5062	0.00E+00								
cast33	65	95.344	8.4392	34.1897	91.79629	9.55282	1.59E+00	31.5072	0.00E+00								
cast33	66	96.682	8.4371	34.4988	91.57424	9.55365	1.59E+00	31.5086	0.00E+00								
cast33	67	98.017	8.4339	34.6302	91.36584	9.5541	1.58E+00	31.5091	0.00E+00								
cast33	68	99.438	8.4287	34.5988	91.26314	9.55473	1.58E+00	31.5117	0.00E+00								
cast33	69	100.972	8.4263	34.5497	91.273	9.5556	1.58E+00	31.5173	0.00E+00								
cast33	70	102.45	8.4262	34.4392	91.16819	9.55574	1.57E+00	31.5183	0.00E+00								
cast33	71	103.904	8.4258	34.6954	91.04826	9.55592	1.57E+00	31.5178	0.00E+00								
cast33	72	105.345	8.4257	34.6766	90.99235	9.55593	1.57E+00	31.5178	0.00E+00								
cast33	73	106.754	8.425	34.63	91.04118	9.55603	1.57E+00	31.5177	0.00E+00								
cast33	74	108.147	8.4242	35.0653	90.88012	9.55616	1.56E+00	31.5181	0.00E+00								
cast33	75	109.452	8.424	35.1485	-9.99E-29	9.55628	1.56E+00	31.5184	0.00E+00								
cast33	76	110.599	8.4216	34.8239	-9.99E-29	9.55641	1.56E+00	31.5179	0.00E+00								
cast33	77	111.624	8.4245	33.8212	-9.99E-29	9.5565	1.39E+00	31.5316	0.00E+00								
cast38	1	1.7	11.3195	31.1559	89.08511	9.13321	6.84E+02	28.5788	0.00E+00								
cast38	2	3.09	11.318	31.9198	86.41373	9.13471	3.76E+02	28.672	0.00E+00								
cast38	3	4.596	11.1999	32.0921	89.59099	9.13107	2.71E+02	28.7064	0.00E+00								
cast38	4	5.962	10.9234	32.4497	89.00835	9.15959	1.92E+02	29.0725	0.00E+00								
cast38	5	7.258	10.817	32.6175	85.55572	9.18292	1.44E+02	29.2966	0.00E+00								
cast38	6	8.695	10.9575	32.8293	84.43711	9.18719	1.12E+02	29.2972	0.00E+00								
cast38	7	10.336	10.8338	33.0529	89.39098	9.15955	8.81E+01	29.2937	0.00E+00								
cast38	8	11.797	10.3921	33.4899	91.59449	9.20514	6.92E+01	29.8006	0.00E+00								
cast38	9	13.131	10.2143	33.4887	90.95139	9.24689	5.50E+01	30.1358	0.00E+00								
cast38	10	14.631	10.0724	33.5336	93.20948	9.26758	4.41E+01	30.3482	0.00E+00								
cast38	11	16.188	9.8924	33.5509	94.93467	9.28604	3.57E+01	30.5515	0.00E+00								
cast38	12	17.554	9.6836	33.6228	93.98724	9.31243	2.92E+01	30.7581	0.00E+00								
cast38	13	18.978	9.4983	33.8694	93.28412	9.34357	2.39E+01	30.9664	0.00E+00								
cast38	14	20.544	9.3011	33.8198	93.39159	9.37172	1.97E+01	31.1473	0.00E+00								
cast38	15	22.019	9.1452	34.0648	93.1517	9.40101	1.66E+01	31.2918	0.00E+00								
cast38	16	23.398	9.0578	34.3763	92.70591	9.42023	1.41E+01	31.3887	0.00E+00								
cast38	17	24.862	8.9796	35.0125	92.47836	9.43376	1.21E+01	31.445	0.00E+00								
cast38	18	26.401	8.9211	34.8492	92.92127	9.44657	1.05E+01	31.4813	0.00E+00								
cast38	19	27.848	8.88	34.4298	93.04063	9.45626	9.16E+00	31.4944	0.00E+00								
cast38	20	29.233	8.8553	34.2525	92.70639	9.46231	7.96E+00	31.5066	0.00E+00								
cast38	21	30.681	8.8362	35.3629	92.13434	9.46627	6.94E+00	31.5158	0.00E+00								
cast38	22	32.159	8.8165	34.7542	91.26031	9.47038	6.11E+00	31.5214	0.00E+00								
cast38	23	33.651	8.805	34.8267	91.60397	9.47302	5.44E+00	31.5351	0.00E+00								
cast38	24	35.262	8.7935	36.511	92.31446	9.47525	4.86E+00	31.5289	0.00E+00								
cast38	25	36.611	8.7766	35.06	91.63755	9.47874	4.38E+00	31.5233	0.00E+00								
cast38	26	37.969	8.7615	34.8953	91.16766	9.48128	3.95E+00	31.5351	0.00E+00								
cast38	27	39.567	8.7157	35.3443	92.0408	9.48653	3.58E+00	31.5505	0.00E+00								
cast38	28	41.052	8.6648	36.3026	91.58443	9.49674	3.29E+00	31.5584	0.00E+00								
cast38	29	42.322	8.6336	37.1599	89.75472	9.50442	3.04E+00	31.5702	0.00E+00								
cast38	30	43.791	8.6189	35.232	89.61127	9.5084	2.82E+00	31.6006	0.00E+00								
cast38	31	45.405	8.6073	35.6051	90.53547	9.5108	2.63E+00	31.5919	0.00E+00								
cast38	32	46.828	8.5875	34.9897	90.84701	9.51471	2.48E+00	31.5937	0.00E+00								
cast38	33	48.356	8.5782	35.9948	91.33377	9.51747	2.35E+00	31.6023	0.00E+00								
cast38	34	49.848	8.5709	35.3874	90.98545	9.51921	2.24E+00	31.5945	0.00E+00								
cast38	35	51.173	8.5596	34.8467	89.55173	9.52133	2.14E+00	31.5904	0.00E+00								
cast38	36	52.646	8.5529	36.5012	89.48261	9.52309	2.06E+00	31.6043	0.00E+00								
cast38	37	54.375	8.5512	35.3166	91.7898	9.52358	1.99E+00	31.5983	0.00E+00								
cast38	38	55.812	8.5316	34.9659	92.39323	9.52658	1.93E+00	31.5804	0.00E+00								
cast38	39	57.068	8.518	34.7744	91.49729	9.53042	1.88E+00	31.583	0.00E+00								
cast38	40	58.401	8.5096	34.6809	89.98275	9.53275	1.83E+00	31.5878	0.00E+00								
cast38	41	59.934	8.5091	35.1262	89.68114	9.53314	1.79E+00	31.5995	0.00E+00								
cast38	42	61.592	8.5051	35.4125	90.47266	9.53384	1.76E+00	31.5902	0.00E+00								
cast38	43	63.192	8.5007	34.7637	91.50897	9.53514	1.73E+00	31.5891	0.00E+00								
cast38	44	64.626	8.494	34.6929	91.79859	9.53622	1.71E+00	31.5816	0.00E+00								
cast38	45	65.944	8.4848	35.2776	91.53101	9.53833	1.68E+00	31.5779	0.00E+00								
cast38	46	67.341	8.4788	36.3837	91.65685	9.53986	1.67E+00	31.5805	0.00E+00								
cast38	47	68.918	8.4751	36.5419	92.30207	9.54089	1.66E+00	31.5825	0.00E+00								
cast38	48	70.508	8.4718	36.2751	92.79348	9.54172	1.64E+00	31.5801	0.00E+00								
cast38	49	71.956	8.4674	36.0944	92.85052	9.54267	1.63E+00	31.576	0.00E+00								
cast38	50	73.28	8.4643	34.4939	92.56222	9.54387	1.62E+00	31.5707	0.00E+00								
cast38	51	74.608	8.4624	34.8081	92.21284	9.54439	1.61E+00	31.5718	0.00E+00								
cast38	52	76.043	8.4609	35.1834	91.9872	9.54469	1.60E+00	31.5739	0.00E+00								
cast38	53	77.495	8.4599	34.8658	91.88895	9.54489	1.59E+00	31.5758	0.00E+00								
cast38	54	79.015	8.4602	34.8134	91.91706	9.54479	1.59E+00	31.5791	0.00E+00								
cast38	55	80.541	8.4478	35.0238	91.97874	9.5459	1.58E+00	31.5706	0.00E+00								
cast38	56	82.011	8.4405	35.0073	92.02995	9.54805	1.58E+00	31.5781	0.00E+00								
cast38	57	83.485	8.4374	35.1226	91.99376	9.54917	1.57E+00	31.5813	0.00E+00								
cast38	58	84.936	8.4369	35.2493	91.97235	9.54951	1.57E+00	31.5823	0.00E+00								
cast38	59	86.46	8.4371	34.775	92.13289	9.54952	1.57E+00	31.5824	0.00E+00								
cast38	60	87.979	8.4337	34.6889	92.30129	9.54978	1.57E+00	31.5797	0.00E+00								
cast38	61	89.397	8.4284	34.9507	92.40381	9.55069	1.56E+00	31.5791	0.00E+00								
cast38	62	90.837	8.4257	35.2311	92.50953	9.5515	1.56E+00	31.5822	0.00E+00								
cast38	63	92.294	8.4234	35.3868	92.52599	9.55201	1.56E+00	31.5833	0.00E+00								
cast38	64	93.729	8.4219	34.7559	92.50368	9.55241	1.56E+00	31.5844	0.00E+00								
cast38	65	95.202	8.4212	34.8491	92.46737	9.55266	1.56E+00	31.585	0.00E+00								
cast38	66	96.616	8.418	34.9065	92.45343	9.55286	1.56E+00	31.5837	0.00E+00								
cast38	67	97.977	8.4149	35.0076	-9.99E-29	9.5536	1.56E+00	31.5843	0.00E+00								
cast38	68	99.241	8.4145	35.0968	-9.99E-29	9.554	1.56E+00	31.5865	0.00E+00								
cast38	69	100.408	8.4142	34.8252	-9.99E-29	9.5541	1.56E+00	31.5865	0.00E+00								
cast38	70	101.382	8.4134	34.7946	-9.99E-29	9.55418	1.56E+00	31.5864	0.00E+00								
cast38	71	102.13	8.4101	34.8165	-9.99E-29	9.55457	1.55E+00	31.5836	0.00E+00								
cast46	1	1.875	11.3278	34.7234	90.66334	9.23888	2.17E+02	27.0819	0.00E+00								
cast46	2	3.104	11.255	31.8696	89.90084	9.21773	1.18E+02	27.191	0.00E+00								
cast46	3	4.62	11.1623	29.1382	89.67815	9.22953	7.89E+01	27.3682	0.00E+00								
cast46	4	6.088	11.1302	33.5097	90.42265	9.23714	5.92E+01	27.4362	0.00E+00								
cast46	5	7.51	10.9584	33.3303	90.51073	9.23059	4.41E+01	27.705	0.00E+00								
cast46	6	8.962	10.727	33.4181	90.94067	9.23275	3.26E+01	28.3504	0.00E+00								
cast46	7	10.444	10.498	33.7253	92.16641	9.25012	2.57E+01	28.7841	0.00E+00								
cast46	8	11.938	10.1875	33.8149	93.39046	9.26529	2.08E+01	29.3426	0.00E+00								
cast46	9	13.403	9.9245	33.8453	94.00883	9.29449	1.72E+01	29.8584	0.00E+00								
cast46	10	14.777	9.7647	33.8658	93.86378	9.32048	1.45E+01	30.2185	0.00E+00								
cast46	11	16.15	9.6411	36.0407	93.6109	9.33894	1.21E+01	30.4467	0.00E+00								
cast46	12	17.576	9.5247	36.1795	93.28178	9.35331	1.02E+01	30.6463	0.00E+00								
cast46	13	19.025	9.4474	35.2483	93.04608	9.36786	8.69E+00	30.8094	0.00E+00								
cast46	14	20.511	9.3646	35.2066	92.94818	9.3764	7.49E+00	30.9384	0.00E+00								
cast46	15	22.022	9.2547	35.1439	92.96125	9.38724	6.52E+00	31.0481	0.00E+00								
cast46	16	23.484	9.1509	35.158	93.02276	9.40193	5.74E+00	31.1722	0.00E+00								
cast46	17	24.953	9.0613	34.6981	93.09569	9.41873	5.09E+00	31.2507	0.00E+00								
cast46	18	26.39	8.9946	34.7331	93.07538	9.43284	4.55E+00	31.317	0.00E+00								
cast46	19	27.839	8.9457	34.8103	93.03078	9.44415	4.09E+00	31.3642	0.00E+00								
cast46	20	29.292	8.9003	34.8038	92.93006	9.45302	3.70E+00	31.3889	0.00E+00								
cast46	21	30.752	8.8711	34.8137	92.79914	9.46051	3.37E+00	31.4233	0.00E+00								
cast46	22	32.209	8.844	34.783	92.80456	9.46554	3.10E+00	31.443	0.00E+00								
cast46	23	33.691	8.8172	35.0238	92.88348	9.47042	2.87E+00	31.4587	0.00E+00								
cast46	24	35.15	8.7853	35.0203	93.00695	9.47573	2.67E+00	31.4629	0.00E+00								
cast46	25	36.613	8.7593	34.8353	93.10297	9.4818	2.50E+00	31.4737	0.00E+00								
cast46	26	38.07	8.7469	34.6196	93.10383	9.48636	2.36E+00	31.4891	0.00E+00								
cast46	27	39.519	8.7417	34.9099	93.07396	9.48856	2.23E+00	31.4974	0.00E+00								
cast46	28	40.971	8.7385	35.2704	92.97589	9.48958	2.12E+00	31.4997	0.00E+00								
cast46	29	42.419	8.7316	35.097	92.82782	9.49053	2.03E+00	31.4954	0.00E+00								
cast46	30	43.874	8.7248	34.7332	92.69447	9.49197	1.96E+00	31.4951	0.00E+00								
cast46	31	45.342	8.7245	34.7393	92.65398	9.49306	1.89E+00	31.5001	0.00E+00								
cast46	32	46.835	8.7225	34.7712	92.73693	9.49304	1.84E+00	31.5013	0.00E+00								
cast46	33	48.346	8.7151	34.6609	92.83202	9.49383	1.80E+00	31.4971	0.00E+00								
cast46	34	49.812	8.701	34.5254	92.8153	9.49594	1.76E+00	31.4889	0.00E+00								
cast46	35	51.253	8.6928	34.4105	92.73303	9.49862	1.73E+00	31.4927	0.00E+00								
cast46	36	52.677	8.6879	34.2868	92.67054	9.49997	1.70E+00	31.4995	0.00E+00								
cast46	37	54.098	8.6737	34.248	92.60634	9.50154	1.68E+00	31.4826	0.00E+00								
cast46	38	55.533	8.6597	34.5891	92.49792	9.50467	1.66E+00	31.4865	0.00E+00								
