Cruise	Lon (?E)	Lat (?N)	Bot. Depth [m]	Station	Depth [m]	Pressure [psi]	Temp [deg. C]	Chlorophyl a [mg/m^3]	Oxygen [% Sat]	Oxygen [mg/l]	PAR	Salinity [PSU]
2018	-152.366667	59.862	84	7	19	27.832	9.631	32.805	90.487	9.382	2.334	30.153
2018	-152.366667	59.862	84	7	20	29.362	9.604	32.825	91.06	9.385	2.132	30.198
2018	-152.366667	59.862	84	7	21	30.787	9.582	32.823	90.756	9.388	1.982	30.231
2018	-152.366667	59.862	84	7	22	32.227	9.555	32.833	90.578	9.391	1.872	30.267
2018	-152.366667	59.862	84	7	23	33.711	9.516	32.836	90.935	9.396	1.797	30.299
2018	-152.366667	59.862	84	7	24	35.135	9.483	32.83	90.847	9.401	1.741	30.338
2018	-152.366667	59.862	84	7	25	36.56	9.456	32.847	90.683	9.405	1.697	30.379
2018	-152.366667	59.862	84	7	26	38.013	9.435	32.85	90.55	9.408	1.665	30.416
2018	-152.366667	59.862	84	7	27	39.443	9.418	32.873	90.434	9.411	1.636	30.437
2018	-152.366667	59.862	84	7	28	40.995	9.337	33.032	90.447	9.423	1.618	30.494
2018	-152.366667	59.862	84	7	29	42.437	9.312	33.045	90.408	9.427	1.602	30.519
2018	-152.366667	59.862	84	7	30	43.878	9.29	33.043	89.878	9.43	1.591	30.555
2018	-152.366667	59.862	84	7	31	45.315	9.27	33.092	89.961	9.433	1.582	30.576
2018	-152.366667	59.862	84	7	32	46.815	9.247	33.142	89.957	9.435	1.577	30.604
2018	-152.366667	59.862	84	7	33	48.323	9.222	33.145	90.115	9.438	1.573	30.641
2018	-152.366667	59.862	84	7	34	49.806	9.218	33.173	90.484	9.438	1.57	30.675
2018	-152.366667	59.862	84	7	35	51.244	9.205	33.16	90.441	9.44	1.567	30.696
2018	-152.366667	59.862	84	7	36	52.7	9.194	33.299	90.283	9.442	1.565	30.711
2018	-152.366667	59.862	84	7	37	54.158	9.179	33.289	90.656	9.443	1.563	30.727
2018	-152.366667	59.862	84	7	38	55.51	9.165	33.182	90.394	9.445	1.556	30.749
2018	-152.366667	59.862	84	7	39	57.065	9.136	33.226	90.585	9.449	1.559	30.781
2018	-152.366667	59.862	84	7	40	58.527	9.127	33.299	90.384	9.451	1.554	30.795
2018	-152.366667	59.862	84	7	41	60.013	9.121	33.369	90.34	9.452	1.558	30.808
2018	-152.366667	59.862	84	7	42	61.505	9.114	33.407	90.427	9.453	1.558	30.818
2018	-152.366667	59.862	84	7	43	62.967	9.105	33.47	90.507	9.454	1.558	30.83
2018	-152.366667	59.862	84	7	44	64.42	9.095	33.508	90.548	9.455	1.558	30.842
2018	-152.366667	59.862	84	7	45	65.88	9.086	33.494	90.655	9.456	1.557	30.855
2018	-152.366667	59.862	84	7	46	67.326	9.078	33.497	90.442	9.457	1.556	30.866
2018	-152.366667	59.862	84	7	47	68.782	9.073	33.507	90.308	9.458	1.556	30.876
2018	-152.366667	59.862	84	7	48	70.274	9.068	33.553	90.497	9.459	1.556	30.883
2018	-152.366667	59.862	84	7	49	71.757	9.059	33.684	90.829	9.459	1.557	30.894
2018	-152.366667	59.862	84	7	50	73.177	9.051	33.654	90.748	9.461	1.556	30.903
2018	-152.366667	59.862	84	7	51	74.638	9.087	33.552	90.215	9.455	1.556	30.867
2018	-152.366667	59.862	84	7	52	76.062	9.081	33.488	89.904	9.456	1.555	30.877
2018	-152.366667	59.862	84	7	53	77.575	9.076	33.429	90.262	9.457	1.559	30.886
2018	-152.366667	59.862	84	7	54	79.124	9.071	33.523	90.613	9.458	1.556	30.893
2018	-152.366667	59.862	84	7	55	80.559	9.067	33.503	90.496	9.458	1.556	30.898
2018	-152.366667	59.862	84	7	56	81.994	9.063	33.632	90.389	9.459	1.555	30.903
2018	-152.366667	59.862	84	7	57	83.408	9.059	33.546	90.047	9.459	1.555	30.908
2018	-152.366667	59.862	84	7	58	84.808	9.055	33.517	89.696	9.46	1.555	30.914
2018	-152.366667	59.862	84	7	59	86.269	9.071	33.458	89.413	9.454	1.551	30.951
2018	-152.366667	59.862	84	7	60	87.631	9.071	33.47	88.277	9.454	1.517	30.956
2018	-152.366667	59.862	84	7	61	89.291	8.997	33.568	90.523	9.469	1.558	30.967
2018	-152.366667	59.862	84	7	62	90.753	8.994	33.461	90.615	9.47	1.555	30.971
2018	-152.366667	59.862	84	7	63	92.207	8.992	33.477	90.711	9.47	1.556	30.973
2018	-152.366667	59.862	84	7	64	93.603	8.992	33.491	89.683	9.47	1.551	30.975
2018	-152.366667	59.862	84	7	65	94.973	8.864	33.609	89.975	9.489	1.553	31.101
2018	-152.366667	59.862	84	7	66	96.739	8.941	33.457	91.045	9.474	1.562	31.078
2018	-152.366667	59.862	84	7	67	98.044	8.939	33.549	90.689	9.475	1.554	31.075
2018	-152.366667	59.862	84	7	68	99.432	8.938	33.671	90.448	9.475	1.555	31.077
2018	-152.366667	59.862	84	7	69	100.754	8.937	33.493	89.839	9.475	1.556	31.081
2018	-152.366667	59.862	84	7	70	102.263	8.998	33.434	89.139	9.463	1.555	31.068
2018	-152.366667	59.862	84	7	71	103.642	9.09	33.57	89.323	9.446	1.552	31.018
2018	-152.366667	59.862	84	7	72	105.064	9.142	33.5	89.511	9.438	1.551	30.985
2018	-152.366667	59.862	84	7	73	106.782	8.941	33.785	89.367	9.471	1.556	31.126
2018	-152.366667	59.862	84	7	74	108.367	9.106	33.822	90.791	9.438	1.558	31.109
2018	-152.366667	59.862	84	7	75	109.753	9.106	34.234	90.529	9.437	1.556	31.108
2018	-152.366667	59.862	84	7	76	111.162	9.106	34.208	90.553	9.437	1.557	31.11
2018	-152.366667	59.862	84	7	77	112.563	9.106	34.41	89.409	9.437	1.556	31.11
2018	-152.366667	59.862	84	7	78	113.747	9.106	34	87.812	9.437	1.548	31.11
2018	-152.366667	59.862	84	7	79	114.897	9.113	34.379	82.582	9.436	1.548	31.123
2018	-152.366667	59.862	84	7	80	115.95	9.015	33.982	92.291	9.459	1.556	31.053
2018	-152.366667	59.862	84	7	81	116.689	9.015	33.976	93.59	9.459	1.074	31.05
2018	-152.438333	59.873	54	8	1	1.721	10.46	31.658	88.619	9.26	551.067	29.094
2018	-152.438333	59.873	54	8	2	3.103	10.411	30.372	87.518	9.28	270.827	29.225
2018	-152.438333	59.873	54	8	3	4.499	10.36	31.12	86.193	9.287	174.978	29.231
2018	-152.438333	59.873	54	8	4	5.916	10.345	31.792	85.038	9.289	103.245	29.3
2018	-152.438333	59.873	54	8	5	7.393	10.293	32.055	85.854	9.292	65.678	29.301
2018	-152.438333	59.873	54	8	6	8.824	10.208	32.163	86.736	9.306	42.704	29.363
2018	-152.438333	59.873	54	8	7	10.27	10.155	32.234	87.897	9.315	27.33	29.419
2018	-152.438333	59.873	54	8	8	11.73	10.097	32.277	88.377	9.324	17.658	29.445
2018	-152.438333	59.873	54	8	9	13.195	10.055	32.334	88.827	9.332	11.894	29.513
2018	-152.438333	59.873	54	8	10	14.697	10.025	32.465	90.25	9.337	8.204	29.548
2018	-152.438333	59.873	54	8	11	16.202	9.979	32.551	91.495	9.343	5.937	29.571
2018	-152.438333	59.873	54	8	12	17.608	9.949	32.579	90.744	9.349	4.454	29.616
2018	-152.438333	59.873	54	8	13	19.052	9.927	32.648	90.349	9.351	3.421	29.661
2018	-152.438333	59.873	54	8	14	20.531	9.888	32.669	91.091	9.355	2.877	29.696
2018	-152.438333	59.873	54	8	15	22.015	9.86	32.669	90.989	9.36	2.442	29.734
2018	-152.438333	59.873	54	8	16	23.483	9.838	32.68	90.771	9.361	2.145	29.791
2018	-152.438333	59.873	54	8	17	24.924	9.818	32.761	91.211	9.364	1.995	29.814
2018	-152.438333	59.873	54	8	18	26.365	9.801	32.771	91.103	9.367	1.861	29.842
2018	-152.438333	59.873	54	8	19	27.81	9.789	32.781	91.076	9.369	1.76	29.86
2018	-152.438333	59.873	54	8	20	29.257	9.776	32.808	91.445	9.371	1.703	29.87
2018	-152.438333	59.873	54	8	21	30.756	9.694	32.958	91.11	9.385	1.664	29.905
2018	-152.438333	59.873	54	8	22	32.158	9.674	33.001	90.535	9.387	1.63	29.927
2018	-152.438333	59.873	54	8	23	33.622	9.648	33.019	90.647	9.389	1.605	29.963
2018	-152.438333	59.873	54	8	24	35.054	9.627	33.047	90.596	9.394	1.594	29.988
2018	-152.438333	59.873	54	8	25	36.494	9.601	33.041	90.186	9.396	1.582	30.019
2018	-152.438333	59.873	54	8	26	38.06	9.575	33.082	89.89	9.399	1.578	30.065
2018	-152.438333	59.873	54	8	27	39.554	9.539	33.121	90.274	9.403	1.567	30.104
2018	-152.438333	59.873	54	8	28	40.937	9.509	33.093	90.311	9.408	1.566	30.139
2018	-152.438333	59.873	54	8	29	42.416	9.524	33.074	90.344	9.406	1.558	30.151
2018	-152.438333	59.873	54	8	30	43.878	9.506	33.115	90.343	9.407	1.558	30.182
2018	-152.438333	59.873	54	8	31	45.297	9.485	33.114	90.007	9.409	1.554	30.216
2018	-152.438333	59.873	54	8	32	46.8	9.465	33.113	89.241	9.411	1.558	30.247
2018	-152.438333	59.873	54	8	33	48.303	9.432	33.142	89.24	9.414	1.557	30.285
2018	-152.438333	59.873	54	8	34	49.809	9.37	33.16	89.732	9.421	1.557	30.346
2018	-152.438333	59.873	54	8	35	51.248	9.311	33.191	90.262	9.431	1.558	30.422
2018	-152.438333	59.873	54	8	36	52.695	9.273	33.205	90.162	9.437	1.557	30.478
2018	-152.438333	59.873	54	8	37	54.062	9.251	33.225	89.748	9.44	1.554	30.515
2018	-152.438333	59.873	54	8	38	55.541	9.235	33.177	90.048	9.443	1.556	30.53
2018	-152.438333	59.873	54	8	39	56.947	9.221	33.308	89.782	9.445	1.555	30.558
2018	-152.438333	59.873	54	8	40	58.343	9.218	33.366	89.736	9.446	1.55	30.576
2018	-152.438333	59.873	54	8	41	59.776	9.241	33.288	89.613	9.443	1.516	30.537
2018	-152.438333	59.873	54	8	42	61.275	9.214	33.3	89.187	9.449	1.534	30.536
2018	-152.438333	59.873	54	8	43	62.8	9.227	33.272	88.585	9.446	1.556	30.541
2018	-152.438333	59.873	54	8	44	64.229	9.285	33.068	89.636	9.435	1.556	30.524
2018	-152.438333	59.873	54	8	45	65.45	9.292	32.998	88.101	9.434	1.543	30.546
2018	-152.438333	59.873	54	8	46	67.296	9.626	32.663	90.719	9.375	1.557	30.333
2018	-152.438333	59.873	54	8	47	68.716	9.62	32.662	90.557	9.376	1.557	30.342
2018	-152.438333	59.873	54	8	48	70.082	9.611	32.695	89.992	9.377	1.558	30.35
2018	-152.438333	59.873	54	8	49	71.273	9.603	32.687	89.199	9.378	1.552	30.365
2018	-152.438333	59.873	54	8	50	72.725	9.517	32.868	88.369	9.391	1.546	30.44
2018	-152.438333	59.873	54	8	51	73.84	9.518	32.478	86.958	9.391	1.456	30.467
2018	-152.438333	59.873	54	8	52	75.712	9.524	32.882	88.485	9.395	1.559	30.37
2018	-152.438333	59.873	54	8	53	76.892	9.52	32.925	86.68	9.396	1.561	30.38
2018	-152.438333	59.873	54	8	54	78.088	9.528	32.9	81.414	9.394	1.45	30.392
