	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag	Depth [m]	Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast30	30	44.07	9.7939	32.9477	91.84888	9.36713	1.56E+00	29.8245	0.00E+00								
cast30	31	45.365	9.7439	32.924	90.99119	9.37248	1.56E+00	29.86	0.00E+00								
cast30	32	46.695	9.6876	32.9836	90.1939	9.37989	1.56E+00	29.9171	0.00E+00								
cast30	33	48.204	9.6059	33.0179	89.12863	9.38944	1.56E+00	29.9959	0.00E+00								
cast30	34	49.766	9.4343	33.0502	89.18478	9.40879	1.56E+00	30.1466	0.00E+00								
cast30	35	51.409	9.3043	32.9819	90.86749	9.43399	1.56E+00	30.3165	0.00E+00								
cast30	36	52.795	9.2599	33.0185	90.85694	9.44517	1.56E+00	30.3682	0.00E+00								
cast30	37	54.081	9.2384	33.0215	90.06843	9.44925	1.56E+00	30.3981	0.00E+00								
cast30	38	55.495	9.2037	33.0358	89.41598	9.45279	1.56E+00	30.4355	0.00E+00								
cast30	39	57.037	9.1559	33.1049	90.06801	9.45917	1.56E+00	30.4869	0.00E+00								
cast30	40	58.48	9.1034	33.212	90.67935	9.4669	1.56E+00	30.5353	0.00E+00								
cast30	41	59.567	9.0718	33.0003	88.2484	9.47347	1.56E+00	30.5652	0.00E+00								
cast30	42	60.338	9.0609	32.9775	84.16341	9.47702	1.34E+00	30.5966	0.00E+00								
cast41	1	2.002	10.7288	30.5049	94.24079	9.19513	7.81E+02	29.4749	0.00E+00								
cast41	2	3.023	10.7054	32.4591	89.94192	9.20285	3.85E+02	29.4965	0.00E+00								
cast41	3	4.07	10.7309	32.5788	85.98582	9.20205	2.33E+02	29.5582	0.00E+00								
cast41	4	5.662	10.8433	32.8319	80.3939	9.1778	1.39E+02	29.5797	0.00E+00								
cast41	5	7.336	10.7901	33.1667	79.87352	9.17396	9.25E+01	29.6744	0.00E+00								
cast41	6	8.779	10.7142	33.2587	81.20718	9.19105	6.30E+01	29.6578	0.00E+00								
cast41	7	10.471	10.6709	33.141	89.47923	9.19218	4.28E+01	29.7267	0.00E+00								
cast41	8	11.892	10.4576	33.0561	94.82794	9.23238	3.22E+01	29.5425	0.00E+00								
cast41	9	13.076	10.3375	33.0815	89.34611	9.25894	2.14E+01	29.6293	0.00E+00								
cast41	10	14.675	10.2801	33.1041	88.25095	9.27218	1.38E+01	29.7689	0.00E+00								
cast41	11	16.337	10.2315	33.0744	93.30558	9.28326	9.69E+00	29.7047	0.00E+00								
cast41	12	17.645	10.2054	33.0978	93.33871	9.29203	7.01E+00	29.7003	0.00E+00								
cast41	13	18.986	10.1943	33.1899	92.49787	9.29459	5.13E+00	29.7103	0.00E+00								
cast41	14	20.488	10.0773	33.0468	91.72083	9.30391	3.89E+00	29.6983	0.00E+00								
cast41	15	21.876	9.9458	33.2039	89.1323	9.33096	3.04E+00	29.7564	0.00E+00								
cast41	16	23.279	9.9083	33.0613	86.8294	9.34379	2.47E+00	29.8395	0.00E+00								
cast41	17	25.122	9.8935	32.9943	90.98519	9.34572	2.14E+00	29.8764	0.00E+00								
cast41	18	26.567	9.8444	32.9148	92.22051	9.35419	1.96E+00	29.8312	0.00E+00								
cast41	19	27.834	9.815	32.7723	91.4837	9.36196	1.82E+00	29.8419	0.00E+00								
cast41	20	29.224	9.8009	32.789	91.52042	9.36662	1.74E+00	29.8571	0.00E+00								
cast41	21	30.759	9.7864	32.8251	91.19669	9.36835	1.68E+00	29.8557	0.00E+00								
cast41	22	32.121	9.7519	32.9388	89.52664	9.37398	1.63E+00	29.8486	0.00E+00								
cast41	23	33.483	9.7225	32.7518	88.88494	9.37999	1.61E+00	29.8665	0.00E+00								
cast41	24	35.085	9.6841	32.828	90.62667	9.38455	1.60E+00	29.9069	0.00E+00								
cast41	25	36.827	9.6224	32.7782	91.87021	9.39412	1.58E+00	29.9488	0.00E+00								
cast41	26	38.192	9.56	32.8457	91.33066	9.40064	1.58E+00	29.9707	0.00E+00								
cast41	27	39.465	9.4113	32.7913	90.05067	9.4135	1.57E+00	30.0911	0.00E+00								
cast41	28	40.842	9.3159	32.7945	89.39716	9.43438	1.57E+00	30.2421	0.00E+00								
cast41	29	42.423	9.2635	32.8485	89.65036	9.44655	1.56E+00	30.3446	0.00E+00								
cast41	30	43.864	9.2446	32.7766	89.32221	9.45102	1.56E+00	30.3639	0.00E+00								
cast41	31	45.31	9.2306	32.831	89.47051	9.45329	1.56E+00	30.3861	0.00E+00								
cast41	32	46.958	9.2111	32.5839	89.54597	9.45487	1.56E+00	30.4041	0.00E+00								
cast41	33	48.354	9.1116	32.6212	88.61483	9.45934	1.56E+00	30.4593	0.00E+00								
cast41	34	49.748	8.971	32.6134	89.24366	9.47916	1.56E+00	30.6703	0.00E+00								
cast41	35	51.309	8.899	32.628	89.7687	9.49333	1.56E+00	30.787	0.00E+00								
cast41	36	52.616	8.8204	32.675	88.5671	9.50212	1.56E+00	30.8686	0.00E+00								
cast41	37	54.092	8.7514	32.9038	88.69511	9.51243	1.55E+00	30.9994	0.00E+00								
cast41	38	55.779	8.7021	32.7859	89.52827	9.52051	1.55E+00	31.0725	0.00E+00								
cast41	39	57.171	8.6716	32.8179	89.76471	9.52549	1.55E+00	31.1077	0.00E+00								
cast41	40	58.578	8.633	32.925	89.83188	9.5292	1.56E+00	31.1559	0.00E+00								
cast41	41	59.928	8.6074	33.1314	88.88121	9.5346	1.55E+00	31.2009	0.00E+00								
cast41	42	61.326	8.6059	33.1191	88.24207	9.53581	1.55E+00	31.2194	0.00E+00								
cast41	43	62.858	8.6022	32.8965	88.2954	9.53584	1.55E+00	31.2223	0.00E+00								
cast41	44	63.981	8.5951	33.0539	86.40747	9.53735	1.56E+00	31.222	0.00E+00								
cast41	45	64.869	8.6619	33.0576	79.43594	9.52738	1.45E+00	31.3071	0.00E+00								
cast49	1	1.716	10.8024	32.4431	90.07625	9.27373	1.98E+02	28.0884	0.00E+00								
cast49	2	3.033	10.801	28.972	88.39425	9.27008	1.23E+02	28.0656	0.00E+00								
cast49	3	4.461	10.7639	28.7154	85.9365	9.27123	8.37E+01	28.0948	0.00E+00								
cast49	4	5.957	10.7381	29.9615	84.90489	9.27626	6.12E+01	28.1541	0.00E+00								
cast49	5	7.551	10.734	30.1546	88.4801	9.27722	4.71E+01	28.1704	0.00E+00								
cast49	6	9.119	10.7077	30.3971	91.85737	9.27692	3.58E+01	28.1973	0.00E+00								
cast49	7	10.491	10.6622	30.6035	92.63678	9.2795	2.74E+01	28.2643	0.00E+00								
cast49	8	11.851	10.6435	30.3658	92.77231	9.28532	2.07E+01	28.3059	0.00E+00								
cast49	9	13.283	10.5918	30.3557	92.73246	9.2854	1.55E+01	28.3604	0.00E+00								
cast49	10	14.823	10.551	31.9896	92.65635	9.2928	1.20E+01	28.4317	0.00E+00								
cast49	11	16.319	10.5168	32.4809	92.60675	9.29778	9.51E+00	28.4703	0.00E+00								
cast49	12	17.757	10.4635	33.1007	92.45521	9.30239	7.67E+00	28.5037	0.00E+00								
cast49	13	19.151	10.4206	33.0848	92.23719	9.31013	6.28E+00	28.548	0.00E+00								
cast49	14	20.564	10.4037	33.0401	92.0726	9.31672	5.15E+00	28.5836	0.00E+00								
cast49	15	21.977	10.3856	33.0333	91.92687	9.31888	4.27E+00	28.6062	0.00E+00								
cast49	16	23.401	10.3349	32.9873	91.9073	9.31356	3.58E+00	28.7576	0.00E+00								
cast49	17	24.873	10.2974	32.9815	91.92645	9.31581	3.01E+00	28.897	0.00E+00								
cast49	18	26.355	10.2798	32.9974	91.95163	9.32024	2.57E+00	28.9514	0.00E+00								
cast49	19	27.804	10.2736	33.0043	92.02207	9.32189	2.25E+00	28.9817	0.00E+00								
cast49	20	29.233	10.2729	33.1032	92.05809	9.32198	2.04E+00	29.0012	0.00E+00								
cast49	21	30.631	10.2734	33.1093	92.00698	9.32163	1.88E+00	29.0099	0.00E+00								
cast49	22	31.986	10.2745	32.8432	91.51251	9.32116	1.78E+00	29.0159	0.00E+00								
cast49	23	33.274	10.2769	32.8189	90.14211	9.32038	1.71E+00	29.0254	0.00E+00								
cast49	24	34.485	10.2792	32.8629	88.00026	9.31935	1.66E+00	29.0348	0.00E+00								
cast49	25	35.55	10.2775	32.8689	85.28766	9.31844	1.63E+00	29.0417	0.00E+00								
cast49	26	37.956	10.2795	32.8486	84.35074	9.31795	1.62E+00	29.0507	0.00E+00								
cast49	27	39.518	10.2766	32.8206	87.43431	9.31827	1.59E+00	29.0479	0.00E+00								
cast49	28	40.995	10.2686	32.8728	87.48587	9.31941	1.58E+00	29.0512	0.00E+00								
cast49	29	42.575	10.2668	32.8853	89.06134	9.31892	1.57E+00	29.0788	0.00E+00								
cast49	30	44.099	10.2387	32.9066	89.91953	9.31332	1.57E+00	29.1963	0.00E+00								
cast49	31	45.538	10.1633	33.0153	90.45553	9.31538	1.57E+00	29.3682	0.00E+00								
cast49	32	46.969	10.0547	33.1343	90.01206	9.32298	1.56E+00	29.5051	0.00E+00								
cast49	33	48.297	9.8834	33.2002	88.16643	9.33723	1.56E+00	29.6952	0.00E+00								
cast49	34	49.656	9.4981	33.1622	85.58459	9.37445	1.56E+00	30.0115	0.00E+00								
cast49	35	51.276	9.1968	33.2863	87.62856	9.43433	1.56E+00	30.47	0.00E+00								
cast49	36	52.933	9.0297	33.0868	90.69048	9.46169	1.56E+00	30.7126	0.00E+00								
cast49	37	54.22	8.9124	33.1226	91.68874	9.47635	1.56E+00	30.8604	0.00E+00								
cast49	38	55.321	8.8345	33.1351	91.33788	9.48875	1.56E+00	30.9926	0.00E+00								
cast49	39	56.324	8.7941	33.2182	89.73136	9.49827	1.56E+00	31.089	0.00E+00								
cast49	40	57.039	8.8875	33.4205	88.33659	9.49018	1.48E+00	31.1667	0.00E+00								
cast50	1	1.73	10.777	29.8003	86.68712	9.31463	1.87E+02	27.5972	0.00E+00								
cast50	2	3.193	10.7689	30.4658	86.90699	9.30667	1.17E+02	27.5246	0.00E+00								
cast50	3	4.716	10.7603	31.8119	86.99939	9.31128	8.56E+01	27.5356	0.00E+00								
cast50	4	6.063	10.7789	32.1707	85.77623	9.30695	6.07E+01	27.5693	0.00E+00								
cast50	5	7.374	10.7648	32.2982	85.28606	9.30386	4.34E+01	27.5815	0.00E+00								
cast50	6	8.835	10.7413	32.3617	87.0898	9.30574	3.05E+01	27.6189	0.00E+00								
cast50	7	10.406	10.7169	32.3952	89.82915	9.30822	2.14E+01	27.6537	0.00E+00								
cast50	8	11.909	10.6869	32.4059	91.26945	9.30888	1.51E+01	27.726	0.00E+00								
cast50	9	13.282	10.6605	32.4262	91.43545	9.31061	1.08E+01	27.7897	0.00E+00								
cast50	10	14.658	10.6252	32.6104	91.07674	9.31221	7.61E+00	27.8505	0.00E+00								
cast50	11	16.036	10.5324	32.5567	90.95945	9.31218	5.39E+00	27.9947	0.00E+00								
cast50	12	17.548	10.4442	32.5087	90.99848	9.32199	3.69E+00	28.2091	0.00E+00								
cast50	13	19.143	10.3543	32.6234	91.15893	9.32999	2.65E+00	28.3398	0.00E+00								
cast50	14	20.642	10.268	32.6733	91.22204	9.33719	2.09E+00	28.54	0.00E+00								
cast50	15	22.038	10.161	32.5247	91.37603	9.34353	1.79E+00	28.6789	0.00E+00								
cast50	16	23.511	10.0297	32.5368	91.6679	9.35121	1.66E+00	28.9777	0.00E+00								
cast50	17	24.986	9.9709	32.5605	91.89744	9.36634	1.60E+00	29.1105	0.00E+00								
cast50	18	26.465	9.9385	32.5334	91.9049	9.37392	1.57E+00	29.189	0.00E+00								
cast50	19	27.923	9.9192	32.7198	91.63232	9.3771	1.56E+00	29.2347	0.00E+00								
cast50	20	29.317	9.913	32.7044	91.44744	9.37991	1.56E+00	29.2484	0.00E+00								
cast50	21	30.694	9.903	32.603	91.26895	9.3804	1.56E+00	29.2619	0.00E+00								
cast50	22	32.056	9.8556	32.6001	91.07279	9.37997	1.56E+00	29.3028	0.00E+00								
cast50	23	33.429	9.75	32.6437	90.78479	9.37872	1.50E+00	29.4884	0.00E+00								
cast50	24	34.897	9.714	32.6545	90.4593	9.39593	1.56E+00	29.6109	0.00E+00								
cast50	25	36.464	9.6606	32.4942	90.63884	9.39877	1.57E+00	29.6671	0.00E+00								
cast50	26	38.1	9.585	32.6435	91.15922	9.40458	1.56E+00	29.8	0.00E+00								
cast50	27	39.579	9.4662	32.716	91.65009	9.40835	1.56E+00	29.9807	0.00E+00								
cast50	28	40.936	9.3976	32.6222	91.2906	9.42278	1.56E+00	30.1398	0.00E+00								
cast50	29	42.222	9.3648	32.6556	89.83538	9.43199	1.56E+00	30.1977	0.00E+00								
cast50	30	43.403	9.3232	32.605	87.47891	9.43308	1.56E+00	30.2812	0.00E+00								
cast50	31	44.588	9.3137	32.6632	84.93086	9.43898	1.52E+00	30.3211	0.00E+00								
cast50	32	46.717	9.3787	32.8477	80.0607	9.43085	1.58E+00	30.3322	0.00E+00								
cast50	33	48.372	9.4529	32.6966	82.89247	9.41853	1.56E+00	30.2577	0.00E+00								
cast50	34	49.761	9.4598	32.7916	85.68855	9.41075	1.56E+00	30.2429	0.00E+00								
cast50	35	50.547	9.3685	32.8292	88.24171	9.42732	1.57E+00	30.3065	0.00E+00								
cast61	1	1.571	9.924	32.3598	85.01425	9.35917	1.18E+03	29.5381	0.00E+00								
cast61	2	3.145	9.9189	29.4394	85.71889	9.36075	4.64E+02	29.568	0.00E+00								
cast61	3	4.704	9.9129	31.7687	87.88982	9.36199	2.58E+02	29.5512	0.00E+00								
cast61	4	6.028	9.9068	31.801	87.56125	9.36385	1.27E+02	29.5505	0.00E+00								
cast61	5	7.512	9.9085	31.9809	89.01985	9.36379	7.49E+01	29.5575	0.00E+00								
cast61	6	8.989	9.8878	32.0774	90.76639	9.36455	5.06E+01	29.5536	0.00E+00								
cast61	7	10.386	9.8672	32.096	91.26757	9.3689	2.72E+01	29.5612	0.00E+00								
cast61	8	11.724	9.8516	32.1706	90.78149	9.37171	1.42E+01	29.5726	0.00E+00								
cast61	9	13.083	9.84	32.1889	90.36898	9.3743	7.94E+00	29.5826	0.00E+00								
cast61	10	14.541	9.823	32.2633	90.37802	9.37661	5.16E+00	29.5903	0.00E+00								
cast61	11	16.101	9.8128	32.3193	90.50834	9.37935	3.62E+00	29.6031	0.00E+00								
cast61	12	17.565	9.804	32.392	90.24511	9.38065	2.66E+00	29.6079	0.00E+00								
cast61	13	19.017	9.7865	32.6655	90.30789	9.38221	2.07E+00	29.6177	0.00E+00								
cast61	14	20.547	9.7635	32.6268	91.00834	9.38529	1.80E+00	29.6398	0.00E+00								
cast61	15	22.151	9.7543	32.6007	91.71133	9.38844	1.70E+00	29.6573	0.00E+00								
cast61	16	23.632	9.739	32.4872	91.8517	9.38946	1.64E+00	29.6657	0.00E+00								
cast61	17	25.022	9.723	32.6396	91.63642	9.39156	1.60E+00	29.683	0.00E+00								
cast61	18	26.397	9.7138	32.8274	91.26349	9.39384	1.58E+00	29.697	0.00E+00								
cast61	19	27.81	9.7073	32.5908	90.83323	9.39507	1.54E+00	29.7065	0.00E+00								
cast61	20	29.195	9.7058	32.4206	90.76172	9.39593	1.51E+00	29.7108	0.00E+00								
cast61	21	30.624	9.706	32.5499	90.93269	9.39617	1.56E+00	29.7122	0.00E+00								
cast61	22	32.149	9.7062	32.5432	91.28973	9.39612	1.56E+00	29.7126	0.00E+00								
cast61	23	33.738	9.7066	32.7799	91.5512	9.39608	1.56E+00	29.7123	0.00E+00								
cast61	24	35.232	9.7053	32.6931	91.54514	9.39604	1.56E+00	29.7129	0.00E+00								
cast61	25	36.693	9.704	32.5224	91.5018	9.39626	1.56E+00	29.7129	0.00E+00								
cast61	26	38.16	9.695	32.5295	91.37183	9.39595	1.56E+00	29.7231	0.00E+00								
cast61	27	39.555	9.6795	32.5293	91.07955	9.39661	1.56E+00	29.7482	0.00E+00								
cast61	28	40.967	9.6549	32.6446	90.91226	9.39726	1.56E+00	29.7916	0.00E+00								
cast61	29	42.346	9.6296	32.6728	90.88574	9.39916	1.56E+00	29.8442	0.00E+00								
cast61	30	43.742	9.5851	32.8662	90.79134	9.40074	1.56E+00	29.9093	0.00E+00								
cast61	31	45.192	9.5324	32.7478	90.3722	9.4057	1.56E+00	30.0054	0.00E+00								
cast61	32	46.657	9.4931	32.5596	90.04046	9.41232	1.56E+00	30.0762	0.00E+00								
cast61	33	48.254	9.462	32.6763	90.44194	9.41736	1.56E+00	30.1353	0.00E+00								
cast61	34	49.947	9.4144	32.7271	91.27382	9.42045	1.56E+00	30.1909	0.00E+00								
cast61	35	51.508	9.3421	32.7806	91.73617	9.42437	1.56E+00	30.3173	0.00E+00								
cast61	36	52.838	9.3219	32.9243	91.62494	9.43175	1.56E+00	30.3797	0.00E+00								
cast61	37	54.187	9.3081	32.9821	91.44767	9.43376	1.56E+00	30.4162	0.00E+00								
cast61	38	55.531	9.2882	32.6562	91.39409	9.43385	1.56E+00	30.464	0.00E+00								
cast61	39	56.981	9.2726	32.8586	91.40558	9.43572	1.56E+00	30.5094	0.00E+00								
cast61	40	58.461	9.2617	33.16	91.09577	9.4372	1.56E+00	30.5315	0.00E+00								
cast61	41	59.869	9.2501	32.8824	90.13591	9.43828	1.56E+00	30.5561	0.00E+00								
cast61	42	61.233	9.2429	32.9123	89.27183	9.43953	1.56E+00	30.5718	0.00E+00								
cast61	43	62.821	9.2296	33.0471	89.84979	9.44004	1.56E+00	30.5996	0.00E+00								
cast61	44	64.623	9.22	32.9516	91.33559	9.44179	1.56E+00	30.6217	0.00E+00								
cast61	45	66.069	9.219	32.6452	91.68429	9.44269	1.56E+00	30.619	0.00E+00								
cast61	46	67.38	9.2172	32.5864	91.48427	9.44283	1.56E+00	30.6191	0.00E+00								
cast61	47	68.743	9.217	32.7872	91.34006	9.44311	1.56E+00	30.6216	0.00E+00								
cast61	48	70.054	9.2172	32.9338	90.80793	9.44311	1.56E+00	30.6194	0.00E+00								
cast61	49	71.229	9.2137	33.015	88.92086	9.44326	1.56E+00	30.6206	0.00E+00								
cast61	50	72.202	9.2115	33.1058	86.12827	9.44369	1.52E+00	30.6241	0.00E+00								
cast61	51	72.873	9.2334	31.5233	87.85394	9.44025	9.52E-01	30.6767	0.00E+00								
cast62	1	1.627	9.6522	31.6577	84.96777	9.39673	1.41E+02	29.9055	0.00E+00								
cast62	2	3.066	9.6514	31.7065	83.26248	9.39656	3.76E+01	29.8882	0.00E+00								
cast62	3	4.407	9.6486	32.4466	83.81383	9.39653	1.79E+01	29.9002	0.00E+00								
cast62	4	5.745	9.6451	32.5195	81.46907	9.39725	8.59E+00	29.8964	0.00E+00								
cast62	5	7.341	9.6397	32.5655	81.85133	9.39835	4.86E+00	29.9003	0.00E+00								
cast62	6	9.013	9.6357	32.6766	85.69568	9.39817	3.16E+00	29.913	0.00E+00								
cast62	7	10.456	9.6261	32.7627	89.50425	9.3976	2.35E+00	29.946	0.00E+00								
cast62	8	11.809	9.6155	32.9007	90.45447	9.39799	1.91E+00	29.9698	0.00E+00								
cast62	9	13.142	9.6048	32.9947	89.84925	9.3989	1.71E+00	29.9935	0.00E+00								
cast62	10	14.552	9.5959	33.1296	89.11499	9.39994	1.62E+00	30.0103	0.00E+00								
cast62	11	16.084	9.5804	33.4052	89.17899	9.40086	1.59E+00	30.0366	0.00E+00								
cast62	12	17.697	9.548	32.8321	90.3793	9.40237	1.58E+00	30.0866	0.00E+00								
cast62	13	19.299	9.505	32.8102	91.38195	9.40622	1.58E+00	30.1709	0.00E+00								
cast62	14	20.656	9.4864	32.7814	91.22256	9.40911	1.56E+00	30.2145	0.00E+00								
cast62	15	21.981	9.4777	32.8766	90.76828	9.41108	1.55E+00	30.2312	0.00E+00								
cast62	16	23.329	9.45	32.9882	90.49069	9.41109	1.54E+00	30.2699	0.00E+00								
cast62	17	24.87	9.4274	32.9328	90.35069	9.41474	1.55E+00	30.3203	0.00E+00								
cast62	18	26.381	9.4176	32.8934	90.48346	9.41689	1.56E+00	30.3437	0.00E+00								
cast62	19	27.887	9.4139	33.0744	90.91766	9.41784	1.56E+00	30.3481	0.00E+00								
cast62	20	29.409	9.3932	33.1781	91.23485	9.41782	1.56E+00	30.3792	0.00E+00								
cast62	21	30.881	9.3827	32.9547	91.29206	9.42031	1.53E+00	30.4014	0.00E+00								
cast62	22	32.279	9.3645	32.8989	91.28619	9.421	1.55E+00	30.4211	0.00E+00								
cast62	23	33.672	9.3333	32.8116	91.09375	9.42252	1.56E+00	30.48	0.00E+00								
cast62	24	35.062	9.3281	33.0138	90.8788	9.42671	1.54E+00	30.5016	0.00E+00								
cast62	25	36.508	9.2969	32.9965	90.817	9.42611	1.54E+00	30.5288	0.00E+00								
cast62	26	37.994	9.2545	32.9679	90.86473	9.43038	1.56E+00	30.6117	0.00E+00								
cast62	27	39.455	9.2402	33.145	90.89129	9.43489	1.56E+00	30.6477	0.00E+00								
cast62	28	40.926	9.2259	33.2249	90.80307	9.436	1.55E+00	30.6709	0.00E+00								
cast62	29	42.39	9.2144	33.2465	90.64196	9.43772	1.55E+00	30.6899	0.00E+00								
cast62	30	43.888	9.2021	33.1608	90.73327	9.4392	1.56E+00	30.7158	0.00E+00								
cast62	31	45.41	9.2027	33.2038	90.99914	9.44021	1.55E+00	30.7179	0.00E+00								
cast62	32	46.897	9.201	33.1155	91.30929	9.44017	1.55E+00	30.7181	0.00E+00								
cast62	33	48.296	9.1931	33.1686	91.051	9.44043	1.55E+00	30.726	0.00E+00								
cast62	34	49.606	9.1801	33.3599	90.03899	9.44111	1.55E+00	30.7454	0.00E+00								
cast62	35	50.9	9.1726	33.3368	88.8704	9.44287	1.55E+00	30.7633	0.00E+00								
cast62	36	52.215	9.1717	33.2855	87.96831	9.44343	1.56E+00	30.7713	0.00E+00								
cast62	37	53.238	9.1941	32.9816	84.15717	9.4411	1.52E+00	30.7575	0.00E+00								
cast72	1	1.74	10.0901	33.8366	88.40393	9.35104	1.02E+02	29.2534	0.00E+00								
cast72	2	3.179	10.1006	29.9589	85.04737	9.34264	4.85E+01	29.2542	0.00E+00								
cast72	3	4.662	10.1006	31.5102	84.52287	9.34232	2.91E+01	29.2518	0.00E+00								
cast72	4	6.002	10.0996	32.1915	84.21214	9.34255	1.67E+01	29.2508	0.00E+00								
cast72	5	7.302	10.0952	32.189	82.46831	9.3426	9.86E+00	29.2555	0.00E+00								
cast72	6	8.633	10.0912	32.1038	80.2353	9.3434	6.21E+00	29.2592	0.00E+00								
cast72	7	10.043	10.0884	32.0913	78.91321	9.34471	4.33E+00	29.2485	0.00E+00								
cast72	8	11.621	10.0773	32.1282	80.65883	9.34581	3.43E+00	29.2535	0.00E+00								
cast72	9	13.282	10.0267	32.1586	86.8026	9.34666	2.76E+00	29.328	0.00E+00								
cast72	10	14.861	9.9292	32.1952	91.81577	9.34929	2.25E+00	29.5105	0.00E+00								
cast72	11	16.355	9.8078	32.1992	92.71158	9.35542	1.97E+00	29.7957	0.00E+00								
cast72	12	17.648	9.7716	32.2161	91.49678	9.36597	1.84E+00	29.8936	0.00E+00								
cast72	13	18.918	9.752	32.2713	90.29876	9.36917	1.75E+00	29.952	0.00E+00								
cast72	14	20.333	9.7353	32.4113	89.88066	9.37047	1.69E+00	29.9993	0.00E+00								
cast72	15	21.948	9.7221	32.6566	90.43751	9.37183	1.64E+00	30.0382	0.00E+00								
cast72	16	23.562	9.7141	32.4002	91.27241	9.37268	1.61E+00	30.0589	0.00E+00								
cast72	17	25.097	9.705	32.8181	91.63439	9.37292	1.59E+00	30.0783	0.00E+00								
cast72	18	26.475	9.6892	32.6937	91.13242	9.37284	1.58E+00	30.1146	0.00E+00								
cast72	19	27.813	9.6812	32.5355	90.28364	9.37431	1.57E+00	30.1388	0.00E+00								
cast72	20	29.162	9.6738	32.5021	89.79573	9.37484	1.57E+00	30.155	0.00E+00								
cast72	21	30.598	9.6522	32.5126	89.7139	9.37441	1.57E+00	30.1967	0.00E+00								
cast72	22	32.144	9.6073	32.7893	89.81833	9.37628	1.56E+00	30.2766	0.00E+00								
cast72	23	33.656	9.5723	33.0521	90.18796	9.3818	1.56E+00	30.3389	0.00E+00								
cast72	24	35.18	9.5499	33.0239	90.988	9.38563	1.56E+00	30.3789	0.00E+00								
cast72	25	36.681	9.5326	33.0544	91.30881	9.38796	1.56E+00	30.4075	0.00E+00								
cast72	26	38.082	9.5212	33.2462	90.37472	9.38976	1.56E+00	30.4282	0.00E+00								
cast72	27	39.396	9.5122	32.7855	88.80897	9.39089	1.56E+00	30.4416	0.00E+00								
cast72	28	40.748	9.5025	32.6861	88.1822	9.39188	1.56E+00	30.4607	0.00E+00								
cast72	29	42.437	9.4939	32.8053	89.38491	9.39287	1.56E+00	30.4808	0.00E+00								
cast72	30	43.959	9.4838	32.938	89.70014	9.394	1.56E+00	30.4901	0.00E+00								
cast72	31	45.328	9.4717	32.8913	88.83758	9.39522	1.56E+00	30.5083	0.00E+00								
cast72	32	46.769	9.4628	32.8617	87.46033	9.39664	1.56E+00	30.5214	0.00E+00								
cast72	33	48.269	9.4486	33.1589	88.16008	9.39788	1.56E+00	30.5424	0.00E+00								
cast72	34	49.848	9.4318	33.1897	89.49223	9.39986	1.56E+00	30.565	0.00E+00								
cast72	35	51.286	9.4231	33.2387	89.90856	9.4018	1.56E+00	30.5798	0.00E+00								
cast72	36	52.72	9.4185	33.3331	90.06653	9.40251	1.56E+00	30.5862	0.00E+00								
cast72	37	54.12	9.4154	33.3753	89.76188	9.40312	1.56E+00	30.591	0.00E+00								
cast72	38	55.441	9.4143	33.1688	88.40426	9.40348	1.56E+00	30.5923	0.00E+00								
cast72	39	56.691	9.4143	33.7487	87.35604	9.4035	1.56E+00	30.5937	0.00E+00								
cast72	40	57.783	9.4151	33.3154	87.00413	9.40332	1.56E+00	30.5954	0.00E+00								
cast72	41	57.899	9.4338	33.1954	89.18478	9.40236	1.12E+00	30.608	0.00E+00								
cast83	1	1.905	10.4029	34.5417	90.49862	9.20725	1.55E+02	29.4102	0.00E+00								
cast83	2	3.118	10.2542	29.445	87.38278	9.26294	6.53E+01	29.7253	0.00E+00								
cast83	3	4.453	10.2145	30.8415	84.31317	9.27853	3.33E+01	29.8677	0.00E+00								
cast83	4	5.849	10.2138	31.2189	81.10869	9.27583	1.99E+01	29.9845	0.00E+00								
cast83	5	7.303	10.2057	31.397	80.46987	9.2698	1.28E+01	30.0874	0.00E+00								
cast83	6	8.798	10.1743	31.5973	85.28132	9.27702	8.39E+00	30.0228	0.00E+00								
cast83	7	10.294	10.1341	31.9719	89.63967	9.28475	5.64E+00	30.013	0.00E+00								
cast83	8	11.691	10.071	31.9241	88.17562	9.29698	4.03E+00	29.9589	0.00E+00								
cast83	9	13.053	10.0234	31.8804	87.04765	9.30644	3.03E+00	30.0247	0.00E+00								
cast83	10	14.753	10.0381	31.6366	89.59094	9.30129	2.36E+00	30.1801	0.00E+00								
cast83	11	16.259	9.9793	32.0799	91.9516	9.31243	2.01E+00	30.0358	0.00E+00								
cast83	12	17.699	9.9471	31.932	92.70472	9.32063	1.80E+00	30.0705	0.00E+00								
cast83	13	19.137	9.9221	31.8807	92.79667	9.32479	1.68E+00	30.1015	0.00E+00								
cast83	14	20.556	9.9099	31.9293	92.73576	9.328	1.62E+00	30.121	0.00E+00								
cast83	15	22.036	9.909	31.9882	92.65539	9.32967	1.59E+00	30.1216	0.00E+00								
cast83	16	23.491	9.9063	32.0154	92.2852	9.32984	1.57E+00	30.1191	0.00E+00								
cast83	17	24.935	9.9037	32.1751	91.98132	9.33044	1.56E+00	30.1208	0.00E+00								
