	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag	Depth [m]	Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast7	24	35.06	8.9847	35.1689	90.84721	9.50688	1.59E+00	30.3402	0.00E+00								
cast7	25	36.569	8.9679	35.1952	90.92617	9.50904	1.58E+00	30.3656	0.00E+00								
cast7	26	38.152	8.9533	35.3403	91.30024	9.51128	1.57E+00	30.3827	0.00E+00								
cast7	27	39.607	8.9255	35.8798	91.2697	9.51327	1.57E+00	30.4031	0.00E+00								
cast7	28	40.954	8.8894	35.4162	90.86809	9.51748	1.56E+00	30.4432	0.00E+00								
cast7	29	42.314	8.8665	35.176	90.13473	9.52234	1.56E+00	30.4805	0.00E+00								
cast7	30	43.793	8.8476	35.1591	89.63237	9.5254	1.56E+00	30.512	0.00E+00								
cast7	31	45.322	8.8196	35.0543	89.63336	9.52805	1.56E+00	30.5457	0.00E+00								
cast7	32	46.856	8.7879	35.2924	89.71264	9.53216	1.56E+00	30.5887	0.00E+00								
cast7	33	48.278	8.7686	35.3523	89.7301	9.536	1.56E+00	30.6187	0.00E+00								
cast7	34	49.714	8.7501	35.2979	90.02823	9.53814	1.56E+00	30.6435	0.00E+00								
cast7	35	51.314	8.7284	35.1246	90.83341	9.54088	1.56E+00	30.6754	0.00E+00								
cast7	36	52.882	8.7087	35.1322	91.4048	9.5438	1.56E+00	30.6991	0.00E+00								
cast7	37	54.253	8.6993	35.2671	91.18251	9.54606	1.56E+00	30.7111	0.00E+00								
cast7	38	55.562	8.6961	35.196	90.42529	9.54711	1.56E+00	30.7176	0.00E+00								
cast7	39	56.974	8.6949	35.2286	89.88498	9.54738	1.56E+00	30.723	0.00E+00								
cast7	40	58.487	8.6953	35.3176	90.24084	9.54737	1.56E+00	30.7238	0.00E+00								
cast7	41	59.89	8.6948	35.0623	89.84754	9.54743	1.56E+00	30.7227	0.00E+00								
cast7	42	61.116	8.6934	35.073	88.09798	9.54761	1.56E+00	30.723	0.00E+00								
cast7	43	62.339	8.7154	35.0637	82.2518	9.5432	1.56E+00	30.7385	0.00E+00								
cast17	1	1.541	12.0334	26.5624	88.63226	8.95662	2.11E+03	27.6232	0.00E+00								
cast17	2	3.065	11.7287	29.8632	90.51205	9.07364	1.05E+03	28.3047	0.00E+00								
cast17	3	4.407	11.3877	31.7427	89.59099	9.10024	8.02E+02	28.2663	0.00E+00								
cast17	4	5.705	10.9224	31.9081	84.30215	9.17662	4.90E+02	28.8449	0.00E+00								
cast17	5	7.355	10.8944	32.3875	86.44387	9.18971	3.10E+02	28.9051	0.00E+00								
cast17	6	8.867	10.4613	32.665	87.29256	9.28268	2.06E+02	28.7527	0.00E+00								
cast17	7	10.196	10.3757	32.8399	86.25615	9.30647	1.33E+02	28.8586	0.00E+00								
cast17	8	11.629	10.3466	32.9832	83.34791	9.30137	8.32E+01	29.0539	0.00E+00								
cast17	9	13.176	10.3428	33.0516	79.98615	9.29575	5.89E+01	29.2386	0.00E+00								
cast17	10	14.747	10.3222	33.0443	89.22594	9.3012	4.01E+01	29.0569	0.00E+00								
cast17	11	16.1	10.0752	33.0061	94.37172	9.34618	2.88E+01	28.919	0.00E+00								
cast17	12	17.361	9.9685	32.9891	86.30774	9.3653	2.11E+01	29.254	0.00E+00								
cast17	13	19.282	9.9601	32.9189	85.0565	9.34995	1.45E+01	29.53	0.00E+00								
cast17	14	20.63	9.6992	32.9214	92.94413	9.38553	1.19E+01	29.5193	0.00E+00								
cast17	15	21.756	9.5968	32.9734	88.05211	9.40517	8.75E+00	29.8126	0.00E+00								
cast17	16	23.511	9.5857	32.9906	84.69757	9.39879	6.39E+00	30.0908	0.00E+00								
cast17	17	25.116	9.5195	33.0111	93.63114	9.41419	5.52E+00	29.9211	0.00E+00								
cast17	18	26.214	9.4727	33.0032	89.32482	9.42318	4.35E+00	29.9931	0.00E+00								
cast17	19	27.698	9.4649	33.0277	85.69691	9.4227	3.43E+00	30.0981	0.00E+00								
cast17	20	29.57	9.4519	33.0835	91.37551	9.42573	2.97E+00	30.0535	0.00E+00								
cast17	21	30.707	9.426	33.0742	88.95654	9.43225	2.59E+00	30.0512	0.00E+00								
cast17	22	32.048	9.4223	33.0856	87.41893	9.432	2.26E+00	30.0944	0.00E+00								
cast17	23	33.861	9.4209	33.14	90.73759	9.43063	2.06E+00	30.1065	0.00E+00								
cast17	24	35.219	9.3789	33.0925	89.65079	9.43734	1.94E+00	30.0897	0.00E+00								
cast17	25	36.419	9.2848	33.1111	87.28886	9.44511	1.82E+00	30.1849	0.00E+00								
cast17	26	37.951	9.2165	33.1131	86.20143	9.45672	1.76E+00	30.3831	0.00E+00								
cast17	27	39.452	9.1492	33.1337	86.9062	9.46378	1.64E+00	30.4062	0.00E+00								
cast17	28	40.534	9.0751	33.1813	-9.99E-29	9.47889	1.66E+00	30.3923	0.00E+00								
cast18	1	2.078	9.8659	32.7273	89.43456	9.36671	2.32E+02	29.575	0.00E+00								
cast18	2	3.168	9.8543	31.4113	86.6344	9.37057	7.72E+01	29.6008	0.00E+00								
cast18	3	4.462	9.851	31.7557	85.31791	9.37128	4.60E+01	29.6195	0.00E+00								
cast18	4	5.852	9.8489	33.8209	86.25064	9.37136	2.98E+01	29.6283	0.00E+00								
cast18	5	7.293	9.848	34.144	87.65262	9.37148	2.00E+01	29.6312	0.00E+00								
cast18	6	8.693	9.8127	34.1374	87.44319	9.37287	1.34E+01	29.6324	0.00E+00								
cast18	7	10.103	9.7676	34.1357	85.55433	9.37988	9.05E+00	29.6781	0.00E+00								
cast18	8	11.633	9.7359	34.0705	84.0151	9.38517	6.68E+00	29.7362	0.00E+00								
cast18	9	13.31	9.7038	34.0942	87.85043	9.38987	5.24E+00	29.7661	0.00E+00								
cast18	10	14.842	9.6595	34.0963	92.06471	9.39614	3.99E+00	29.7727	0.00E+00								
cast18	11	16.256	9.6206	34.1076	93.14467	9.40253	3.09E+00	29.8166	0.00E+00								
cast18	12	17.655	9.6073	34.1158	93.24058	9.40638	2.52E+00	29.854	0.00E+00								
cast18	13	19.118	9.6106	34.1391	93.18278	9.40709	2.15E+00	29.8775	0.00E+00								
cast18	14	20.549	9.6164	34.2176	92.91148	9.40515	1.94E+00	29.8843	0.00E+00								
cast18	15	21.965	9.6223	34.2493	92.39646	9.4043	1.80E+00	29.8835	0.00E+00								
cast18	16	23.351	9.6353	34.1607	91.8859	9.40167	1.71E+00	29.8977	0.00E+00								
cast18	17	24.881	9.6399	34.1994	91.94359	9.3994	1.65E+00	29.8931	0.00E+00								
cast18	18	26.489	9.6372	34.2382	92.46802	9.39915	1.61E+00	29.8907	0.00E+00								
cast18	19	27.999	9.632	34.4078	92.66738	9.39985	1.59E+00	29.8917	0.00E+00								
cast18	20	29.424	9.6281	34.3347	92.4799	9.40033	1.58E+00	29.9007	0.00E+00								
cast18	21	30.78	9.6252	34.2493	91.89047	9.40013	1.57E+00	29.9157	0.00E+00								
cast18	22	32.057	9.6102	34.2518	91.00184	9.40031	1.57E+00	29.9214	0.00E+00								
cast18	23	33.342	9.5436	34.2285	89.84957	9.40624	1.56E+00	29.9112	0.00E+00								
cast18	24	34.826	9.4815	34.406	89.4521	9.41965	1.56E+00	29.959	0.00E+00								
cast18	25	36.632	9.4515	34.2787	90.84194	9.42895	1.56E+00	30.0089	0.00E+00								
cast18	26	38.378	9.4345	34.2057	91.95067	9.4319	1.57E+00	30.0214	0.00E+00								
cast18	27	39.648	9.4264	34.1904	91.77596	9.43408	1.56E+00	30.0267	0.00E+00								
cast18	28	40.913	9.4203	34.0994	91.39963	9.43516	1.56E+00	30.0328	0.00E+00								
cast18	29	42.32	9.4155	34.038	91.1301	9.43603	1.56E+00	30.0416	0.00E+00								
cast18	30	43.866	9.409	34.1583	91.09383	9.43656	1.56E+00	30.0502	0.00E+00								
cast18	31	45.411	9.4017	34.1429	91.13188	9.4377	1.56E+00	30.0594	0.00E+00								
cast18	32	46.923	9.3902	34.1655	91.073	9.43854	1.56E+00	30.0651	0.00E+00								
cast18	33	48.382	9.3516	34.2246	91.10068	9.44056	1.56E+00	30.096	0.00E+00								
cast18	34	49.874	9.3134	34.1091	91.3011	9.44643	1.56E+00	30.1395	0.00E+00								
cast18	35	51.315	9.2508	34.1378	91.41426	9.45166	1.56E+00	30.1929	0.00E+00								
cast18	36	52.642	9.191	34.1332	91.19954	9.46027	1.56E+00	30.2643	0.00E+00								
cast18	37	53.931	9.1441	34.0916	90.24105	9.46862	1.56E+00	30.3233	0.00E+00								
cast18	38	55.256	9.1038	34.0977	88.46882	9.47537	1.56E+00	30.3846	0.00E+00								
cast18	39	56.781	9.0905	34.1985	87.95317	9.47984	1.54E+00	30.4345	0.00E+00								
cast18	40	58.631	9.0852	34.3681	89.64205	9.48122	1.56E+00	30.4402	0.00E+00								
cast18	41	60.058	9.0777	34.2975	89.32627	9.48263	1.56E+00	30.4416	0.00E+00								
cast18	42	61.506	9.0736	34.0654	89.58607	9.48349	1.56E+00	30.4474	0.00E+00								
cast18	43	63.068	9.0706	34.1648	90.49251	9.48406	1.56E+00	30.449	0.00E+00								
cast18	44	64.471	9.0663	34.2182	90.36645	9.48474	1.56E+00	30.4502	0.00E+00								
cast18	45	65.878	9.0626	34.1258	90.06149	9.48535	1.56E+00	30.4538	0.00E+00								
cast18	46	67.294	9.0578	34.2027	89.69618	9.486	1.56E+00	30.4574	0.00E+00								
cast18	47	68.781	9.0422	34.1512	89.43515	9.487	1.56E+00	30.4688	0.00E+00								
cast18	48	70.38	8.9991	34.118	89.92369	9.4909	1.56E+00	30.5032	0.00E+00								
cast18	49	71.895	8.9491	34.1453	90.77001	9.49842	1.56E+00	30.5547	0.00E+00								
cast18	50	73.274	8.9139	34.2578	90.72204	9.50415	1.56E+00	30.593	0.00E+00								
cast18	51	74.57	8.8854	34.2735	89.77579	9.50879	1.56E+00	30.6257	0.00E+00								
cast18	52	75.824	8.8683	34.2099	88.8139	9.51269	1.56E+00	30.6533	0.00E+00								
cast18	53	77.135	8.861	34.2531	88.02614	9.51449	1.56E+00	30.6718	0.00E+00								
cast18	54	78.464	8.8738	34.144	82.0382	9.51072	1.56E+00	30.6889	0.00E+00								
cast29	1	1.451	10.7384	26.4509	82.21089	9.13734	1.42E+03	29.6029	0.00E+00								
cast29	2	3.452	10.5741	30.539	95.3898	9.20073	1.05E+03	29.9048	0.00E+00								
cast29	3	4.982	10.4649	31.6997	96.9879	9.2214	7.30E+02	29.8355	0.00E+00								
cast29	4	6.174	10.3499	31.7249	96.51746	9.24114	4.73E+02	29.7756	0.00E+00								
cast29	5	7.422	10.2768	31.7719	94.7725	9.2614	2.98E+02	29.7989	0.00E+00								
cast29	6	8.663	10.2271	31.9925	91.87686	9.2742	1.82E+02	29.8164	0.00E+00								
cast29	7	9.924	10.0794	32.0238	87.6882	9.28771	1.09E+02	29.7562	0.00E+00								
cast29	8	11.42	9.9692	32.1662	84.03675	9.31774	6.27E+01	29.9039	0.00E+00								
cast29	9	13.221	9.9292	32.2511	87.55638	9.32429	3.52E+01	30.0696	0.00E+00								
cast29	10	14.923	9.8276	32.2534	93.14948	9.34501	2.09E+01	29.916	0.00E+00								
cast29	11	16.33	9.7813	32.3676	93.92587	9.36215	1.24E+01	29.9262	0.00E+00								
cast29	12	17.664	9.768	32.5886	93.73393	9.36833	7.22E+00	29.9274	0.00E+00								
cast29	13	19.049	9.7179	32.4826	93.51004	9.37215	4.53E+00	29.9269	0.00E+00								
cast29	14	20.499	9.6661	32.4148	93.26827	9.3817	2.99E+00	29.9581	0.00E+00								
cast29	15	21.921	9.6454	32.3351	92.48025	9.38902	2.26E+00	29.9849	0.00E+00								
cast29	16	23.262	9.6258	32.3874	91.20485	9.39272	1.89E+00	29.9878	0.00E+00								
cast29	17	24.634	9.6063	32.43	89.90489	9.39617	1.71E+00	30.0064	0.00E+00								
cast29	18	26.201	9.6035	32.447	89.80187	9.39774	1.62E+00	30.0348	0.00E+00								
cast29	19	27.976	9.5829	32.4076	91.10408	9.39818	1.59E+00	30.042	0.00E+00								
cast29	20	29.651	9.5114	32.4243	92.30382	9.40633	1.57E+00	30.0494	0.00E+00								
cast29	21	31.092	9.4334	32.4169	92.59083	9.41746	1.57E+00	30.0827	0.00E+00								
cast29	22	32.375	9.368	32.4487	92.26045	9.42865	1.56E+00	30.1272	0.00E+00								
cast29	23	33.612	9.3082	32.4512	91.32757	9.4375	1.56E+00	30.1905	0.00E+00								
cast29	24	34.808	9.2606	32.4568	90.09002	9.44531	1.56E+00	30.2644	0.00E+00								
cast29	25	36.133	9.2111	32.4981	88.84406	9.45233	1.55E+00	30.3476	0.00E+00								
cast29	26	37.859	9.1768	32.5894	89.08416	9.45851	1.55E+00	30.4453	0.00E+00								
cast29	27	39.852	9.1215	32.5957	91.56789	9.46435	1.56E+00	30.5066	0.00E+00								
cast29	28	41.422	9.0883	32.7034	92.45785	9.4724	1.55E+00	30.5193	0.00E+00								
cast29	29	42.644	9.0662	32.6283	91.68427	9.47613	1.55E+00	30.5257	0.00E+00								
cast29	30	43.834	9.0439	32.5947	90.18974	9.47946	1.55E+00	30.5466	0.00E+00								
cast29	31	45.011	9.0256	32.6089	88.59467	9.48278	1.55E+00	30.5693	0.00E+00								
cast29	32	46.458	8.9775	32.6188	87.87197	9.48505	1.55E+00	30.6288	0.00E+00								
cast29	33	48.482	8.9016	32.6374	90.37769	9.49469	1.55E+00	30.7519	0.00E+00								
cast29	34	50.165	8.8461	32.7097	91.73898	9.50512	1.55E+00	30.7854	0.00E+00								
cast29	35	51.453	8.8188	32.6939	91.31593	9.51131	1.55E+00	30.8028	0.00E+00								
cast29	36	52.631	8.8023	32.6725	90.07603	9.51526	1.55E+00	30.8188	0.00E+00								
cast29	37	53.82	8.7902	32.6152	88.55662	9.51769	1.55E+00	30.8365	0.00E+00								
cast29	38	55.214	8.7853	32.6635	87.6634	9.51878	1.55E+00	30.8669	0.00E+00								
cast29	39	57.074	8.7892	32.7534	89.56203	9.51701	1.55E+00	30.8956	0.00E+00								
cast29	40	58.895	8.7649	32.6996	91.54469	9.51916	1.55E+00	30.8826	0.00E+00								
cast29	41	60.248	8.7371	32.7379	91.45228	9.52386	1.55E+00	30.8875	0.00E+00								
cast29	42	61.43	8.7144	32.7797	90.65858	9.52804	1.55E+00	30.9007	0.00E+00								
cast29	43	62.521	8.6927	32.7681	89.45054	9.5315	1.55E+00	30.9174	0.00E+00								
cast29	44	63.57	8.6785	32.7426	87.72136	9.53479	1.55E+00	30.9452	0.00E+00								
cast29	45	64.528	8.6961	32.7364	83.73414	9.53001	1.56E+00	31.007	0.00E+00								
cast30	1	1.874	11.4802	31.1595	90.17594	9.15596	1.54E+02	27.5083	0.00E+00								
cast30	2	3.12	11.4016	28.6246	85.62539	9.17011	7.45E+01	27.5981	0.00E+00								
cast30	3	4.442	11.3903	30.1704	83.55656	9.1744	5.31E+01	27.7012	0.00E+00								
cast30	4	5.882	11.4513	31.7995	84.98482	9.16807	3.85E+01	27.7119	0.00E+00								
cast30	5	7.412	11.1021	32.461	88.61483	9.16338	2.79E+01	27.8096	0.00E+00								
cast30	6	8.881	10.4151	32.6161	91.38291	9.23194	2.00E+01	28.6137	0.00E+00								
cast30	7	10.278	10.0901	32.6642	92.42815	9.31191	1.42E+01	29.1794	0.00E+00								
cast30	8	11.66	9.9586	32.698	91.80979	9.34384	1.01E+01	29.4415	0.00E+00								
cast30	9	13.032	9.9028	32.6824	90.863	9.35668	7.20E+00	29.5866	0.00E+00								
cast30	10	14.551	9.901	32.7421	91.66863	9.35803	5.12E+00	29.6863	0.00E+00								
cast30	11	16.253	9.9029	32.7784	93.17688	9.35534	3.59E+00	29.7093	0.00E+00								
cast30	12	17.669	9.8958	32.774	92.99761	9.35727	2.72E+00	29.6911	0.00E+00								
cast30	13	18.953	9.8898	32.7999	92.25427	9.35917	2.18E+00	29.6807	0.00E+00								
cast30	14	20.326	9.8914	32.8179	91.76825	9.35908	1.90E+00	29.6967	0.00E+00								
cast30	15	21.98	9.9041	32.7933	92.13608	9.35651	1.76E+00	29.7155	0.00E+00								
cast30	16	23.607	9.9057	32.8552	92.55992	9.35531	1.67E+00	29.6961	0.00E+00								
cast30	17	24.934	9.8977	32.8207	92.26355	9.35726	1.62E+00	29.6814	0.00E+00								
cast30	18	26.264	9.892	32.9055	91.74667	9.35901	1.59E+00	29.679	0.00E+00								
cast30	19	27.776	9.8956	32.9566	91.89131	9.35885	1.58E+00	29.6916	0.00E+00								
cast30	20	29.36	9.9029	32.8326	92.43202	9.35723	1.57E+00	29.6946	0.00E+00								
cast30	21	30.799	9.9025	32.9069	92.17363	9.35679	1.56E+00	29.6871	0.00E+00								
cast30	22	32.164	9.901	32.926	91.725	9.35716	1.56E+00	29.6892	0.00E+00								
cast30	23	33.606	9.9023	32.9121	91.63508	9.35682	1.56E+00	29.6936	0.00E+00								
cast30	24	35.135	9.9073	32.9136	91.82557	9.35581	1.56E+00	29.7044	0.00E+00								
cast30	25	36.688	9.9057	32.934	92.14375	9.35434	1.56E+00	29.7085	0.00E+00								
cast30	26	38.107	9.8826	32.9314	91.4864	9.35566	1.56E+00	29.727	0.00E+00								
cast30	27	39.4	9.8568	32.9548	90.15663	9.35866	1.56E+00	29.7504	0.00E+00								
cast30	28	40.799	9.8307	32.9566	89.70721	9.36252	1.56E+00	29.7942	0.00E+00								
cast30	29	42.515	9.8183	32.9802	91.30457	9.36537	1.56E+00	29.8233	0.00E+00								
