Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	tran [v]	flour [v]
6	12	c	9/8/2004	4:54	-152.16667	58.89333	73	58	57.45	24.4861	31.5957	75.17622	7.1264	8.7916	4.0297	0.2487
6	12	c	9/8/2004	4:54	-152.16667	58.89333	73	59	58.44	24.4886	31.5974	75.07835	7.11828	8.784	4.0398	0.2612
6	12	c	9/8/2004	4:54	-152.16667	58.89333	73	60	59.431	24.4911	31.5993	75.02988	7.11468	8.7772	4.0379	0.2497
6	12	c	9/8/2004	4:54	-152.16667	58.89333	73	61	60.421	24.4928	31.6005	74.83835	7.09727	8.7722	4.0419	0.2347
6	12	c	9/8/2004	4:54	-152.16667	58.89333	73	62	61.411	24.497	31.6036	74.64076	7.08023	8.7608	4.0379	0.2616
6	12	c	9/8/2004	4:54	-152.16667	58.89333	73	63	62.402	24.5008	31.6064	74.61588	7.07943	8.7502	4.034	0.2282
6	12	c	9/8/2004	4:54	-152.16667	58.89333	73	64	63.392	24.5016	31.6069	74.53149	7.0718	8.7477	4.0331	0.2249
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	1	0.991	23.676	30.9958	94.66163	8.59515	10.9029	3.7346	0.8196
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	2	1.981	23.6736	30.9953	94.68627	8.59515	10.915	3.7264	0.818
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	3	2.972	23.682	30.9917	95.03448	8.63921	10.8498	3.718	0.8408
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	4	3.963	23.684	30.9905	94.98893	8.63842	10.8325	3.7209	0.902
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	5	4.953	23.691	30.9891	94.75259	8.62585	10.7854	3.7135	0.9285
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	6	5.944	23.7076	30.9887	93.65819	8.54475	10.6862	3.7108	0.8713
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	7	6.934	23.7425	31.0047	93.05291	8.51337	10.5537	3.7304	0.9194
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	8	7.925	23.7518	31.0084	92.63135	8.48168	10.5157	3.7302	0.9146
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	9	8.916	23.7599	31.0124	92.27329	8.45419	10.4861	3.7305	0.9064
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	10	9.906	23.7683	31.0173	92.04726	8.43832	10.4586	3.7401	0.9907
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	11	10.897	23.772	31.0177	90.91639	8.33825	10.4387	3.7254	0.8977
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	12	11.888	23.8178	31.047	88.42389	8.13276	10.3007	3.7428	0.795
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	13	12.878	23.9123	31.1239	87.01082	8.03599	10.0914	3.8059	0.7024
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	14	13.869	23.938	31.1466	86.53467	7.99954	10.0425	3.8433	0.719
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	15	14.859	23.9445	31.1529	86.4092	7.9894	10.0324	3.8391	0.7279
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	16	15.85	23.947	31.1556	86.39516	7.98829	10.0306	3.8444	0.664
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	17	16.84	23.9439	31.152	86.37603	7.98635	10.0326	3.8328	0.6675
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	18	17.831	23.944	31.1524	86.39741	7.98811	10.0337	3.8585	0.6546
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	19	18.822	23.9474	31.1558	86.32945	7.9824	10.0295	3.858	0.631
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	20	19.812	23.949	31.1576	86.38251	7.98743	10.0283	3.8532	0.6632
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	21	20.803	23.9528	31.1652	86.40804	7.98713	10.0411	3.8455	0.6463
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	22	21.793	23.9589	31.1711	86.41899	7.98933	10.0327	3.8418	0.6808
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	23	22.784	23.9737	31.1844	86.10023	7.96399	10.0055	3.8493	0.6317
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	24	23.774	24.0152	31.2203	84.93561	7.86901	9.9219	3.8589	0.6308
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	25	24.765	24.0963	31.2867	83.52573	7.76638	9.7403	3.8925	0.5422
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	26	25.755	24.1872	31.3615	81.89813	7.64594	9.5367	3.9332	0.4653
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	27	26.746	24.2196	31.3875	80.7305	7.54867	9.4606	3.9683	0.4321
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	28	27.736	24.2357	31.3996	80.54292	7.53759	9.4188	3.9745	0.4249
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	29	28.727	24.257	31.4163	79.77656	7.47391	9.3659	3.9814	0.4001
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	30	29.717	24.2932	31.4453	78.92572	7.40728	9.2788	3.9948	0.3653
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	31	30.708	24.3416	31.4821	77.9386	7.33361	9.153	4.0202	0.2891
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	32	31.698	24.3622	31.4976	77.47734	7.29844	9.0985	4.0497	0.2743
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	33	32.689	24.3638	31.4988	77.32032	7.28434	9.0939	4.0552	0.2821
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	34	33.679	24.3651	31.4995	77.20411	7.27413	9.0892	4.0601	0.2886
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	35	34.67	24.367	31.5005	77.15539	7.27063	9.0822	4.0565	0.2926
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	36	35.66	24.3679	31.5013	77.22732	7.27764	9.0806	4.0614	0.2944
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	37	36.651	24.367	31.5005	77.25852	7.28024	9.0829	4.0589	0.2721
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	38	37.641	24.3659	31.4995	77.226	7.27699	9.0843	4.0595	0.2812
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	39	38.632	24.3687	31.5009	77.12926	7.2695	9.074	4.063	0.2764
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	40	39.622	24.3708	31.5027	76.98885	7.25696	9.0693	4.0628	0.2705
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	41	40.613	24.3712	31.5029	76.99423	7.25777	9.0673	4.0622	0.269
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	42	41.603	24.3722	31.5036	76.96835	7.2557	9.0649	4.0546	0.2541
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	43	42.594	24.3734	31.5044	76.98247	7.25762	9.0611	4.0552	0.2663
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	44	43.584	24.3753	31.5057	76.88862	7.2496	9.0556	4.0646	0.2635
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	45	44.574	24.3768	31.5067	76.84124	7.24582	9.0511	4.0666	0.2638
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	46	45.565	24.3906	31.5183	76.70911	7.23785	9.0203	4.0581	0.2914
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	47	46.555	24.4177	31.5421	76.61118	7.2366	8.9645	4.061	0.2717
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	48	47.546	24.4217	31.5455	76.51449	7.22872	8.9558	4.0609	0.3159
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	49	48.536	24.4166	31.5406	76.4906	7.22521	8.9649	4.0591	0.251
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	50	49.527	24.4194	31.5434	76.59845	7.236	8.9605	4.059	0.2816
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	51	50.517	24.4248	31.5485	76.67232	7.24426	8.9512	4.0527	0.2774
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	52	51.508	24.427	31.5509	76.80148	7.25664	8.9494	4.0468	0.2955
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	53	52.498	24.4282	31.5523	76.85318	7.26153	8.949	4.0408	0.3005
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	54	53.488	24.4276	31.5517	76.925	7.26819	8.9499	4.048	0.2882
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	55	54.479	24.4268	31.551	76.93695	7.26913	8.9513	4.0471	0.2847
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	56	55.469	24.433	31.5566	76.97539	7.27433	8.9401	4.0461	0.3271
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	57	56.459	24.4351	31.5583	76.94061	7.27177	8.9352	4.0434	0.3028
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	58	57.45	24.4418	31.5642	77.00178	7.27949	8.9217	4.0426	0.3147
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	59	58.44	24.4443	31.5665	77.05282	7.28507	8.9165	4.0282	0.3007
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	60	59.431	24.4473	31.5688	77.01852	7.28296	8.909	4.0369	0.3261
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	61	60.421	24.4488	31.5699	76.93046	7.27527	8.9048	4.0414	0.3258
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	62	61.411	24.45	31.5706	76.86267	7.26943	8.9011	4.0318	0.3305
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	63	62.402	24.4503	31.5708	76.83616	7.26713	8.8998	4.0339	0.3203
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	64	63.392	24.4508	31.5712	76.75021	7.25922	8.8983	4.037	0.29
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	65	64.382	24.453	31.5724	76.65105	7.25104	8.8907	4.0319	0.2753
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	66	65.373	24.4546	31.5736	76.62467	7.24927	8.8859	4.0485	0.2842
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	67	66.363	24.4552	31.5737	76.53758	7.2415	8.883	4.0481	0.3075
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	68	67.353	24.4557	31.5737	76.46058	7.23476	8.8797	4.0494	0.2945
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	69	68.343	24.4568	31.5744	76.38207	7.22789	8.8761	4.047	0.2828
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	70	69.334	24.4578	31.5753	76.30999	7.22133	8.8742	4.05	0.2756
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	71	70.324	24.4582	31.5758	76.30283	7.22059	8.8744	4.0447	0.2845
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	72	71.315	24.4587	31.5762	76.3376	7.22407	8.8732	4.0477	0.2609
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	73	72.305	24.4601	31.5768	76.14905	7.20713	8.8674	4.0478	0.2919
6	13	c	9/8/2004	5:17	-152.1867	58.86167	88	74	73.295	24.4621	31.5775	76.00119	7.1947	8.8576	4.0492	0.2399
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	1	0.991	23.798	31.0617	92.52342	8.4744	10.4864	3.7535	0.8089
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	2	1.981	23.7978	31.0621	92.55704	8.47681	10.4899	3.7539	0.8675
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	3	2.972	23.7986	31.0598	92.66984	8.49011	10.4746	3.7555	0.8226
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	4	3.963	23.8018	31.0617	92.65267	8.4903	10.4646	3.7561	0.9107
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	5	4.953	23.8062	31.0611	92.43887	8.47618	10.4354	3.7547	0.8654
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	6	5.944	23.8364	31.0701	91.83022	8.44564	10.2966	3.751	0.8912
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	7	6.935	23.871	31.085	90.75233	8.37139	10.1574	3.7377	0.9717
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	8	7.925	23.9054	31.1071	89.74657	8.29665	10.0527	3.7468	0.9862
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	9	8.916	23.9277	31.127	88.41016	8.17959	10.0112	3.7474	0.9716
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	10	9.906	23.9413	31.1411	87.5743	8.10439	9.9953	3.7965	0.9456
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	11	10.897	23.9433	31.1432	87.24751	8.07433	9.9937	3.8184	0.888
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	12	11.887	23.9435	31.1434	86.70112	8.02386	9.9931	3.8118	0.9585
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	13	12.878	23.9546	31.1547	86.05073	7.96556	9.9792	3.8288	0.711
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	14	13.869	23.9597	31.1579	85.84278	7.94897	9.9632	3.8707	0.735
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	15	14.859	23.9668	31.1606	85.86451	7.9562	9.9328	3.8799	0.6911
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	16	15.85	23.9694	31.1604	85.97999	7.96994	9.9157	3.8728	0.8241
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	17	16.84	23.9754	31.1596	86.2189	7.99929	9.8753	3.8761	0.8931
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	18	17.831	23.9875	31.1678	85.45505	7.93427	9.8397	3.8311	0.897
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	19	18.822	24.0088	31.187	84.69386	7.86948	9.8006	3.8592	0.6561
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	20	19.812	24.025	31.1968	84.18662	7.83112	9.7474	3.9093	0.6229
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	21	20.802	24.0386	31.2102	83.98479	7.81506	9.728	3.912	0.6153
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	22	21.793	24.0449	31.2242	84.07875	7.81803	9.7571	3.9257	0.6171
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	23	22.784	24.0475	31.2297	84.01049	7.80959	9.7676	3.9208	0.5643
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	24	23.774	24.0512	31.2312	83.69815	7.78319	9.7519	3.9546	0.5124
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	25	24.765	24.0565	31.2331	83.23939	7.74447	9.7285	3.9461	0.5077
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	26	25.755	24.0678	31.2391	83.06962	7.73552	9.6871	3.9616	0.4973
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	27	26.746	24.0735	31.245	82.98003	7.72811	9.68	3.9442	0.5509
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	28	27.736	24.0746	31.2449	82.97713	7.7291	9.6727	3.9357	0.5245
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	29	28.727	24.0755	31.2445	82.91708	7.72482	9.6652	3.9429	0.5607
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	30	29.717	24.0754	31.2441	82.94315	7.72744	9.6642	3.9406	0.5148
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	31	30.708	24.0779	31.2461	82.83396	7.71814	9.6585	3.952	0.4691
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	32	31.698	24.079	31.2466	82.73552	7.70968	9.6542	3.956	0.51
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	33	32.689	24.0791	31.2459	82.63945	7.70148	9.6501	3.9535	0.5448
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	34	33.679	24.0799	31.2467	82.65388	7.70298	9.6489	3.9549	0.4924
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	35	34.67	24.0823	31.2477	82.53241	7.69322	9.6395	3.9556	0.5089
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	36	35.66	24.0884	31.2525	82.23566	7.66787	9.6246	3.9538	0.508
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	37	36.651	24.0945	31.257	81.70269	7.62071	9.6085	3.9551	0.5116
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	38	37.641	24.1106	31.2698	81.30801	7.58983	9.5698	3.9509	0.4879
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	39	38.632	24.12	31.2775	81.10167	7.57386	9.5481	3.9747	0.4399
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	40	39.622	24.1273	31.2851	81.28831	7.59235	9.5397	3.9829	0.4051
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	41	40.613	24.1375	31.2985	81.46992	7.60824	9.5422	3.9983	0.3887
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	42	41.603	24.1439	31.3046	81.32263	7.59605	9.5312	4.0063	0.3718
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	43	42.594	24.151	31.3089	80.9249	7.56259	9.5081	4.0132	0.3817
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	44	43.584	24.1605	31.3165	80.48601	7.52502	9.4855	4.0271	0.33
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	45	44.574	24.178	31.3299	79.85815	7.47306	9.4413	4.0324	0.3069
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	46	45.565	24.191	31.3382	79.35599	7.43262	9.3995	4.0488	0.3016
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	47	46.555	24.1979	31.3426	78.87591	7.39109	9.3775	4.066	0.2869
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	48	47.546	24.2103	31.3527	78.49212	7.35939	9.3488	4.0685	0.269
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	49	48.536	24.2268	31.3663	77.95675	7.31468	9.3114	4.0748	0.2548
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	50	49.527	24.2353	31.3736	77.87404	7.30954	9.2934	4.0845	0.2388
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	51	50.517	24.2442	31.3813	77.85824	7.31068	9.2752	4.0885	0.2565
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	52	51.507	24.2567	31.3929	77.57865	7.28747	9.2533	4.0925	0.2352
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	53	52.498	24.2734	31.4073	77.3364	7.26981	9.218	4.0904	0.24
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	54	53.488	24.2842	31.4162	77.11635	7.2527	9.1934	4.1021	0.2192
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	55	54.478	24.2893	31.4207	77.0386	7.24682	9.1834	4.1098	0.2017
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	56	55.469	24.2927	31.4233	76.88026	7.23324	9.1745	4.1104	0.221
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	57	56.459	24.3007	31.4294	76.63465	7.21319	9.154	4.1093	0.206
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	58	57.45	24.3068	31.4344	76.57077	7.20919	9.1402	4.1119	0.2145
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	59	58.44	24.3109	31.439	76.77505	7.22883	9.1364	4.1025	0.2087
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	60	59.431	24.312	31.4399	76.80711	7.23209	9.1346	4.1059	0.2211
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	61	60.421	24.3127	31.4406	76.79438	7.23104	9.1335	4.102	0.2346
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	62	61.411	24.3142	31.442	76.66841	7.21949	9.1312	4.1051	0.2122
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	63	62.402	24.3226	31.4497	76.25399	7.18264	9.1155	4.1038	0.1919
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	64	63.392	24.3545	31.4775	75.97152	7.1654	9.0495	4.0984	0.1882
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	65	64.382	24.3594	31.4818	75.80053	7.15072	9.0393	4.1148	0.1879
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	66	65.372	24.3724	31.4914	75.41549	7.11974	9.0033	4.1149	0.1672
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	67	66.363	24.3904	31.5051	75.09819	7.09679	8.9556	4.1287	0.1574
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	68	67.353	24.3963	31.5093	75.00483	7.09035	8.9395	4.1359	0.1512
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	69	68.344	24.3974	31.5102	75.00031	7.09033	8.9367	4.1363	0.1578
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	70	69.334	24.3968	31.5097	74.9517	7.08558	8.9379	4.1396	0.1628
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	71	70.324	24.3983	31.5107	74.84844	7.07648	8.9334	4.1382	0.1568
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	72	71.315	24.4068	31.5169	74.72485	7.06837	8.9092	4.1403	0.1612
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	73	72.305	24.4117	31.5212	74.66843	7.06448	8.899	4.1403	0.1593
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	74	73.295	24.4156	31.5242	74.54037	7.05374	8.8895	4.1318	0.1441
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	75	74.285	24.4213	31.5284	74.46809	7.04922	8.8737	4.1439	0.1382
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	76	75.276	24.4238	31.5304	74.34621	7.0386	8.8674	4.1445	0.1472
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	77	76.266	24.4264	31.5324	74.31847	7.03685	8.8613	4.143	0.1416
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	78	77.257	24.4299	31.5351	74.381	7.04421	8.8515	4.1443	0.1448
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	79	78.247	24.4337	31.5382	74.32311	7.03996	8.8429	4.1475	0.1431
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	80	79.237	24.4327	31.5374	74.23532	7.03134	8.845	4.1392	0.1387
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	81	80.227	24.4365	31.5401	74.06766	7.01709	8.834	4.139	0.1314
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	82	81.217	24.4571	31.5567	73.90365	7.00882	8.7834	4.142	0.1602
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	83	82.208	24.4634	31.5621	73.8686	7.00738	8.77	4.1421	0.1391
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	84	83.198	24.4651	31.5635	73.87663	7.00866	8.7664	4.1426	0.1339
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	85	84.188	24.4685	31.5666	73.8544	7.00749	8.7596	4.1435	0.1303
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	86	85.178	24.4716	31.5692	73.78327	7.00169	8.7528	4.1413	0.1291
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	87	86.169	24.4745	31.5714	73.64798	6.98994	8.7453	4.137	0.1264
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	88	87.159	24.4844	31.5797	73.06261	6.9375	8.7231	4.1436	0.1262
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	89	88.149	24.5484	31.6318	72.55179	6.91109	8.5672	4.1449	0.1213
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	90	89.139	24.5731	31.6532	72.31451	6.89593	8.5137	4.1444	0.1203
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	91	90.129	24.5744	31.6541	72.25215	6.89052	8.51	4.142	0.1139
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	92	91.12	24.5755	31.6548	72.23194	6.88909	8.5067	4.1382	0.1282
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	93	92.11	24.5773	31.6562	72.10382	6.87759	8.5017	4.1416	0.1343
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	94	93.1	24.5814	31.6595	72.1396	6.88242	8.4917	4.1363	0.1142
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	95	94.09	24.5792	31.6577	72.07777	6.87576	8.497	4.1431	0.1114
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	96	95.08	24.5833	31.661	72.00448	6.87024	8.4867	4.1454	0.1152
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	97	96.071	24.585	31.6624	71.9775	6.86829	8.4823	4.1423	0.1173
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	98	97.061	24.5943	31.6697	71.38775	6.81538	8.4586	4.14	0.1131
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	99	98.051	24.6569	31.7215	70.76648	6.77689	8.3089	4.1342	0.1078
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	100	99.041	24.6807	31.741	70.4041	6.75039	8.2502	4.1255	0.1142
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	101	100.031	24.6917	31.75	70.23339	6.73777	8.2233	4.1162	0.1065
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	102	101.021	24.6986	31.7554	69.99337	6.71736	8.2048	4.113	0.1075
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	103	102.012	24.7133	31.767	69.67641	6.69234	8.1662	4.1017	0.1083
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	104	103.002	24.7277	31.7785	69.40872	6.67182	8.129	4.0968	0.1087
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	105	103.992	24.7466	31.7932	69.12889	6.65202	8.0782	4.0933	0.1071
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	106	104.982	24.7602	31.8043	68.87318	6.6322	8.0436	4.0893	0.1021
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	107	105.972	24.7794	31.8191	68.47004	6.60072	7.9909	4.084	0.1084
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	108	106.962	24.8109	31.8446	67.94175	6.56089	7.91	4.0784	0.1104
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	109	107.953	24.8384	31.8679	67.43605	6.52091	7.8445	4.0698	0.1001
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	110	108.943	24.8625	31.8885	67.10218	6.4961	7.7886	4.057	0.1075
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	111	109.934	24.8792	31.9035	66.7938	6.47084	7.7537	4.0452	0.0942
6	14	c	9/8/2004	5:55	-152.20667	58.83	121	110	108.938	24.8643	31.8864	67.00751	6.49063	7.7646	3.9268	0.4885
6	15	c	9/8/2004	6:22	-152.22667	58.79833	121	1	0.991	23.9256	31.1753	89.68465	8.25088	10.2523	3.7926	0.6749
6	15	c	9/8/2004	6:22	-152.22667	58.79833	121	2	1.981	23.9261	31.177	89.70612	8.25183	10.2574	3.7871	0.6911
6	15	c	9/8/2004	6:22	-152.22667	58.79833	121	3	2.972	23.9255	31.1776	89.71472	8.25147	10.2636	3.785	0.647
6	15	c	9/8/2004	6:22	-152.22667	58.79833	121	4	3.962	23.9264	31.1783	89.72006	8.25216	10.2623	3.7871	0.7133
6	15	c	9/8/2004	6:22	-152.22667	58.79833	121	5	4.953	23.9261	31.1785	89.61757	8.24238	10.2642	3.7843	0.7211
