Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	tran [v]	flour [v]
6	7	c	9/8/2004	2:13	-152.015	59.05167	202	169	167.352	25.0844	32.0603	67.1197	6.58565	7.1609	4.1197	0.0757
6	7	c	9/8/2004	2:13	-152.015	59.05167	202	170	168.341	25.0894	32.0639	67.22923	6.5988	7.1443	4.1169	0.0767
6	7	c	9/8/2004	2:13	-152.015	59.05167	202	171	169.331	25.1022	32.0757	66.96759	6.57657	7.1185	4.1196	0.0748
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	1	0.991	23.7684	31.0944	112.9327	10.26836	10.8113	3.529	1.277
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	2	1.981	23.7617	31.086	111.90732	10.1752	10.8125	3.541	1.3598
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	3	2.972	23.8214	31.0771	105.45369	9.67195	10.4186	3.4981	2.3889
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	4	3.963	23.8714	31.1059	101.65425	9.35588	10.2535	3.2908	2.2947
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	5	4.953	23.8829	31.114	99.67621	9.17982	10.2219	3.4119	2.1852
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	6	5.944	23.9094	31.1403	97.21992	8.95921	10.1859	3.4094	2.4799
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	7	6.934	23.9217	31.1516	95.99308	8.84958	10.1652	3.3571	2.9328
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	8	7.925	23.9398	31.1748	94.3486	8.69677	10.1647	3.2895	2.4504
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	9	8.916	23.9685	31.1976	91.34777	8.43136	10.0979	3.4151	2.0894
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	10	9.906	23.9999	31.2156	86.51859	8.00337	9.9922	3.5179	1.5117
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	11	10.897	24.0549	31.2595	83.66409	7.75909	9.8648	3.619	1.1673
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	12	11.888	24.0954	31.2932	81.64175	7.58486	9.7763	3.7547	0.8358
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	13	12.878	24.1285	31.3183	80.19211	7.46293	9.6923	3.8499	0.6455
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	14	13.869	24.1876	31.366	79.02456	7.37456	9.5551	3.9268	0.395
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	15	14.859	24.2158	31.3907	78.4451	7.3285	9.4991	4.0594	0.3589
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	16	15.85	24.2271	31.3993	78.1983	7.30971	9.4705	4.0741	0.2953
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	17	16.84	24.2385	31.4076	77.99054	7.29498	9.4394	4.068	0.2847
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	18	17.831	24.2507	31.4174	77.822	7.28345	9.4107	4.0741	0.2658
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	19	18.822	24.275	31.436	77.35253	7.24876	9.3483	4.0856	0.2635
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	20	19.812	24.3031	31.4576	76.96097	7.22267	9.2767	4.0949	0.2145
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	21	20.803	24.3182	31.4687	76.67514	7.20193	9.2358	4.0984	0.2198
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	22	21.793	24.3299	31.4796	76.43142	7.18195	9.2147	4.1216	0.1659
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	23	22.784	24.3445	31.4894	76.22454	7.16914	9.1707	4.1303	0.1643
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	24	23.774	24.3631	31.5038	76.02747	7.15769	9.1226	4.1358	0.1599
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	25	24.765	24.3688	31.5081	75.96074	7.1536	9.1078	4.1382	0.161
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	26	25.755	24.3703	31.5091	75.91755	7.15023	9.1031	4.1336	0.1509
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	27	26.746	24.3722	31.5105	75.95542	7.15451	9.0983	4.137	0.1491
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	28	27.736	24.3738	31.5118	76.00994	7.16019	9.0945	4.1333	0.1958
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	29	28.727	24.3751	31.5128	76.02705	7.16222	9.0917	4.129	0.1676
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	30	29.717	24.377	31.5142	76.08583	7.1685	9.0866	4.1341	0.1658
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	31	30.708	24.3806	31.5171	76.21943	7.18247	9.0773	4.1356	0.1696
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	32	31.698	24.3809	31.5173	76.26271	7.18663	9.0767	4.1191	0.1998
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	33	32.689	24.3843	31.5198	76.23717	7.18554	9.0679	4.1187	0.1988
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	34	33.679	24.3905	31.5247	76.19595	7.18394	9.0524	4.1189	0.196
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	35	34.67	24.3972	31.5301	76.18502	7.18535	9.0357	4.1112	0.1959
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	36	35.66	24.4095	31.5396	76.11397	7.18325	9.0046	4.1062	0.2007
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	37	36.651	24.4215	31.5492	76.21291	7.19692	8.9752	4.1007	0.2471
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	38	37.641	24.4245	31.5514	76.32284	7.20853	8.967	4.102	0.2319
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	39	38.632	24.4284	31.5547	76.398	7.21685	8.9586	4.0883	0.2344
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	40	39.622	24.4302	31.556	76.27815	7.20626	8.9537	4.0824	0.308
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	41	40.613	24.4335	31.5586	76.31298	7.21084	8.945	4.0881	0.2161
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	42	41.603	24.4361	31.5606	76.2736	7.20803	8.9388	4.0755	0.2539
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	43	42.593	24.4367	31.5611	76.37996	7.21831	8.9373	4.0795	0.2726
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	44	43.584	24.4378	31.562	76.51095	7.23102	8.9351	4.0732	0.2554
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	45	44.574	24.4392	31.5633	76.63234	7.24291	8.9322	4.0711	0.2695
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	46	45.565	24.4394	31.5634	76.60889	7.24083	8.9313	4.064	0.275
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	47	46.555	24.4399	31.5639	76.83539	7.26227	8.9309	4.0564	0.3109
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	48	47.546	24.4405	31.5644	76.99233	7.27728	8.9297	4.0358	0.3436
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	49	48.536	24.4408	31.5645	77.15407	7.29276	8.9285	4.0226	0.3583
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	50	49.527	24.4407	31.5644	77.2091	7.29798	8.9285	4.0167	0.3404
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	51	50.517	24.4414	31.5649	77.20613	7.29797	8.9266	4.0202	0.3679
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	52	51.507	24.4448	31.5673	77.09145	7.28865	8.9167	4.0181	0.3685
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	53	52.498	24.4518	31.572	76.74707	7.25945	8.8949	4.0141	0.3556
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	54	53.488	24.4634	31.5796	76.37105	7.22956	8.858	4.0043	0.3178
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	55	54.479	24.4687	31.5836	76.23453	7.21872	8.844	4.0113	0.3266
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	56	55.469	24.4776	31.5898	75.83031	7.18456	8.817	4.0226	0.3265
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	57	56.459	24.4927	31.5994	75.00264	7.11375	8.7669	4.0291	0.2874
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	58	57.45	24.5206	31.62	74.40819	7.06894	8.6887	4.0471	0.2507
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	59	58.44	24.5382	31.6331	73.85951	7.02404	8.6397	4.0661	0.1991
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	60	59.43	24.5491	31.6407	73.28133	6.97397	8.6065	4.0852	0.1803
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	61	60.421	24.5581	31.6468	73.03288	6.95459	8.5778	4.0951	0.1642
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	62	61.411	24.5655	31.6518	72.78243	6.93407	8.5552	4.1234	0.124
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	63	62.401	24.5672	31.653	72.8319	6.93956	8.55	4.133	0.12
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	64	63.392	24.5743	31.6579	72.95385	6.95435	8.5285	4.1375	0.1038
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	65	64.382	24.5815	31.6633	72.95222	6.95719	8.5081	4.1397	0.1127
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	66	65.373	24.5878	31.6681	72.8837	6.9531	8.4912	4.1362	0.1042
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	67	66.363	24.5903	31.6701	72.89274	6.95484	8.4851	4.1452	0.1076
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	68	67.353	24.5923	31.6714	72.76034	6.94324	8.4782	4.1438	0.1021
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	69	68.344	24.5965	31.6745	72.6974	6.93899	8.4662	4.1458	0.1056
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	70	69.334	24.6025	31.6788	72.55755	6.92813	8.4492	4.1472	0.1183
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	71	70.324	24.6089	31.6838	72.46372	6.92166	8.432	4.1458	0.1088
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	72	71.314	24.6122	31.6861	72.40541	6.91756	8.4221	4.1473	0.1356
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	73	72.305	24.6135	31.6871	72.39455	6.91702	8.4186	4.149	0.0977
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	74	73.295	24.6146	31.6879	72.36108	6.91433	8.4152	4.1479	0.1038
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	75	74.285	24.6155	31.6885	72.3169	6.91051	8.4124	4.1476	0.1024
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	76	75.276	24.6167	31.6893	72.18276	6.89831	8.4083	4.1495	0.1131
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	77	76.266	24.6218	31.6929	72.1191	6.8945	8.3928	4.1454	0.1114
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	78	77.256	24.6275	31.6968	71.95203	6.88107	8.3755	4.1468	0.1014
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	79	78.247	24.6318	31.7002	71.87101	6.87499	8.3638	4.1461	0.1067
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	80	79.237	24.6399	31.7059	71.76167	6.8681	8.3394	4.1477	0.0991
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	81	80.227	24.6486	31.7124	71.57428	6.85372	8.3149	4.1421	0.0974
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	82	81.217	24.6521	31.715	71.49474	6.84759	8.3047	4.145	0.1019
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	83	82.208	24.6531	31.7156	71.44425	6.84319	8.3017	4.1469	0.0939
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	84	83.198	24.654	31.7162	71.35209	6.83479	8.2987	4.1438	0.0923
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	85	84.188	24.6564	31.7179	71.33331	6.8341	8.2912	4.1459	0.0929
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	86	85.178	24.6578	31.7189	71.26262	6.82792	8.2871	4.1469	0.0939
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	87	86.169	24.6607	31.7209	71.15571	6.81894	8.2784	4.1453	0.0966
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	88	87.159	24.6682	31.7264	71.08067	6.81489	8.2567	4.1481	0.0916
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	89	88.149	24.6792	31.7345	70.80663	6.79329	8.2243	4.1445	0.0942
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	90	89.139	24.686	31.7398	70.70579	6.78621	8.2061	4.1432	0.0913
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	91	90.129	24.6906	31.7433	70.61353	6.77918	8.1933	4.1436	0.097
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	92	91.12	24.6944	31.746	70.56057	6.77571	8.1822	4.1414	0.094
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	93	92.11	24.6959	31.7471	70.47832	6.76847	8.1776	4.141	0.0892
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	94	93.1	24.6968	31.7467	70.50304	6.77222	8.1688	4.143	0.0962
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	95	94.09	24.7002	31.7501	70.43553	6.76632	8.164	4.1419	0.091
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	96	95.08	24.7017	31.7512	70.4005	6.76354	8.16	4.1381	0.0899
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	97	96.071	24.7034	31.7524	70.33945	6.75849	8.1544	4.1429	0.095
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	98	97.061	24.7045	31.753	70.37476	6.76248	8.1503	4.1389	0.097
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	99	98.051	24.7039	31.7517	70.35665	6.76119	8.1478	4.1417	0.0913
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	100	99.041	24.7064	31.7544	70.26047	6.75224	8.1451	4.1419	0.0881
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	101	100.031	24.7086	31.7559	70.21235	6.74867	8.1379	4.1402	0.0863
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	102	101.021	24.7146	31.7603	70.0087	6.73163	8.1202	4.1412	0.0866
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	103	102.012	24.7223	31.7657	69.94406	6.72881	8.0967	4.1416	0.0961
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	104	103.002	24.7264	31.7689	69.97781	6.7336	8.0858	4.144	0.0869
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	105	103.992	24.7274	31.7697	69.87736	6.72439	8.0826	4.1414	0.0931
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	106	104.982	24.7307	31.772	69.71408	6.7101	8.0727	4.1422	0.0876
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	107	105.972	24.7432	31.7809	69.45214	6.69041	8.0342	4.1388	0.0928
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	108	106.962	24.7545	31.7896	69.36227	6.6862	8.0028	4.1351	0.0895
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	109	107.953	24.7582	31.7923	69.27234	6.67901	7.9923	4.1361	0.0909
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	110	108.943	24.762	31.7947	69.07202	6.66164	7.9789	4.1366	0.0823
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	111	109.933	24.771	31.8011	68.96721	6.65553	7.951	4.137	0.0867
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	112	110.923	24.7807	31.8069	68.82828	6.64743	7.9145	4.1346	0.0889
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	113	111.913	24.7879	31.811	68.77558	6.64638	7.887	4.135	0.0823
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	114	112.903	24.7893	31.8113	68.75374	6.64552	7.8787	4.1312	0.0835
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	115	113.893	24.791	31.8109	68.71081	6.64365	7.8639	4.1375	0.0875
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	116	114.883	24.7938	31.8121	68.74819	6.64919	7.851	4.1367	0.0801
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	117	115.873	24.7949	31.8122	68.73662	6.64916	7.8439	4.1352	0.083
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	118	116.863	24.8014	31.8131	68.64779	6.64674	7.8032	4.1354	0.0833
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	119	117.853	24.8265	31.8279	68.24737	6.62207	7.7066	4.1327	0.0804
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	120	118.844	24.8495	31.8488	67.74687	6.5798	7.6593	4.1306	0.0787
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	121	119.834	24.8584	31.8574	67.48283	6.55611	7.644	4.1282	0.0857
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	122	120.824	24.864	31.8634	67.35028	6.5439	7.6379	4.1233	0.0872
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	123	121.814	24.8678	31.8678	67.04054	6.5139	7.636	4.1233	0.0787
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	124	122.804	24.8703	31.8709	66.96678	6.50678	7.6349	4.1156	0.0834
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	125	123.794	24.8703	31.871	66.95047	6.5051	7.6355	4.1191	0.0816
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	126	124.784	24.8703	31.8709	66.93831	6.50393	7.6354	4.1159	0.0797
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	127	125.774	24.871	31.8722	66.91917	6.50173	7.6373	4.1163	0.079
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	128	126.764	24.8711	31.8726	66.81463	6.49123	7.6395	4.1166	0.0797
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	129	127.754	24.8713	31.873	66.76031	6.48584	7.6401	4.1039	0.0795
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	130	128.744	24.8712	31.8729	66.74284	6.48416	7.64	4.1102	0.0813
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	131	129.734	24.8728	31.8744	66.56116	6.46682	7.6376	4.1076	0.0818
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	132	130.724	24.8776	31.879	66.40458	6.45266	7.6292	4.1123	0.0793
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	133	131.714	24.8811	31.8819	66.32365	6.44605	7.6199	4.1093	0.0799
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	134	132.704	24.8849	31.8848	66.10461	6.42619	7.6095	4.1056	0.0814
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	135	133.694	24.8878	31.8867	66.13925	6.43104	7.599	4.101	0.0792
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	136	134.684	24.8888	31.887	66.11305	6.42929	7.5936	4.1059	0.0774
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	137	135.674	24.8904	31.888	66.06433	6.42535	7.5879	4.098	0.0785
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	138	136.664	24.8917	31.8891	65.9621	6.41584	7.5847	4.1003	0.0758
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	139	137.654	24.8934	31.8903	65.85501	6.40612	7.5796	4.0977	0.0792
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	140	138.644	24.8948	31.8913	65.91347	6.41241	7.5753	4.0987	0.0762
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	141	139.634	24.8957	31.892	65.86182	6.40775	7.5727	4.0978	0.0755
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	142	140.624	24.8968	31.8928	65.94268	6.41601	7.5698	4.0939	0.0819
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	143	141.614	24.8978	31.8935	65.93399	6.41563	7.5664	4.0969	0.0765
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	144	142.604	24.8989	31.8941	65.89953	6.41296	7.5617	4.1021	0.0831
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	145	143.594	24.9016	31.8957	65.88021	6.41247	7.5518	4.1016	0.0798
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	146	144.584	24.904	31.8973	65.94068	6.4196	7.5431	4.1024	0.0796
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	147	145.574	24.9053	31.898	65.94069	6.42031	7.5381	4.0999	0.0787
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	148	146.564	24.907	31.8992	65.93569	6.4206	7.5325	4.1007	0.0778
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	149	147.554	24.9123	31.9022	65.95574	6.42555	7.5115	4.0952	0.0773
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	150	148.544	24.9188	31.9071	65.94593	6.4273	7.4919	4.0989	0.0767
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	151	149.534	24.9214	31.909	65.87076	6.42097	7.4847	4.1002	0.0854
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	152	150.524	24.9247	31.9122	65.94949	6.42945	7.4784	4.1018	0.0804
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	153	151.513	24.9327	31.9211	66.11645	6.44646	7.471	4.0988	0.0777
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	154	152.503	24.9793	31.9693	66.28563	6.4704	7.4079	4.0931	0.0777
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	155	153.493	25.0091	31.9977	66.3542	6.48413	7.3532	4.0895	0.0817
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	156	154.483	25.0121	32.0005	66.32173	6.4818	7.3468	4.0787	0.0791
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	157	155.473	25.0173	32.005	66.32517	6.48375	7.3348	4.0941	0.0778
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	158	156.463	25.0217	32.009	66.20728	6.47346	7.3255	4.0893	0.0771
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	159	157.453	25.0313	32.0171	66.10597	6.46678	7.3018	4.0911	0.0794
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	160	158.443	25.0348	32.0201	66.09423	6.46679	7.2932	4.0919	0.0765
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	161	159.433	25.0359	32.0209	66.09811	6.4676	7.2901	4.0932	0.08
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	162	160.423	25.0362	32.0211	66.05298	6.46335	7.289	4.0964	0.0771
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	163	161.413	25.0388	32.0232	66.08603	6.46758	7.2818	4.0946	0.0757
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	164	162.402	25.0438	32.0272	66.10937	6.47169	7.2685	4.0975	0.0754
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	165	163.392	25.0463	32.0293	66.10108	6.47166	7.2627	4.0944	0.0869
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	166	164.382	25.0465	32.0295	66.05952	6.46771	7.2619	4.0993	0.0767
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	167	165.372	25.0483	32.031	66.0428	6.46667	7.2575	4.099	0.0764
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	168	166.362	25.0501	32.0324	66.08517	6.47146	7.2529	4.0965	0.076
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	169	167.352	25.0532	32.0351	66.09731	6.47366	7.2454	4.1008	0.0781
6	8	c	9/8/2004	2:50	-152.04667	59.02	217	170	168.341	25.0563	32.0378	66.07637	6.47252	7.2385	4.1005	0.0816
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	1	0.991	24.1631	31.3776	89.89023	8.34901	9.7639	3.7388	0.9045
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	2	1.982	24.1655	31.3817	89.82709	8.34196	9.7691	3.7349	0.9252
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	3	2.972	24.2169	31.4186	89.09482	8.29797	9.6282	3.6883	0.9854
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	4	3.963	24.2437	31.435	86.96607	8.11478	9.5401	3.6845	1.0434
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	5	4.953	24.2902	31.4556	84.49749	7.9174	9.3476	3.7764	0.9281
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	6	5.944	24.3272	31.4807	81.66281	7.66968	9.2362	3.805	0.7317
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	7	6.934	24.3787	31.518	79.51919	7.49083	9.0923	3.9132	0.4928
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	8	7.925	24.4101	31.5411	78.08037	7.36855	9.0059	3.9899	0.311
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	9	8.916	24.4146	31.5443	77.82657	7.34674	8.9921	4.0426	0.304
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	10	9.906	24.4149	31.5441	77.63552	7.3291	8.9897	4.0517	0.2975
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	11	10.897	24.4153	31.5442	77.53738	7.3202	8.9875	4.05	0.3103
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	12	11.887	24.4198	31.547	76.9452	7.26662	8.9724	4.0554	0.2801
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	13	12.878	24.4324	31.5559	75.98702	7.18166	8.9358	4.073	0.2377
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	14	13.868	24.454	31.5721	75.42484	7.13719	8.8774	4.0947	0.1702
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	15	14.859	24.4647	31.581	75.47254	7.14528	8.8528	4.115	0.1854
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	16	15.85	24.4665	31.5823	75.56437	7.15477	8.8475	4.1061	0.217
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	17	16.84	24.4729	31.5875	75.71309	7.17107	8.8323	4.0917	0.2414
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	18	17.831	24.4747	31.5889	75.74758	7.17503	8.8277	4.0889	0.2204
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	19	18.822	24.4767	31.5902	75.62918	7.16475	8.8215	4.0725	0.2232
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	20	19.812	24.4784	31.5913	75.71057	7.17327	8.8162	4.0681	0.2423
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	21	20.803	24.4811	31.5936	75.76453	7.17935	8.8096	4.0647	0.2608
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	22	21.793	24.4831	31.595	75.77995	7.18168	8.8039	4.0675	0.2635
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	23	22.784	24.4838	31.5954	75.77689	7.18173	8.8016	4.0634	0.2629
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	24	23.774	24.484	31.5954	75.74649	7.17905	8.8004	4.0646	0.2614
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	25	24.765	24.4848	31.596	75.67945	7.17296	8.7986	4.0605	0.2668
6	9	c	9/8/2004	3:24	-152.07833	58.98833	125	26	25.755	24.4852	31.5963	75.71508	7.1765	8.7975	4.0531	0.2435
