Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	1	0.991	24.6544	31.4182	88.38008	8.83088	6.5629	0.4949	4.146	3.06E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	2	1.981	24.657	31.4171	88.4705	8.84563	6.5357	0.4973	4.1505	2.29E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	3	2.972	24.6606	31.4201	88.49114	8.84947	6.5264	0.5037	4.1521	2.07E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	4	3.963	24.66	31.4195	88.37219	8.83746	6.5271	0.5075	4.1513	1.85E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	5	4.953	24.6593	31.4188	88.38984	8.83909	6.528	0.5112	4.1488	1.69E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	6	5.944	24.6597	31.419	88.40896	8.84117	6.5271	0.5131	4.1512	1.50E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	7	6.934	24.6597	31.419	88.47861	8.84831	6.5263	0.5151	4.1513	1.34E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	8	7.925	24.6597	31.4189	88.44767	8.84525	6.5261	0.5193	4.1508	1.19E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	9	8.916	24.66	31.4193	88.44268	8.84467	6.5264	0.5171	4.1505	1.04E+01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	10	9.906	24.6598	31.4191	88.47891	8.8483	6.5265	0.5121	4.1498	9.34E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	11	10.897	24.6596	31.4192	88.51055	8.85088	6.5292	0.5219	4.1498	8.19E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	12	11.887	24.6597	31.4191	88.51485	8.85162	6.5278	0.5182	4.1525	7.25E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	13	12.878	24.6602	31.4195	88.5306	8.85344	6.5264	0.5139	4.1494	6.42E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	14	13.869	24.6603	31.4194	88.5415	8.85477	6.5253	0.5129	4.1519	5.68E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	15	14.859	24.6605	31.4198	88.52737	8.85321	6.5259	0.5156	4.1492	5.02E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	16	15.85	24.6602	31.4194	88.5887	8.85928	6.5263	0.5171	4.1497	4.46E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	17	16.84	24.6599	31.4191	88.61141	8.86144	6.527	0.5136	4.1469	3.95E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	18	17.831	24.6617	31.4207	88.54669	8.85573	6.5229	0.5023	4.1481	3.50E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	19	18.822	24.666	31.4246	88.42716	8.84574	6.5124	0.496	4.159	3.09E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	20	19.812	24.666	31.4245	88.37089	8.84014	6.5122	0.4925	4.1635	2.74E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	21	20.803	24.6667	31.4251	88.38481	8.84192	6.5103	0.4891	4.1664	2.44E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	22	21.793	24.667	31.4252	88.32217	8.83582	6.5094	0.4883	4.1647	2.16E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	23	22.784	24.6662	31.4247	88.32953	8.83602	6.5121	0.4914	4.1655	1.90E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	24	23.774	24.6657	31.4243	88.39662	8.84248	6.5135	0.4969	4.1647	1.70E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	25	24.765	24.6634	31.4227	88.50418	8.8517	6.5213	0.5072	4.1584	1.50E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	26	25.755	24.6626	31.4216	88.42726	8.84397	6.5217	0.5104	4.1543	1.33E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	27	26.746	24.6654	31.424	88.3912	8.84169	6.5147	0.4995	4.1539	1.18E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	28	27.736	24.6676	31.4255	88.22701	8.82688	6.5066	0.4886	4.163	1.05E+00
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	29	28.727	24.6724	31.4295	87.96833	8.80353	6.4933	0.464	4.178	9.30E-01
2	1	c	5/26/2004	21:07	-151.875	59.20333	33	30	29.717	24.6733	31.4301	87.79121	8.78644	6.49	0.4325	4.1936	8.25E-01
2	2	c	5/26/2004	20:56	-151.89	59.19	43	1	0.991	24.6623	31.4218	87.59689	8.76055	6.5235	0.4889	4.1614	3.10E+01
2	2	c	5/26/2004	20:56	-151.89	59.19	43	2	1.981	24.6636	31.4217	87.754	8.77864	6.512	0.495	4.1584	2.58E+01
2	2	c	5/26/2004	20:56	-151.89	59.19	43	3	2.972	24.6645	31.4221	87.76685	8.7808	6.5077	0.4991	4.1594	2.30E+01
2	2	c	5/26/2004	20:56	-151.89	59.19	43	4	3.963	24.6642	31.4217	87.74893	8.77909	6.5074	0.5028	4.1575	2.03E+01
2	2	c	5/26/2004	20:56	-151.89	59.19	43	5	4.953	24.6654	31.4223	87.7343	8.77869	6.5021	0.5023	4.1582	1.78E+01
2	2	c	5/26/2004	20:56	-151.89	59.19	43	6	5.944	24.6665	31.4231	87.71965	8.77802	6.498	0.511	4.1608	1.58E+01
