Latitude,Longitude,,hh,mm,ss.s,YYYY,MM,DD,Rec,Type,DstMark,Ang,DstLand,Dp,Spp  ,Numbe,Bin        ,Distance   ,Angle      ,Behavior   ,Comment1   ,Comment2   ,Scan Intvl ,OnOffSurvy ,Transect   ,Ice  ,Percn,Obsr ,Glare,Fog  ,Seas ,ObsCo,Wx   ,Ves  ,SryDs
58.872169,153.211502,,7,32,45.6,2021,5,1,104,USER ,0,0,,0,PALO ,1,           ,           ,           ,FLYING     ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.872169,153.211502,0,7,32,53.5,2021,5,1,105,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.87233,153.21199,2.64065E-07,7,33,13.6,2021,5,1,106,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.872837,153.21167,3.59449E-07,7,33,27.6,2021,5,1,107,USER ,0,0,,0,     ,     ,           ,           ,           ,           ,START TRAN ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.872997,153.211334,1.38496E-07,7,33,33.5,2021,5,1,108,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.873333,153.209671,2.87847E-06,7,33,51.5,2021,5,1,109,USER ,0,0,,0,PALO ,2,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.873501,153.20932,1.51425E-07,7,33,53.5,2021,5,1,110,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.873665,153.208832,2.6504E-07,7,33,59.6,2021,5,1,111,USER ,0,0,,0,PIGU ,1,           ,           ,           ,FLYING     ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.873837,153.207504,1.79317E-06,7,34,13.6,2021,5,1,112,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.874332,153.205505,4.24103E-06,7,34,33.6,2021,5,1,113,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.874836,153.203659,3.66173E-06,7,34,53.6,2021,5,1,114,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.875164,153.202667,1.09165E-06,7,35,3.6,2021,5,1,115,USER ,0,0,,0,COLO ,1,           ,           ,           ,SCAN       ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.875332,153.20166,1.04227E-06,7,35,13.6,2021,5,1,116,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.875832,153.199844,3.54786E-06,7,35,33.6,2021,5,1,117,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.876163,153.19783,4.16576E-06,7,35,53.5,2021,5,1,118,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.876667,153.195831,4.25002E-06,7,36,13.6,2021,5,1,119,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.877335,153.194168,3.21179E-06,7,36,33.6,2021,5,1,120,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.87767,153.192841,1.87315E-06,7,36,47.6,2021,5,1,121,USER ,0,0,,0,GWGU ,2,           ,           ,           ,FLYING     ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.877831,153.192337,2.79937E-07,7,36,53.5,2021,5,1,122,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.878166,153.190338,4.10823E-06,7,37,13.5,2021,5,1,123,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.878338,153.188171,4.72547E-06,7,37,33.6,2021,5,1,124,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.878498,153.186325,3.43332E-06,7,37,53.6,2021,5,1,125,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879005,153.185165,1.60265E-06,7,38,13.5,2021,5,1,126,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879166,153.184998,5.381E-08,7,38,17.5,2021,5,1,127,USER ,0,0,,0,     ,     ,           ,           ,           ,           ,END TRAN   ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879501,153.184509,3.51346E-07,7,38,33.5,2021,5,1,128,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879662,153.184509,2.5921E-08,7,38,53.6,2021,5,1,129,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,5.265E-08,7,39,13.5,2021,5,1,130,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,39,33.6,2021,5,1,131,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,39,53.6,2021,5,1,132,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,40,13.6,2021,5,1,133,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,40,33.6,2021,5,1,134,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,40,55.5,2021,5,1,135,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,41,7.5,2021,5,1,136,USER ,0,0,,0,PALO ,4,           ,           ,           ,FLYING     ,ON STATION ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,41,15.5,2021,5,1,137,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,41,35.5,2021,5,1,138,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,41,55.6,2021,5,1,139,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,2.3409E-08,7,42,15.6,2021,5,1,140,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,42,35.6,2021,5,1,141,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,42,55.5,2021,5,1,142,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,43,7.6,2021,5,1,143,USER ,0,0,,0,PECO ,18,           ,           ,           ,FLYING     ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,43,15.5,2021,5,1,144,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,43,35.6,2021,5,1,145,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,43,55.6,2021,5,1,146,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,44,15.6,2021,5,1,147,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,44,35.5,2021,5,1,148,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,44,55.5,2021,5,1,149,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,45,15.6,2021,5,1,150,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,45,35.5,2021,5,1,151,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,45,55.5,2021,5,1,152,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,46,15.6,2021,5,1,153,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,46,35.5,2021,5,1,154,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184509,0,7,46,55.6,2021,5,1,155,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,2.3409E-08,7,47,15.5,2021,5,1,156,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,47,33.6,2021,5,1,157,USER ,0,0,,0,PALO ,3,           ,           ,           ,FLYING     ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,47,35.5,2021,5,1,158,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,47,55.6,2021,5,1,159,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,48,15.6,2021,5,1,160,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,48,35.6,2021,5,1,161,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,48,56.5,2021,5,1,162,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879662,153.184662,2.9241E-08,7,49,15.6,2021,5,1,163,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879662,153.184662,0,7,49,35.6,2021,5,1,164,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879662,153.184662,0,7,49,55.6,2021,5,1,165,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879662,153.184662,0,7,50,15.6,2021,5,1,166,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879662,153.184662,0,7,50,35.6,2021,5,1,167,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879662,153.184662,0,7,50,57.5,2021,5,1,168,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,2.9241E-08,7,51,15.5,2021,5,1,169,USER ,0,0,,0,PALO ,1,           ,           ,           ,FLYING     ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184662,0,7,51,17.5,2021,5,1,170,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.879833,153.184326,1.12896E-07,7,51,23.5,2021,5,1,171,USER ,0,0,,0,     ,     ,           ,           ,           ,           ,START TRAN ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.880169,153.183502,7.91872E-07,7,51,37.5,2021,5,1,172,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.880665,153.181488,4.30221E-06,7,51,57.5,2021,5,1,173,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.880997,153.179489,4.10623E-06,7,52,17.6,2021,5,1,174,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.881332,153.177505,4.04848E-06,7,52,37.6,2021,5,1,175,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.881836,153.175507,4.24602E-06,7,52,57.5,2021,5,1,176,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,3,N    ,0,EXLNT,0,SPIRI,300
58.882,153.174835,4.7848E-07,7,53,5.5,2021,5,1,177,USER ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.882332,153.173508,1.87115E-06,7,53,17.5,2021,5,1,178,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.882668,153.171661,3.5243E-06,7,53,37.6,2021,5,1,179,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.883171,153.169662,4.24901E-06,7,53,57.5,2021,5,1,180,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.883831,153.167831,3.78816E-06,7,54,17.5,2021,5,1,181,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.884335,153.166,3.60658E-06,7,54,37.6,2021,5,1,182,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.88483,153.164001,4.24103E-06,7,54,57.5,2021,5,1,183,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.885498,153.16217,3.79879E-06,7,55,17.5,2021,5,1,184,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886002,153.160492,3.0697E-06,7,55,37.6,2021,5,1,185,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.158844,2.82813E-06,7,55,57.5,2021,5,1,186,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,YES        ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.158173,4.50241E-07,7,56,5.5,2021,5,1,187,USER ,0,0,,0,     ,     ,           ,           ,           ,           ,END TRAN   ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.157822,1.48801E-07,7,56,17.6,2021,5,1,188,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.157501,1.32625E-07,7,56,37.6,2021,5,1,189,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.157333,2.8224E-08,7,56,57.6,2021,5,1,190,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.157333,0,7,57,17.5,2021,5,1,191,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.157166,2.7889E-08,7,57,37.5,2021,5,1,192,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.157166,0,7,57,57.5,2021,5,1,193,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.157166,0,7,58,17.5,2021,5,1,194,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.156998,2.8224E-08,7,58,37.6,2021,5,1,195,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.156998,0,7,58,57.5,2021,5,1,196,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.15683,2.8224E-08,7,59,17.6,2021,5,1,197,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.15683,0,7,59,37.5,2021,5,1,198,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.156677,2.3409E-08,7,59,57.5,2021,5,1,199,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.156677,0,8,0,17.5,2021,5,1,200,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886669,153.156677,0,8,0,37.5,2021,5,1,201,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156494,6.3073E-08,8,0,57.5,2021,5,1,202,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156326,2.8224E-08,8,1,17.6,2021,5,1,203,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156326,0,8,1,39.5,2021,5,1,204,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156326,0,8,1,59.5,2021,5,1,205,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156326,0,8,2,19.5,2021,5,1,206,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156174,2.3104E-08,8,2,39.5,2021,5,1,207,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156174,0,8,2,59.5,2021,5,1,208,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156174,0,8,3,19.6,2021,5,1,209,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156174,0,8,3,39.5,2021,5,1,210,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156006,2.8224E-08,8,3,59.5,2021,5,1,211,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156006,0,8,4,19.5,2021,5,1,212,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156006,0,8,4,35.5,2021,5,1,213,USER ,0,0,,0,UNCO ,2,           ,           ,           ,FLYING     ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886497,153.156006,0,8,4,39.5,2021,5,1,214,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.156006,2.56E-08,8,4,59.6,2021,5,1,215,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.155823,3.3489E-08,8,5,19.5,2021,5,1,216,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.155823,0,8,5,41.7,2021,5,1,217,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.15567,2.3409E-08,8,6,1.5,2021,5,1,218,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.15567,0,8,6,21.5,2021,5,1,219,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
58.886337,153.155502,2.8224E-08,8,6,41.5,2021,5,1,220,GPS  ,0,0,,0,     ,     ,           ,           ,           ,           ,           ,           ,60,NO         ,T6         ,NONE ,0,MREN ,2,N    ,0,EXLNT,0,SPIRI,300
