Cruise	Station	Type	mon/day/yr	hh:mm	Lon (°E)	Lat (°N)	Bot. Depth [m]	Pressure 	Temp [c]	PAR	Flourometer [v]	Transmissometer [v]	Oxygen [v]	Depth [m]	Salinity [PSU]	Density [sigma]	Oxygen [mg/l]	Oxygen [% sat]
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	2	9.8429	1.33E+02	0.5499	4.0679	3.7153	1.981	31.0558	23.8993	10.01843	107.83115
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	3	9.8407	1.08E+02	0.5412	4.07	3.7881	2.972	31.0632	23.9054	10.25184	110.3449
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	4	9.8397	9.26E+01	0.5622	4.0692	3.7921	3.962	31.0846	23.9223	10.26507	110.50012
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	5	9.8399	7.52E+01	0.6162	4.0689	3.792	4.953	31.0878	23.9248	10.26561	110.50862
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	6	9.8403	6.36E+01	0.5526	4.0791	3.7935	5.944	31.0877	23.9247	10.2718	110.57611
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	7	9.8372	5.19E+01	0.5647	4.0745	3.7938	6.934	31.0905	23.9274	10.27468	110.60155
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	8	9.8354	4.42E+01	0.5649	4.0777	3.7916	7.925	31.0924	23.9292	10.26942	110.54178
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	9	9.8379	3.68E+01	0.5867	4.0807	3.7914	8.915	31.0903	23.9272	10.26976	110.5502
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	10	9.8361	3.10E+01	0.5695	4.0741	3.7909	9.906	31.0922	23.929	10.26987	110.54812
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	11	9.8356	2.63E+01	0.5631	4.0771	3.7878	10.896	31.0924	23.9292	10.26132	110.4552
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	12	9.8359	2.20E+01	0.5865	4.0733	3.7886	11.887	31.0919	23.9288	10.26531	110.49853
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	13	9.8333	1.94E+01	0.5793	4.073	3.7884	12.878	31.0937	23.9306	10.26637	110.50479
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	14	9.833	1.64E+01	0.5587	4.079	3.7889	13.868	31.0938	23.9308	10.26954	110.53833
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	15	9.8333	1.41E+01	0.5619	4.0778	3.79	14.859	31.094	23.9309	10.27424	110.58965
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	16	9.8332	1.19E+01	0.5459	4.0749	3.7898	15.849	31.094	23.9309	10.27487	110.59612
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	17	9.8334	9.67E+00	0.5374	4.071	3.7864	16.84	31.0942	23.931	10.26552	110.49625
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	18	9.8337	8.39E+00	0.5428	4.0685	3.7856	17.83	31.0938	23.9307	10.2644	110.48464
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	19	9.8341	6.87E+00	0.5304	4.0764	3.7841	18.821	31.0944	23.9311	10.26073	110.44652
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	20	9.8342	5.83E+00	0.5466	4.0709	3.7856	19.811	31.0935	23.9304	10.26688	110.51213
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	21	9.8344	4.94E+00	0.5359	4.072	3.7849	20.802	31.0934	23.9303	10.26607	110.50409
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	22	9.8349	4.13E+00	0.5417	4.0788	3.7824	21.792	31.093	23.93	10.25919	110.43091
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	23	9.8359	3.47E+00	0.5356	4.0791	3.7806	22.783	31.0926	23.9295	10.25464	110.38412
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	24	9.8379	2.91E+00	0.5263	4.0776	3.7829	23.773	31.0915	23.9283	10.26308	110.47918
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	25	9.8383	2.44E+00	0.5589	4.0747	3.7835	24.764	31.0908	23.9278	10.26628	110.51407
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	26	9.8383	2.04E+00	0.5452	4.0664	3.7828	25.754	31.091	23.928	10.26561	110.50694
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	27	9.839	1.75E+00	0.5589	4.0765	3.7815	26.745	31.0904	23.9274	10.26263	110.47613
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	28	9.8388	1.47E+00	0.5399	4.0673	3.7824	27.735	31.0912	23.928	10.2669	110.52226
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	29	9.8382	1.22E+00	0.541	4.0775	3.7829	28.726	31.0913	23.9282	10.27008	110.55499
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	30	9.8377	1.04E+00	0.5534	4.0729	3.7818	29.716	31.0925	23.9293	10.26785	110.53071
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	31	9.8378	8.73E-01	0.522	4.0659	3.7801	30.706	31.0918	23.9287	10.26382	110.48684
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	32	9.8384	7.37E-01	0.5084	4.0759	3.7801	31.697	31.0918	23.9287	10.26506	110.50188
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	33	9.8349	6.20E-01	0.5086	4.0751	3.7808	32.688	31.0938	23.9308	10.26958	110.54321
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	34	9.8331	5.27E-01	0.5281	4.0723	3.7799	33.678	31.0954	23.9324	10.26808	110.52372
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	35	9.8322	4.45E-01	0.5154	4.0736	3.7782	34.669	31.0955	23.9326	10.26417	110.47962
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	36	9.8317	3.77E-01	0.5102	4.077	3.7773	35.659	31.096	23.9331	10.26304	110.46645
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	37	9.8314	3.18E-01	0.5097	4.0747	3.7776	36.65	31.0964	23.9334	10.26535	110.49096
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	38	9.8311	2.71E-01	0.5097	4.07	3.7788	37.64	31.0963	23.9334	10.27075	110.54823
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	39	9.8309	2.33E-01	0.5013	4.0743	3.7753	38.63	31.0966	23.9338	10.26067	110.43948
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	40	9.8317	1.99E-01	0.5048	4.0802	3.7738	39.621	31.0957	23.9329	10.25709	110.40224
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	41	9.8311	1.71E-01	0.5142	4.0736	3.7712	40.611	31.0958	23.9331	10.25033	110.32815
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	42	9.8309	1.46E-01	0.5041	4.0783	3.7736	41.602	31.0962	23.9335	10.25936	110.42507
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	43	9.8309	1.29E-01	0.4888	4.0709	3.7735	42.592	31.0957	23.9331	10.26045	110.43647
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	44	9.8317	1.14E-01	0.5018	4.0709	3.7737	43.582	31.0945	23.932	10.26242	110.45887
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	45	9.8326	9.99E-02	0.4844	4.0704	3.7719	44.573	31.0936	23.9312	10.25791	110.41189
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	46	9.8326	9.06E-02	0.4896	4.066	3.7712	45.563	31.093	23.9308	10.25716	110.40336
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	47	9.8329	8.16E-02	0.4993	4.0707	3.7695	46.554	31.0923	23.9302	10.25306	110.35952
1	4	C	7/1/2005	14:15	-152.151667	59.825	48	48	9.8338	7.25E-02	0.4863	4.0713	3.7676	47.544	31.0899	23.9282	10.24826	110.30826
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	1	9.6696	2.40E+02	0.4661	4.1308	3.4153	0.991	31.3039	24.1206	9.07809	97.48979
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	2	9.6004	1.97E+02	0.4576	4.0395	3.4766	1.981	31.1336	23.9988	9.30003	99.60313
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	3	9.4989	1.46E+02	0.4927	3.992	3.6844	2.972	31.109	23.9956	9.99046	106.74714
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	4	9.4957	1.28E+02	0.4742	4.0044	3.6774	3.963	31.1116	23.9982	9.96967	106.51869
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	5	9.4973	1.11E+02	0.4813	3.9961	3.6793	4.953	31.1113	23.9977	9.97683	106.59882
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	6	9.4906	9.45E+01	0.5401	4.0007	3.6774	5.944	31.1127	23.9999	9.97332	106.54619
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	7	9.48	7.92E+01	0.5389	3.9895	3.6772	6.934	31.1164	24.0045	9.97628	106.55509
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	8	9.4808	6.41E+01	0.5029	3.979	3.6776	7.925	31.1157	24.0039	9.97864	106.5817
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	9	9.4797	5.31E+01	0.611	3.9901	3.6764	8.915	31.1164	24.0045	9.97639	106.55546
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	10	9.4881	4.33E+01	0.6131	4.004	3.6757	9.906	31.1141	24.0014	9.97387	106.54712
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	11	9.4816	3.62E+01	0.596	4.0038	3.6738	10.896	31.1153	24.0034	9.97042	106.49544
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	12	9.4592	2.91E+01	0.6946	3.9889	3.6732	11.887	31.1237	24.0135	9.97403	106.48659
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	13	9.4739	2.40E+01	0.6252	3.9879	3.67	12.877	31.1186	24.0073	9.96232	106.3929
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	14	9.4538	1.98E+01	0.5498	3.9874	3.6629	13.868	31.1227	24.0136	9.94462	106.15881
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	15	9.4131	1.58E+01	0.6351	3.9454	3.6548	14.859	31.1322	24.0275	9.92804	105.89203
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	16	9.407	1.24E+01	0.8998	3.9132	3.6511	15.849	31.1349	24.0305	9.91841	105.77652
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	17	9.4108	9.83E+00	0.6959	3.9077	3.6524	16.84	31.1337	24.0291	9.92324	105.83626
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	18	9.4112	7.75E+00	0.665	3.8893	3.653	17.83	31.1338	24.029	9.92634	105.87037
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	19	9.4168	6.17E+00	0.6023	3.9278	3.6519	18.821	31.1327	24.0273	9.92299	105.847
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	20	9.4076	4.86E+00	0.644	3.878	3.6489	19.811	31.134	24.0298	9.91654	105.75739
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	21	9.3995	3.79E+00	0.7042	3.8956	3.6485	20.802	31.1371	24.0335	9.9183	105.75901
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	22	9.4025	2.94E+00	0.7029	3.8964	3.6483	21.792	31.1363	24.0324	9.91824	105.7651
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	23	9.3994	2.31E+00	0.6638	3.8926	3.6442	22.783	31.1364	24.033	9.90701	105.63803
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	24	9.3986	1.82E+00	0.7912	3.8634	3.6421	23.773	31.1369	24.0335	9.90161	105.5789
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	25	9.3969	1.41E+00	0.7694	3.8479	3.6417	24.764	31.1376	24.0343	9.90208	105.58018
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	26	9.3965	1.07E+00	0.6684	3.7976	3.6427	25.754	31.138	24.0348	9.90687	105.63061
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	27	9.3973	8.42E-01	0.6321	3.8322	3.6432	26.745	31.1374	24.0342	9.90945	105.65977
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	28	9.3966	6.63E-01	0.7277	3.841	3.6425	27.735	31.1372	24.0341	9.9089	105.65208
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	29	9.3958	5.15E-01	0.7403	3.8638	3.6417	28.726	31.1375	24.0345	9.90775	105.63816
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	30	9.3966	4.08E-01	0.7239	3.8006	3.6401	29.716	31.137	24.034	9.9037	105.59655
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	31	9.3972	3.19E-01	0.7047	3.8317	3.6392	30.707	31.1367	24.0337	9.90193	105.57873
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	32	9.3975	2.56E-01	0.612	3.8626	3.6389	31.697	31.1361	24.0332	9.90229	105.583
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	33	9.3972	2.08E-01	0.6554	3.8817	3.6402	32.688	31.1368	24.0338	9.90793	105.64285
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	34	9.3976	1.67E-01	0.6178	3.8884	3.6397	33.678	31.1367	24.0337	9.9075	105.63917
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	35	9.3981	1.40E-01	0.5814	3.8764	3.6393	34.668	31.136	24.0331	9.90765	105.64146
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	36	9.3979	1.17E-01	0.6591	3.8394	3.6396	35.659	31.1363	24.0334	9.90992	105.66527
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	37	9.3982	9.89E-02	0.6594	3.869	3.6371	36.65	31.1365	24.0335	9.90299	105.59235
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	38	9.3983	8.74E-02	0.7563	3.8493	3.6397	37.64	31.1372	24.0341	9.91277	105.69716
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	39	9.4001	7.80E-02	0.6166	3.8412	3.6405	38.63	31.1404	24.0363	9.9161	105.73922
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	40	9.3998	7.06E-02	0.6381	3.8466	3.6384	39.621	31.1397	24.0358	9.91074	105.68081
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	41	9.4019	6.59E-02	0.6703	3.8347	3.6378	40.611	31.1422	24.0374	9.90973	105.67667
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	42	9.4044	6.18E-02	0.7134	3.8525	3.64	41.602	31.1446	24.039	9.91732	105.76526
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	43	9.4078	5.89E-02	0.703	3.8941	3.641	42.592	31.1478	24.0409	9.92098	105.81463
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	44	9.4086	5.69E-02	0.6293	3.8883	3.641	43.582	31.1485	24.0414	9.92222	105.82998
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	45	9.4092	5.52E-02	0.7245	3.8704	3.6416	44.573	31.1487	24.0414	9.9254	105.86558
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	46	9.4097	5.39E-02	0.6813	3.8763	3.6423	45.563	31.1491	24.0417	9.92864	105.90177
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	47	9.4088	5.30E-02	0.6059	3.9104	3.6418	46.553	31.1487	24.0416	9.92876	105.90048
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	48	9.4095	5.22E-02	0.6306	3.8564	3.6415	47.544	31.1493	24.0419	9.92887	105.90382
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	49	9.4097	5.15E-02	0.6524	3.8914	3.6401	48.534	31.149	24.0416	9.9257	105.87003
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	50	9.4095	5.12E-02	0.6881	3.8806	3.6397	49.525	31.1487	24.0414	9.92559	105.86838
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	51	9.409	5.07E-02	0.6319	3.8586	3.6405	50.515	31.1486	24.0415	9.92972	105.91111
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	52	9.4083	5.04E-02	0.637	3.8924	3.64	51.505	31.1479	24.0411	9.92977	105.90945
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	53	9.4082	5.03E-02	0.5535	3.8967	3.639	52.496	31.1478	24.041	9.92783	105.88863
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	54	9.4085	5.01E-02	0.6549	3.861	3.6386	53.486	31.1478	24.041	9.92767	105.88761
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	55	9.4087	4.99E-02	0.6637	3.8654	3.6392	54.476	31.1473	24.0406	9.93119	105.92512
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	56	9.4084	4.99E-02	0.6271	3.8912	3.638	55.467	31.1469	24.0404	9.92861	105.89664
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	57	9.4066	4.98E-02	0.5789	3.8925	3.6357	56.457	31.1454	24.0394	9.92287	105.83028
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	58	9.4045	4.97E-02	0.7462	3.8832	3.6358	57.447	31.1442	24.0389	9.92519	105.84926
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	59	9.4048	4.97E-02	0.6927	3.8697	3.6359	58.437	31.1442	24.0389	9.92688	105.86782
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	60	9.4073	4.97E-02	0.6098	3.8463	3.6347	59.428	31.1462	24.04	9.92357	105.83993
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	61	9.4098	4.97E-02	0.7192	3.8723	3.6344	60.418	31.1477	24.0408	9.92344	105.84548
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	62	9.4114	4.97E-02	0.7574	3.808	3.6335	61.409	31.1475	24.0405	9.92142	105.82748
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	63	9.4115	4.96E-02	0.7201	3.7979	3.6321	62.399	31.147	24.04	9.91807	105.79181
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	64	9.4116	4.96E-02	0.9164	3.7132	3.6322	63.389	31.1461	24.0394	9.9199	105.81088
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	65	9.4118	4.97E-02	0.8869	3.7574	3.6336	64.38	31.1461	24.0393	9.92583	105.87452
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	66	9.412	4.96E-02	0.9747	3.6398	3.6333	65.37	31.1451	24.0386	9.92619	105.87816
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	67	9.4121	4.96E-02	0.9159	3.6365	3.6304	66.36	31.1456	24.0389	9.91794	105.79093
1	5	C	7/1/2005	15:36	-152.225	59.836667	68	68	9.4122	4.96E-02	1.2676	3.4922	3.6282	67.35	31.1448	24.0384	9.91226	105.72982
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	1	11.7401	2.58E+02	0.3171	3.0974	3.5587	0.99	27.9317	21.1521	9.3286	102.62723
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	2	11.6514	1.70E+02	0.3208	3.0837	3.5577	1.981	27.9245	21.1619	9.34432	102.59803
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	3	11.5862	1.45E+02	0.3486	3.0443	3.5529	2.972	27.9412	21.1861	9.34213	102.44001
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	4	11.4508	1.06E+02	0.4037	3.0495	3.5451	3.962	28.0984	21.3313	9.33585	102.17168
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	5	11.2277	7.71E+01	0.4238	3.0575	3.5411	4.953	28.3787	21.587	9.35126	102.0243
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	6	10.8821	5.41E+01	0.3789	3.142	3.5497	5.943	28.9031	22.0526	9.41635	102.299
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	7	10.7402	4.14E+01	0.3671	3.2458	3.5519	6.934	29.0998	22.2291	9.44113	102.37649
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	8	10.5548	3.01E+01	0.335	3.3443	3.5495	7.925	29.3768	22.4753	9.45503	102.28899
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	9	10.2551	2.48E+01	0.316	3.4444	3.5603	8.915	29.7899	22.846	9.52563	102.64113
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	10	10.0892	2.05E+01	0.304	3.6114	3.5689	9.906	29.9963	23.0337	9.57554	102.93561
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	11	10.0101	1.68E+01	0.2946	3.6889	3.5746	10.896	30.0945	23.123	9.60505	103.13623
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	12	9.9647	1.43E+01	0.2983	3.7207	3.5777	11.887	30.159	23.1806	9.62154	103.25147
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	13	9.9466	1.24E+01	0.29	3.7463	3.5818	12.877	30.1961	23.2124	9.63741	103.40454
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	14	9.891	1.01E+01	0.2988	3.7939	3.5881	13.868	30.3032	23.3048	9.66389	103.63097
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	15	9.7828	7.99E+00	0.3105	3.8779	3.6022	14.858	30.4945	23.4713	9.72106	104.12004
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	16	9.7499	6.79E+00	0.3238	3.9167	3.6063	15.849	30.5422	23.5137	9.73941	104.27188
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	17	9.7339	5.57E+00	0.3419	3.942	3.6117	16.84	30.5678	23.5363	9.75987	104.47065
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	18	9.6994	4.50E+00	0.3653	3.9449	3.6177	17.83	30.635	23.5942	9.78345	104.68712
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	19	9.6682	3.68E+00	0.3747	3.9633	3.6216	18.821	30.6953	23.6462	9.80002	104.83193
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	20	9.6108	3.06E+00	0.4075	3.9695	3.627	19.811	30.8128	23.747	9.82351	105.02713
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	21	9.5392	2.47E+00	0.4656	3.9997	3.6412	20.801	30.9363	23.8547	9.87784	105.52219
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	22	9.5148	2.08E+00	0.4713	4.0101	3.6462	21.793	30.9711	23.8858	9.89819	105.70542
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	23	9.4691	1.60E+00	0.5429	4.0194	3.652	22.783	31.0327	23.9411	9.92419	105.91621
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	24	9.3713	1.35E+00	0.5271	4.0434	3.6574	23.773	31.1271	24.0301	9.9576	106.10421
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	25	9.3623	1.09E+00	0.5187	4.0372	3.6605	24.763	31.133	24.0362	9.9705	106.22438
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	26	9.3547	9.42E-01	0.5353	4.0416	3.6629	25.754	31.1391	24.0422	9.98088	106.32089
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	27	9.3385	7.77E-01	0.5344	4.0521	3.6645	26.745	31.1509	24.0539	9.99007	106.38825
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	28	9.3361	6.56E-01	0.5752	4.0436	3.6643	27.735	31.1524	24.0555	9.99139	106.39753
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	29	9.3321	5.57E-01	0.5479	4.054	3.6625	28.726	31.1546	24.0578	9.98756	106.34864
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	30	9.3292	4.72E-01	0.5294	4.0659	3.6645	29.716	31.1555	24.059	9.99596	106.43192
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	31	9.3228	4.04E-01	0.5458	4.055	3.6635	30.707	31.1602	24.0637	9.99492	106.40861
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	32	9.3221	3.42E-01	0.5166	4.0513	3.6619	31.697	31.1605	24.064	9.99137	106.36946
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	33	9.3226	2.96E-01	0.4875	4.0535	3.6615	32.688	31.1595	24.0632	9.99134	106.36959
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	34	9.3238	2.55E-01	0.5702	4.0459	3.6579	33.678	31.1585	24.0622	9.9809	106.2607
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	35	9.3248	2.24E-01	0.5791	4.0506	3.6591	34.668	31.1583	24.062	9.98576	106.31451
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	36	9.3164	1.96E-01	0.535	4.0562	3.6577	35.659	31.1638	24.0676	9.98428	106.28265
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	37	9.303	1.77E-01	0.5235	4.0513	3.6564	36.649	31.1737	24.0774	9.98352	106.2493
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	38	9.2966	1.57E-01	0.5278	4.0588	3.6555	37.64	31.1787	24.0824	9.98295	106.23141
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	39	9.2834	1.42E-01	0.5309	4.0617	3.6564	38.63	31.1877	24.0914	9.98945	106.27523
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	40	9.2759	1.26E-01	0.535	4.0692	3.6569	39.621	31.1929	24.0966	9.99379	106.30701
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	41	9.2611	1.14E-01	0.5262	4.0575	3.6568	40.611	31.2039	24.1076	9.99714	106.31468
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	42	9.2504	1.03E-01	0.5149	4.0564	3.6571	41.601	31.2128	24.1162	10.0013	106.33952
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	43	9.2507	9.40E-02	0.5393	4.0489	3.6576	42.592	31.2125	24.1159	10.00409	106.36971
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	44	9.253	8.84E-02	0.5045	4.0627	3.6566	43.582	31.2099	24.1135	10.00196	106.35057
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	45	9.2437	8.31E-02	0.5322	4.0525	3.6573	44.573	31.2183	24.1216	10.00717	106.38953
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	46	9.2409	7.98E-02	0.5301	4.0443	3.6545	45.563	31.2206	24.1238	9.99981	106.30617
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	47	9.2418	7.73E-02	0.4867	4.0394	3.6538	46.553	31.2205	24.1237	9.99884	106.29797
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	48	9.2423	7.58E-02	0.5046	4.0523	3.6544	47.544	31.2201	24.1233	10.00179	106.33032
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	49	9.2419	7.46E-02	0.525	4.0529	3.6549	48.534	31.2219	24.1248	10.005	106.36456
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	50	9.2424	7.27E-02	0.5507	4.0404	3.6549	49.525	31.2233	24.1258	10.00613	106.37884
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	51	9.2423	7.06E-02	0.5417	4.044	3.6566	50.515	31.2234	24.1259	10.01284	106.44994
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	52	9.2426	6.86E-02	0.5259	4.0377	3.6567	51.505	31.2237	24.1261	10.01467	106.47025
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	53	9.2427	6.71E-02	0.5478	4.0321	3.652	52.495	31.2233	24.1258	10.00041	106.31879
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	54	9.2428	6.53E-02	0.531	4.0348	3.6554	53.486	31.2237	24.1261	10.01296	106.45267
1	6	C	7/1/2005	16:57	-152.293333	59.85	88	55	9.2412	6.40E-02	0.5931	4.0344	3.6536	54.476	31.2242	24.1268	10.00865	106.40336
