Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	1	0.991	24.3498	30.5007	86.6333	9.67759	2.2736	0.5638	0.095	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	2	1.981	24.3336	30.479	76.14191	8.51078	2.2572	0.1144	0.1108	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	3	2.972	24.3321	30.4773	83.81979	9.3684	2.2584	0.2338	0.1005	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	4	3.963	24.3316	30.4767	83.95986	9.38405	2.2586	0.2307	0.1047	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	5	4.953	24.3322	30.4775	83.96822	9.38467	2.2597	0.234	0.0951	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	6	5.944	24.3324	30.4777	83.97344	9.38518	2.2599	0.2335	0.0903	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	7	6.934	24.3324	30.4777	83.98716	9.38686	2.2593	0.2327	0.0939	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	8	7.925	24.3325	30.4777	83.9654	9.38437	2.2595	0.2302	0.0947	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	9	8.916	24.3324	30.4777	83.92809	9.38013	2.2599	0.2321	0.0989	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	10	9.906	24.3324	30.4776	83.90374	9.37749	2.2595	0.2308	0.0951	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	11	10.897	24.3323	30.4776	83.92716	9.38018	2.2593	0.2311	0.0994	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	12	11.887	24.3325	30.4776	83.91852	9.37984	2.2566	0.2345	0.0962	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	13	12.878	24.3329	30.478	83.95216	9.38362	2.2564	0.2328	0.0982	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	14	13.869	24.3326	30.4777	83.97516	9.38621	2.2564	0.2314	0.0986	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	15	14.859	24.333	30.4781	83.94756	9.3832	2.256	0.2382	0.0942	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	16	15.85	24.3328	30.4779	83.9169	9.37982	2.2559	0.2321	0.0957	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	17	16.84	24.3331	30.4782	83.91478	9.37972	2.2552	0.2346	0.0905	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	18	17.831	24.3334	30.4783	83.94948	9.38387	2.2541	0.2323	0.0901	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	19	18.822	24.3332	30.4781	83.98069	9.38734	2.2542	0.2321	0.0939	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	20	19.812	24.3335	30.4786	83.98407	9.38768	2.2542	0.2327	0.089	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	21	20.803	24.3334	30.4784	84.00691	9.39006	2.255	0.2307	0.0863	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	22	21.793	24.3333	30.4783	83.96224	9.38524	2.2543	0.2318	0.0882	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	23	22.784	24.3338	30.4788	83.98635	9.38823	2.253	0.23	0.0905	3.63E-02
1	38	c	4/19/2004	3:34	-152.56667	60.00667	24	24	23.774	24.3336	30.4785	83.99641	9.38959	2.2521	0.235	0.085	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	2	1.981	24.359	30.5109	83.57802	9.3389	2.2599	0.2303	0.1069	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	3	2.972	24.3589	30.5108	83.78856	9.36248	2.2597	0.2339	0.0942	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	4	3.962	24.359	30.511	83.80171	9.36391	2.2599	0.2275	0.0949	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	5	4.953	24.359	30.511	83.84221	9.36845	2.2598	0.229	0.1075	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	6	5.944	24.3606	30.5128	83.83678	9.36852	2.2565	0.2287	0.0972	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	7	6.935	24.3614	30.5135	83.86968	9.37242	2.2554	0.2299	0.0996	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	8	7.925	24.3609	30.513	83.87712	9.37307	2.2563	0.2278	0.1039	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	9	8.916	24.3601	30.5121	83.84292	9.36897	2.2577	0.2275	0.1054	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	10	9.906	24.3601	30.5122	83.80885	9.36509	2.2579	0.2235	0.1033	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	11	10.897	24.3597	30.5118	83.8251	9.36678	2.2586	0.2304	0.1055	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	12	11.887	24.3602	30.5122	83.78251	9.36222	2.2576	0.2323	0.1007	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	13	12.878	24.3604	30.5125	83.79428	9.36359	2.2573	0.2282	0.1041	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	14	13.869	24.3599	30.5119	83.78736	9.36265	2.2582	0.2275	0.0951	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	15	14.859	24.3605	30.5126	83.81134	9.36551	2.2573	0.2286	0.0968	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	16	15.85	24.3606	30.5127	83.81283	9.36565	2.2573	0.2316	0.0935	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	17	16.84	24.3607	30.5128	83.83867	9.3686	2.2571	0.2296	0.1011	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	18	17.831	24.3613	30.5135	83.83513	9.36835	2.2562	0.2295	0.1026	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	19	18.822	24.3613	30.5135	83.82922	9.36763	2.2565	0.2275	0.0968	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	20	19.812	24.3606	30.5127	83.84077	9.36886	2.2569	0.2291	0.1144	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	21	20.803	24.3613	30.5135	83.8609	9.37133	2.2558	0.2289	0.1059	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	22	21.793	24.3615	30.5137	83.84584	9.3697	2.2556	0.2292	0.1099	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	23	22.784	24.3619	30.5141	83.82292	9.3673	2.2548	0.2256	0.1065	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	24	23.774	24.3623	30.5145	83.862	9.37164	2.2548	0.23	0.1087	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	25	24.765	24.3625	30.5148	83.84956	9.37027	2.2546	0.2311	0.0984	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	26	25.755	24.3629	30.5153	83.78296	9.36303	2.2537	0.2292	0.1101	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	27	26.746	24.3634	30.5158	83.80041	9.365	2.2534	0.2302	0.1003	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	28	27.736	24.3638	30.5162	83.87286	9.37322	2.2528	0.2281	0.1095	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	29	28.727	24.3635	30.516	83.85918	9.37172	2.2528	0.2277	0.1044	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	30	29.717	24.3636	30.5161	83.84782	9.3704	2.2529	0.2279	0.104	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	31	30.708	24.3635	30.5159	83.90121	9.37642	2.2528	0.2313	0.1009	3.63E-02
1	39	c	4/19/2004	3:19	-152.53667	59.99667	32	32	31.698	24.3652	30.518	83.81292	9.3667	2.2516	0.2235	0.0963	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	2	1.981	24.3937	30.5516	83.63149	9.34986	2.2284	0.2268	0.112	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	3	2.972	24.3951	30.5534	83.71692	9.3591	2.2293	0.2269	0.0994	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	4	3.963	24.3951	30.5535	83.72755	9.36027	2.2293	0.2251	0.1019	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	5	4.953	24.3951	30.5534	83.6793	9.35488	2.2293	0.226	0.1008	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	6	5.944	24.3949	30.5531	83.71135	9.35852	2.2292	0.2276	0.102	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	7	6.935	24.3946	30.5528	83.71243	9.35867	2.2292	0.2285	0.1038	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	8	7.925	24.3941	30.5521	83.74813	9.36277	2.2289	0.2261	0.1098	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	9	8.916	24.3944	30.5525	83.81649	9.37034	2.2291	0.2218	0.1103	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	10	9.906	24.3942	30.5523	83.82277	9.37107	2.229	0.2244	0.1079	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	11	10.897	24.3937	30.5517	83.78055	9.36645	2.2287	0.2274	0.1102	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	12	11.887	24.3941	30.5522	83.75956	9.36404	2.2289	0.2234	0.1105	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	13	12.878	24.3944	30.5524	83.80746	9.36935	2.229	0.225	0.1128	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	14	13.869	24.3943	30.5524	83.7961	9.36808	2.229	0.2249	0.1128	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	15	14.859	24.3942	30.5523	83.74456	9.36228	2.2292	0.227	0.1095	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	16	15.85	24.3942	30.5523	83.80304	9.3688	2.2293	0.223	0.117	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	17	16.84	24.3955	30.554	83.82586	9.37113	2.2297	0.2246	0.1084	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	18	17.831	24.3978	30.5569	83.83291	9.37141	2.2311	0.2299	0.114	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	19	18.821	24.398	30.5572	83.84834	9.37302	2.2315	0.2272	0.1108	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	20	19.812	24.3966	30.5555	83.82312	9.37048	2.2308	0.2253	0.111	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	21	20.803	24.3966	30.5554	83.83628	9.37199	2.2306	0.2226	0.114	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	22	21.793	24.3963	30.555	83.82229	9.37048	2.2305	0.2269	0.1099	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	23	22.784	24.3976	30.5567	83.86407	9.37492	2.2311	0.224	0.1177	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	24	23.774	24.3986	30.5579	83.86758	9.37503	2.2319	0.2267	0.1116	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	25	24.765	24.3994	30.559	83.85937	9.3739	2.2325	0.2272	0.112	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	26	25.755	24.4004	30.5602	83.85417	9.37312	2.233	0.2279	0.1121	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	27	26.746	24.4001	30.5599	83.8248	9.36993	2.2327	0.2275	0.1138	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	28	27.736	24.3993	30.5589	83.83267	9.37093	2.2325	0.2267	0.1066	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	29	28.727	24.3984	30.5577	83.77384	9.36456	2.2319	0.2231	0.1143	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	30	29.718	24.3982	30.5575	83.71635	9.3582	2.2317	0.224	0.1102	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	31	30.708	24.4006	30.5606	83.78166	9.36494	2.2332	0.2344	0.1162	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	32	31.698	24.4013	30.5615	83.80937	9.36784	2.2338	0.227	0.1035	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	33	32.689	24.4016	30.5618	83.81813	9.36877	2.2339	0.2252	0.1045	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	34	33.679	24.4028	30.5635	83.84981	9.37201	2.2347	0.2273	0.1073	3.63E-02
1	40	c	4/19/2004	3:04	-152.51	59.98667	35	35	34.67	24.4035	30.5644	83.84331	9.37105	2.2355	0.2259	0.1036	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	2	1.981	24.4732	30.6675	83.75774	9.31308	2.411	0.2228	0.2155	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	3	2.972	24.4737	30.6679	84.13225	9.35487	2.4103	0.2208	0.2072	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	4	3.963	24.4745	30.6689	84.08574	9.34985	2.4094	0.2249	0.2068	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	5	4.953	24.4752	30.6697	84.06924	9.34806	2.409	0.2215	0.2253	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	6	5.944	24.4747	30.6691	84.04158	9.34494	2.4093	0.2241	0.2303	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	7	6.934	24.4748	30.6692	84.07622	9.3488	2.4092	0.2244	0.2133	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	8	7.925	24.4751	30.6696	84.09998	9.35148	2.409	0.2236	0.2207	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	9	8.916	24.4742	30.6686	84.06028	9.34692	2.4099	0.2234	0.2093	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	10	9.906	24.4744	30.6688	84.03868	9.34447	2.41	0.2231	0.2101	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	11	10.897	24.4747	30.6692	84.0766	9.34859	2.4103	0.2229	0.2069	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	12	11.887	24.4741	30.6685	84.10277	9.35148	2.4106	0.2213	0.2229	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	13	12.878	24.4742	30.6686	84.08156	9.34908	2.4107	0.2193	0.2206	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	14	13.869	24.4733	30.6674	84.13264	9.35485	2.4107	0.2217	0.2185	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	15	14.859	24.474	30.6683	84.1088	9.35207	2.4109	0.2233	0.2187	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	16	15.85	24.4742	30.6686	84.16477	9.35821	2.4113	0.2209	0.2193	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	17	16.84	24.4741	30.6685	84.17602	9.35942	2.4114	0.2197	0.2214	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	18	17.831	24.4742	30.6686	84.13816	9.35522	2.4114	0.225	0.2146	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	19	18.821	24.4739	30.6682	84.09861	9.35081	2.4115	0.222	0.2235	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	20	19.812	24.4739	30.6683	84.0352	9.34375	2.4116	0.2223	0.2109	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	21	20.803	24.4739	30.6683	84.02485	9.34258	2.4116	0.2233	0.2295	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	22	21.793	24.4741	30.6685	84.03653	9.34392	2.4114	0.2194	0.2113	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	23	22.784	24.4728	30.6668	84.07537	9.34842	2.4111	0.2248	0.2174	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	24	23.774	24.4728	30.6669	84.07056	9.34786	2.4112	0.2197	0.212	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	25	24.764	24.4724	30.6663	84.07975	9.34894	2.4111	0.2234	0.2116	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	26	25.755	24.4722	30.6661	84.11582	9.35299	2.411	0.226	0.2051	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	27	26.746	24.4714	30.665	84.10162	9.35154	2.4107	0.2207	0.209	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	28	27.736	24.4717	30.6653	84.14234	9.35604	2.4108	0.2268	0.1916	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	29	28.727	24.4716	30.6652	84.18453	9.36071	2.4109	0.2248	0.204	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	30	29.717	24.471	30.6645	84.16848	9.35904	2.4106	0.2236	0.1948	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	31	30.708	24.4705	30.6637	84.20077	9.36278	2.4101	0.2212	0.1872	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	32	31.698	24.4704	30.6637	84.19415	9.36205	2.4101	0.2217	0.1806	3.63E-02
1	41	c	4/19/2004	2:49	-152.48167	59.98733	33	33	32.689	24.4707	30.6641	83.97614	9.33767	2.4106	0.2222	0.1888	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	2	1.981	24.4149	30.5812	83.41152	9.31512	2.2632	0.256	0.0873	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	3	2.972	24.4145	30.5805	83.85372	9.3653	2.26	0.2549	0.0796	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	4	3.963	24.4146	30.5806	83.82442	9.36195	2.2603	0.2549	0.0822	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	5	4.953	24.4141	30.5799	83.84198	9.36394	2.2604	0.2531	0.0815	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	6	5.944	24.4139	30.5797	83.85264	9.36515	2.2604	0.2519	0.0828	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	7	6.935	24.4136	30.5793	83.80833	9.36019	2.2605	0.2487	0.0858	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	8	7.925	24.4135	30.5792	83.82002	9.3615	2.2605	0.249	0.0885	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	9	8.916	24.4139	30.5797	83.83301	9.36292	2.2605	0.2543	0.0874	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	10	9.906	24.4133	30.5789	83.86009	9.36597	2.2606	0.2487	0.0936	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	11	10.897	24.4141	30.5799	83.87175	9.36722	2.2606	0.2506	0.0853	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	12	11.887	24.4139	30.5797	83.87709	9.36781	2.2606	0.2462	0.0917	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	13	12.878	24.4136	30.5793	83.85396	9.36524	2.2607	0.2401	0.0831	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	14	13.869	24.414	30.5799	83.8364	9.36322	2.2608	0.2426	0.0927	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	15	14.859	24.4135	30.5793	83.90949	9.37139	2.2609	0.244	0.0809	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	16	15.85	24.4142	30.5801	83.95956	9.37693	2.2609	0.2376	0.0931	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	17	16.84	24.4147	30.5807	83.91682	9.37215	2.2608	0.2358	0.0788	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	18	17.831	24.4159	30.5821	83.93366	9.37397	2.2607	0.2392	0.0891	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	19	18.822	24.4159	30.5822	83.92635	9.37316	2.2607	0.2381	0.0769	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	20	19.812	24.4156	30.5818	83.93021	9.37358	2.2608	0.2401	0.0821	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	21	20.803	24.4163	30.5827	83.90536	9.37075	2.2608	0.2423	0.0799	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	22	21.793	24.4161	30.5825	83.87277	9.367	2.2613	0.2348	0.0812	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	23	22.784	24.4161	30.5824	83.83934	9.36328	2.2613	0.2358	0.0784	3.63E-02
1	42	c	4/19/2004	2:20	-152.42167	59.95667	27	24	23.774	24.416	30.5823	83.82759	9.36197	2.2613	0.2329	0.0828	3.63E-02
