Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	0	0	22.7099	29.3198	87.44374	8.419	8.7571	0.5792	0.5395	9.64E+02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	1	0.991	22.793	29.3526	76.63025	7.44561	8.3547	0.2023	2.0977	2.84E+02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	2	1.981	22.7829	29.3156	84.5192	8.23733	8.2196	0.2798	1.8911	1.37E+02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	3	2.972	22.8502	29.3844	85.04347	8.30264	8.1239	0.293	1.7306	5.31E+01
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	4	3.963	22.8873	29.4259	84.96916	8.2994	8.0912	0.2931	1.6139	1.81E+01
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	5	4.953	22.9053	29.4459	84.98445	8.30318	8.0737	0.291	1.5502	7.13E+00
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	6	5.944	22.9278	29.4695	84.86854	8.29604	8.0452	0.2895	1.5502	2.31E+00
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	7	6.934	22.935	29.4768	84.81763	8.29272	8.0345	0.285	1.6126	8.36E-01
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	8	7.925	22.9339	29.4755	84.84638	8.29548	8.0351	0.2805	1.6206	3.29E-01
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	9	8.916	22.9372	29.4788	84.83463	8.29519	8.0297	0.2768	1.5036	1.33E-01
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	10	9.906	22.9407	29.4823	84.86304	8.29876	8.0246	0.2765	1.4733	7.03E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	11	10.897	22.9435	29.485	84.80266	8.29375	8.0191	0.2736	1.4609	5.51E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	12	11.887	22.952	29.4932	84.78764	8.29456	8.0049	0.2676	1.4391	5.01E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	13	12.878	22.9522	29.4937	84.77519	8.29315	8.0058	0.2694	1.4191	4.87E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	14	13.869	22.9518	29.4918	84.75188	8.2924	7.9983	0.2718	1.3355	4.83E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	15	14.859	22.9519	29.4918	84.80561	8.29782	7.9975	0.2723	1.2976	4.81E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	16	15.85	22.9519	29.4917	84.7871	8.29598	7.9977	0.2643	1.2978	4.81E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	17	16.84	22.9526	29.4928	84.78376	8.2955	7.9982	0.2658	1.3004	4.81E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	18	17.831	22.9547	29.4955	84.79136	8.29595	7.9989	0.2592	1.2978	4.81E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	19	18.821	22.9546	29.4954	84.78089	8.29489	7.9991	0.2626	1.3119	4.82E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	20	19.812	22.9526	29.4928	84.83108	8.29998	7.9989	0.2581	1.3437	4.82E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	21	20.803	22.9521	29.4922	84.74739	8.29182	7.999	0.2592	1.4068	4.83E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	22	21.793	22.9524	29.4925	84.7523	8.29228	7.999	0.2556	1.3997	4.83E-02
3	38	c	6/14/2004	13:24	-152.56667	60.00667	24	23	22.784	22.9507	29.4904	84.78758	8.29584	7.999	0.2556	1.3414	4.84E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	1	0.991	23.067	29.6473	83.9471	8.19643	8.046	0.2038	1.8371	2.19E+02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	2	1.981	23.0663	29.6468	84.34812	8.2351	8.0486	0.225	1.8209	7.38E+01
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	3	2.972	23.0684	29.6468	84.31439	8.2348	8.0329	0.2305	1.8274	3.03E+01
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	4	3.963	23.0705	29.647	84.3225	8.23818	8.0192	0.2325	1.7249	1.22E+01
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	5	4.953	23.0722	29.6472	84.26504	8.23469	8.0079	0.2363	1.6734	4.19E+00
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	6	5.944	23.0728	29.6478	84.33128	8.24136	8.0067	0.2353	1.7373	1.80E+00
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	7	6.934	23.0722	29.6477	84.33268	8.24073	8.0108	0.2365	1.7766	6.63E-01
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	8	7.925	23.0721	29.6476	84.38659	8.24593	8.0112	0.2309	1.7804	2.59E-01
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	9	8.916	23.0711	29.6474	84.36633	8.24272	8.0177	0.2335	1.6241	1.19E-01
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	10	9.906	23.0717	29.6473	84.38706	8.24573	8.0125	0.2258	1.7155	6.94E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	11	10.897	23.072	29.6474	84.44338	8.25153	8.011	0.2273	1.7309	5.24E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	12	11.888	23.0723	29.6476	84.47047	8.25434	8.0101	0.2255	1.6998	4.78E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	13	12.878	23.0733	29.6482	84.41295	8.2493	8.0068	0.2252	1.6707	4.59E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	14	13.869	23.0738	29.6485	84.4284	8.25124	8.0045	0.2312	1.6228	4.51E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	15	14.859	23.0739	29.6486	84.39189	8.24765	8.0046	0.2301	1.6439	4.49E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	16	15.85	23.0737	29.6485	84.32281	8.24074	8.0055	0.2321	1.6387	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	17	16.84	23.0748	29.6492	84.24474	8.23376	8.0018	0.233	1.6589	4.47E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	18	17.831	23.0769	29.651	84.3098	8.24094	7.997	0.2264	1.6321	4.47E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	19	18.821	23.0776	29.6516	84.35509	8.24564	7.9954	0.2255	1.607	4.47E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	20	19.812	23.0796	29.6534	84.34048	8.24492	7.9911	0.2252	1.5842	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	21	20.803	23.0809	29.6547	84.34334	8.24544	7.9895	0.2316	1.5492	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	22	21.793	23.0809	29.6548	84.32725	8.2439	7.9893	0.2237	1.5378	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	23	22.784	23.0808	29.6546	84.24429	8.23575	7.9896	0.2266	1.513	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	24	23.774	23.0808	29.6547	84.21702	8.23304	7.9898	0.2269	1.5282	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	25	24.765	23.082	29.6559	84.279	8.23932	7.9883	0.2277	1.5092	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	26	25.755	23.0819	29.6559	84.38593	8.24971	7.9886	0.2301	1.5161	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	27	26.746	23.0816	29.6555	84.36695	8.24782	7.9889	0.2253	1.5274	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	28	27.736	23.0821	29.6559	84.35526	8.24681	7.9881	0.2304	1.5239	4.48E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	29	28.727	23.0829	29.6568	84.32805	8.2443	7.9871	0.2272	1.5665	4.49E-02
3	39	c	6/14/2004	13:39	-152.53667	59.99667	32	30	29.717	23.084	29.658	84.35205	8.24676	7.9862	0.2262	1.6341	4.49E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	1	0.991	23.0929	29.6871	84.256	8.21727	8.084	0.2479	1.5812	1.19E+02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	2	1.981	23.0932	29.6881	84.3484	8.22555	8.0876	0.2592	1.5954	3.61E+01
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	3	2.972	23.0934	29.6871	84.31683	8.2238	8.0809	0.2663	1.6414	1.11E+01
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	4	3.963	23.0954	29.6877	84.27834	8.22221	8.0693	0.2657	1.671	3.52E+00
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	5	4.953	23.0955	29.6873	84.33841	8.22857	8.0668	0.2733	1.6572	1.14E+00
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	6	5.944	23.0957	29.6875	84.25355	8.22032	8.0666	0.269	1.608	4.06E-01
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	7	6.934	23.0957	29.6876	84.23061	8.21798	8.0671	0.2644	1.5339	1.66E-01
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	8	7.925	23.0948	29.6868	84.30632	8.22499	8.0693	0.2632	1.5171	7.63E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	9	8.916	23.0943	29.6866	84.36244	8.22996	8.072	0.2633	1.5416	5.18E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	10	9.906	23.0943	29.6872	84.3692	8.22994	8.0754	0.258	1.5363	4.50E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	11	10.897	23.0954	29.6875	84.28602	8.22307	8.0688	0.2569	1.5449	4.29E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	12	11.887	23.0973	29.6885	84.27034	8.22285	8.0615	0.2574	1.5078	4.22E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	13	12.878	23.0974	29.6886	84.37561	8.23322	8.0611	0.2616	1.4878	4.20E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	14	13.869	23.097	29.6882	84.39015	8.23454	8.0617	0.2579	1.4861	4.19E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	15	14.859	23.097	29.6881	84.31576	8.22737	8.0612	0.257	1.5004	4.19E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	16	15.85	23.0982	29.69	84.35259	8.23037	8.0638	0.2534	1.4931	4.19E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	17	16.84	23.1	29.6917	84.37372	8.2331	8.0598	0.254	1.4857	4.20E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	18	17.831	23.0997	29.6914	84.38637	8.23417	8.0608	0.2512	1.4821	4.20E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	19	18.822	23.0984	29.6903	84.38583	8.23357	8.064	0.2487	1.4948	4.20E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	20	19.812	23.1017	29.6938	84.41956	8.23743	8.06	0.2471	1.4587	4.20E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	21	20.803	23.1023	29.6944	84.41956	8.23746	8.0597	0.2486	1.4461	4.20E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	22	21.793	23.103	29.6953	84.35849	8.23145	8.0597	0.2469	1.4376	4.20E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	23	22.784	23.1026	29.6948	84.3324	8.2289	8.0599	0.2479	1.4419	4.21E-02
3	40	c	6/14/2004	13:51	-152.51	59.98667	35	24	23.774	23.1013	29.6931	84.29855	8.22569	8.0599	0.2464	1.4314	4.21E-02
