Cruise	Station	Type	mon/day/yr	hh:mm	Lon (°E)	Lat (°N)	Bot. Depth [m]	Pressure 	Temp [c]	Flourometer [v]	Transmissometer [v]	Oxygen [v]	PAR	Depth [m]	Salinity [PSU]	Density [sigma]	Oxygen [mg/l]	Oxygen [% sat]
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	21	8.6743	0.2915	3.7656	3.4727	6.23E-01	20.802	31.0551	24.0799	9.53159	99.9346
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	22	8.6735	0.2848	3.773	3.4746	5.19E-01	21.792	31.0541	24.0793	9.53926	100.01252
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	23	8.66	0.2851	3.7704	3.4721	4.29E-01	22.783	31.0638	24.0889	9.53473	99.94071
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	24	8.627	0.2831	3.7621	3.4694	3.56E-01	23.773	31.0873	24.1122	9.53237	99.85604
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	25	8.5929	0.2798	3.7523	3.467	2.91E-01	24.764	31.1121	24.1367	9.53146	99.78503
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	26	8.5306	0.2746	3.741	3.4666	2.39E-01	25.754	31.1584	24.1822	9.54164	99.77981
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	27	8.4832	0.2584	3.7081	3.4663	1.95E-01	26.745	31.1907	24.2144	9.54976	99.77774
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	28	8.4676	0.2598	3.6788	3.4672	1.65E-01	27.735	31.2018	24.2254	9.55651	99.81996
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	29	8.4538	0.2476	3.6835	3.4679	1.41E-01	28.726	31.2101	24.2339	9.56261	99.85749
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	30	8.4511	0.2486	3.6858	3.4668	1.17E-01	29.716	31.2114	24.2353	9.56085	99.83378
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	31	8.4493	0.2488	3.7088	3.4664	1.00E-01	30.707	31.2124	24.2365	9.56092	99.83119
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	32	8.4509	0.2454	3.7083	3.4656	8.58E-02	31.697	31.2102	24.2344	9.5594	99.81754
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	33	8.4518	0.2446	3.7103	3.4664	7.59E-02	32.688	31.2095	24.2339	9.56323	99.85904
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	34	8.4424	0.2406	3.7176	3.4666	6.79E-02	33.678	31.2146	24.2392	9.56682	99.8784
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	35	8.4281	0.2486	3.7211	3.4684	6.24E-02	34.669	31.2233	24.2481	9.57667	99.95422
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	36	8.4383	0.2376	3.684	3.4676	5.83E-02	35.659	31.2164	24.2412	9.57346	99.93955
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	37	8.4307	0.2412	3.6928	3.4665	5.23E-02	36.649	31.2206	24.2456	9.57247	99.91465
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	38	8.4236	0.2413	3.6525	3.4656	5.25E-02	37.64	31.2244	24.2497	9.5722	99.89808
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	39	8.4234	0.2412	3.6848	3.4656	5.07E-02	38.63	31.225	24.2502	9.57319	99.90843
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	40	8.4148	0.2375	3.7105	3.4665	4.81E-02	39.621	31.2305	24.2558	9.57926	99.95563
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	41	8.4123	0.2451	3.6962	3.4666	4.77E-02	40.611	31.2315	24.2569	9.58137	99.97261
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	42	8.4123	0.2434	3.7026	3.4673	4.63E-02	41.601	31.2316	24.257	9.58487	100.00922
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	43	8.4119	0.2398	3.6971	3.4683	4.58E-02	42.592	31.2309	24.2566	9.58946	100.05559
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	44	8.4118	0.236	3.708	3.4642	4.52E-02	43.582	31.2317	24.2572	9.57723	99.92842
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	45	8.4124	0.2415	3.6955	3.465	4.49E-02	44.573	31.2308	24.2564	9.58107	99.96923
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	46	8.412	0.238	3.6955	3.4659	4.43E-02	45.563	31.2311	24.2567	9.58541	100.01371
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	47	8.4117	0.2383	3.6954	3.4664	4.43E-02	46.553	31.2314	24.2571	9.58856	100.04611
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	48	8.413	0.2392	3.7232	3.467	4.40E-02	47.544	31.2302	24.2559	9.59147	100.07874
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	49	8.4127	0.2373	3.6908	3.4652	4.40E-02	48.534	31.2302	24.256	9.58694	100.03069
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	50	8.4114	0.237	3.6903	3.4645	4.40E-02	49.525	31.2314	24.2571	9.58611	100.01994
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	51	8.4083	0.2405	3.7067	3.4658	4.43E-02	50.515	31.2337	24.2594	9.5923	100.07894
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	52	8.4031	0.2355	3.7041	3.4666	4.43E-02	51.505	31.2363	24.2622	9.59701	100.11797
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	53	8.4009	0.2351	3.6981	3.4664	4.41E-02	52.496	31.2376	24.2636	9.59811	100.12514
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	54	8.4005	0.2325	3.691	3.4648	4.29E-02	53.486	31.2379	24.2639	9.5942	100.08357
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	55	8.3996	0.237	3.6487	3.4649	4.45E-02	54.476	31.2392	24.265	9.59583	100.09943
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	56	8.4008	0.2397	3.6681	3.4653	4.34E-02	55.467	31.2382	24.2641	9.59845	100.1288
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	57	8.3979	0.238	3.6552	3.4647	4.11E-02	56.457	31.2398	24.2658	9.59823	100.12086
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	58	8.3912	0.2352	3.651	3.4649	4.42E-02	57.447	31.2437	24.2698	9.60133	100.14062
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	59	8.3896	0.2355	3.6779	3.4642	4.40E-02	58.438	31.2449	24.271	9.6006	100.13006
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	60	8.385	0.2342	3.7147	3.4639	4.37E-02	59.428	31.2473	24.2736	9.60147	100.13013
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	61	8.3799	0.241	3.6927	3.4615	4.36E-02	60.418	31.2503	24.2767	9.59585	100.06176
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	62	8.3789	0.2308	3.686	3.4614	4.37E-02	61.409	31.2509	24.2774	9.59698	100.07168
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	63	8.3764	0.2321	3.7194	3.4596	4.40E-02	62.399	31.2528	24.2792	9.59269	100.02242
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	64	8.3646	0.2381	3.7091	3.4595	4.42E-02	63.389	31.2614	24.2877	9.59539	100.02925
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	65	8.3565	0.2335	3.7039	3.4583	4.44E-02	64.38	31.2683	24.2942	9.59407	100.00127
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	66	8.3502	0.2406	3.6901	3.4609	4.47E-02	65.37	31.2723	24.2983	9.60502	100.10374
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	67	8.3488	0.2429	3.6675	3.4607	4.48E-02	66.36	31.2734	24.2993	9.60585	100.10992
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	68	8.3477	0.2389	3.6683	3.4606	4.50E-02	67.35	31.2747	24.3006	9.60696	100.11989
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	69	8.3412	0.2403	3.6872	3.4622	4.46E-02	68.341	31.2809	24.3064	9.61488	100.19153
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	70	8.3385	0.2375	3.6481	3.4611	4.45E-02	69.331	31.2833	24.3087	9.61282	100.1654
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	71	8.3368	0.2337	3.6494	3.4611	4.48E-02	70.321	31.2856	24.3108	9.61438	100.17914
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	72	8.3349	0.2394	3.6727	3.4607	4.47E-02	71.312	31.2868	24.312	9.61471	100.17904
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	73	8.3335	0.2337	3.6918	3.4605	4.48E-02	72.302	31.2886	24.3136	9.61532	100.18341
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	74	8.3336	0.2438	3.6767	3.4593	4.46E-02	73.292	31.2888	24.3138	9.61249	100.1542
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	75	8.3326	0.2384	3.6738	3.4598	4.47E-02	74.282	31.2899	24.3148	9.61582	100.18741
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	76	8.3323	0.2373	3.6804	3.4588	4.47E-02	75.273	31.2898	24.3148	9.61364	100.16382
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	77	8.331	0.2402	3.6636	3.4576	4.48E-02	76.263	31.2927	24.3172	9.61116	100.13695
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	78	8.3309	0.2452	3.641	3.4586	4.47E-02	77.253	31.2926	24.3172	9.61586	100.18558
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	79	8.3308	0.2482	3.6517	3.4601	4.48E-02	78.243	31.2932	24.3177	9.62199	100.24973
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	80	8.3305	0.2517	3.6551	3.4586	4.48E-02	79.234	31.2934	24.3179	9.61835	100.2112
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	81	8.3309	0.2524	3.618	3.4588	4.49E-02	80.224	31.2935	24.3179	9.62024	100.23176
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	82	8.3309	0.2442	3.6381	3.4592	4.49E-02	81.214	31.2934	24.3179	9.62279	100.25825
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	83	8.3313	0.2444	3.6028	3.4578	4.48E-02	82.204	31.2933	24.3177	9.61935	100.22332
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	84	8.3324	0.2446	3.6207	3.4573	4.49E-02	83.194	31.2919	24.3166	9.61888	100.22008
7	6	C	7/7/2006	10:22	-152.293333	59.85	88	85	8.3332	0.2409	3.5154	3.457	4.46E-02	84.184	31.2906	24.3154	9.61901	100.22238
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	1	10.9587	0.4199	3.195	3.4647	1.33E+02	0.99	27.7195	21.1202	9.21826	99.56886
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	2	10.9629	0.34	3.1634	3.5123	8.22E+01	1.982	27.7171	21.1176	9.37211	101.23853
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	3	10.9631	0.3727	3.1496	3.5033	6.00E+01	2.972	27.7174	21.1178	9.34427	100.93857
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	4	10.9655	0.3782	3.1606	3.506	4.33E+01	3.962	27.7185	21.1182	9.35368	101.04618
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	5	10.9838	0.3918	3.1659	3.51	3.09E+01	4.953	27.7223	21.1182	9.36384	101.19897
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	6	11.0016	0.3802	3.1359	3.51	2.33E+01	5.944	27.7269	21.1189	9.36125	101.21343
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	7	11.015	0.3752	3.1297	3.5117	1.72E+01	6.934	27.7629	21.1446	9.36328	101.28811
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	8	10.9751	0.3739	3.1511	3.5216	1.25E+01	7.925	27.9344	21.2845	9.39424	101.64398
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	9	10.863	0.388	3.1822	3.5405	9.20E+00	8.915	28.4832	21.7295	9.4459	102.30569
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	10	10.7894	0.3792	3.2629	3.5502	6.41E+00	9.906	28.7773	21.9703	9.47545	102.6504
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	11	10.7171	0.3678	3.2917	3.552	5.10E+00	10.896	28.9069	22.083	9.48916	102.71994
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	12	10.6577	0.3651	3.3009	3.5461	3.85E+00	11.887	28.9711	22.1428	9.47965	102.52469
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	13	10.3851	0.3893	3.337	3.5387	2.88E+00	12.877	29.3025	22.4454	9.49223	102.25935
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	14	10.053	0.3958	3.4012	3.529	2.23E+00	13.868	29.7229	22.8265	9.50387	101.90644
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	15	9.842	0.4054	3.4526	3.5235	1.69E+00	14.859	29.9493	23.0366	9.51672	101.71266
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	16	9.6254	0.365	3.4837	3.5153	1.30E+00	15.849	30.1185	23.2028	9.52539	101.42352
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	17	9.4943	0.3686	3.5148	3.5135	1.02E+00	16.84	30.253	23.3282	9.53966	101.36477
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	18	9.429	0.3725	3.5322	3.5101	8.19E-01	17.83	30.3323	23.4003	9.53841	101.25451
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	19	9.3224	0.3654	3.5864	3.5059	6.54E-01	18.821	30.4554	23.5129	9.54038	101.1126
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	20	9.278	0.3628	3.6035	3.5067	5.32E-01	19.811	30.5224	23.5721	9.54965	101.15312
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	21	9.204	0.3614	3.6128	3.5029	4.23E-01	20.802	30.5988	23.6432	9.54888	101.02625
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	22	9.1198	0.3169	3.6262	3.4924	3.42E-01	21.792	30.6767	23.7169	9.52835	100.66806
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	23	9.0143	0.316	3.6351	3.4912	2.77E-01	22.783	30.775	23.8099	9.54171	100.63277
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	24	8.9153	0.2918	3.6465	3.4823	2.34E-01	23.773	30.8615	23.8925	9.52884	100.32826
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	25	8.8345	0.2874	3.6511	3.4796	1.89E-01	24.764	30.9281	23.9567	9.53402	100.2421
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	26	8.8062	0.2703	3.6298	3.4791	1.62E-01	25.754	30.9496	23.9778	9.53807	100.23437
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	27	8.7956	0.2522	3.6167	3.4781	1.38E-01	26.744	30.9543	23.9831	9.53798	100.21207
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	28	8.782	0.2585	3.6196	3.4753	1.04E-01	27.735	30.9616	23.9908	9.53237	100.12725
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	29	8.7738	0.2618	3.6004	3.477	1.01E-01	28.726	30.966	23.9955	9.54091	100.20098
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	30	8.7664	0.2545	3.5912	3.4763	8.03E-02	29.716	30.969	23.999	9.5412	100.18928
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	31	8.7552	0.2498	3.5874	3.4732	8.06E-02	30.707	30.9768	24.0068	9.53411	100.09427
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	32	8.7384	0.2445	3.5899	3.4705	6.72E-02	31.697	30.9867	24.017	9.52923	100.01128
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	33	8.7232	0.2397	3.5829	3.4688	6.44E-02	32.688	30.9956	24.0263	9.5275	99.96436
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	34	8.6908	0.2379	3.5712	3.4647	5.43E-02	33.678	31.0159	24.047	9.52065	99.83223
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	35	8.63	0.239	3.5735	3.4653	5.67E-02	34.669	31.056	24.0874	9.53407	99.86066
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	36	8.5949	0.2315	3.5959	3.4656	5.27E-02	35.659	31.0778	24.1097	9.54233	99.88151
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	37	8.564	0.2285	3.597	3.4661	4.80E-02	36.649	31.099	24.1309	9.5505	99.91045
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	38	8.5355	0.2307	3.5854	3.4673	4.91E-02	37.64	31.1174	24.1495	9.56073	99.96438
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	39	8.5144	0.2302	3.6105	3.4657	4.80E-02	38.63	31.1324	24.1643	9.56015	99.91998
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	40	8.4931	0.2347	3.6292	3.4631	4.46E-02	39.621	31.1465	24.1785	9.55643	99.84157
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	41	8.4813	0.2276	3.5977	3.4631	4.74E-02	40.611	31.1551	24.187	9.55986	99.85603
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	42	8.4595	0.2262	3.5995	3.4627	4.51E-02	41.601	31.1714	24.203	9.56325	99.85249
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	43	8.4485	0.2248	3.5912	3.462	4.56E-02	42.592	31.1795	24.211	9.56397	99.84013
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	44	8.4364	0.2238	3.6168	3.461	4.50E-02	43.582	31.1882	24.2196	9.56392	99.81756
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	45	8.4254	0.2297	3.6287	3.4603	4.44E-02	44.573	31.1954	24.2268	9.56465	99.80472
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	46	8.4202	0.2239	3.6266	3.4597	4.45E-02	45.563	31.1983	24.2298	9.56502	99.79877
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	47	8.4137	0.2197	3.6444	3.4607	4.31E-02	46.553	31.2013	24.2332	9.57095	99.84779
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	48	8.4019	0.2185	3.6053	3.462	4.41E-02	47.544	31.208	24.2401	9.57839	99.90255
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	49	8.3957	0.2158	3.6134	3.4627	4.42E-02	48.534	31.2108	24.2432	9.58344	99.94298
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	50	8.3951	0.2193	3.6203	3.4619	4.13E-02	49.525	31.2113	24.2438	9.58213	99.92827
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	51	8.3943	0.2222	3.5943	3.4619	4.43E-02	50.515	31.2108	24.2435	9.58339	99.93933
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	52	8.3928	0.2164	3.5803	3.4603	4.41E-02	51.505	31.212	24.2446	9.57968	99.89794
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	53	8.39	0.2132	3.5638	3.4599	4.44E-02	52.495	31.2145	24.247	9.57998	99.89626
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	54	8.3876	0.2173	3.5582	3.4592	4.72E-02	53.486	31.2149	24.2477	9.57963	99.8875
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	55	8.3864	0.2229	3.5463	3.459	4.37E-02	54.476	31.2165	24.2491	9.5802	99.8917
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	56	8.3861	0.2148	3.5527	3.4585	4.50E-02	55.467	31.2164	24.2491	9.57982	99.88695
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	57	8.3849	0.2212	3.5515	3.4584	4.34E-02	56.457	31.2179	24.2505	9.58118	99.89947
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	58	8.3837	0.2138	3.5414	3.4588	4.22E-02	57.447	31.2178	24.2507	9.58397	99.92576
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	59	8.3833	0.2162	3.515	3.4585	4.56E-02	58.438	31.2181	24.2509	9.58429	99.92832
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	60	8.383	0.2262	3.5219	3.4573	4.25E-02	59.428	31.2188	24.2515	9.58152	99.89914
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	61	8.3811	0.2175	3.5329	3.4575	4.42E-02	60.419	31.2199	24.2527	9.58402	99.92158
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	62	8.3783	0.2176	3.5467	3.4576	4.38E-02	61.409	31.2217	24.2545	9.58612	99.93819
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	63	8.3722	0.216	3.5345	3.4579	4.26E-02	62.399	31.2255	24.2584	9.58948	99.96186
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	64	8.3694	0.2144	3.5073	3.4566	4.39E-02	63.389	31.2269	24.2599	9.58699	99.93036
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	65	8.3655	0.2275	3.5052	3.4578	4.27E-02	64.38	31.2295	24.2625	9.59273	99.98291
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	66	8.3432	0.2209	3.4456	3.4582	4.38E-02	65.37	31.246	24.2787	9.59916	100.00969
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	67	8.333	0.2207	3.365	3.4583	4.36E-02	66.36	31.2536	24.2861	9.60235	100.02463
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	68	8.3302	0.2254	3.3284	3.4591	4.43E-02	67.351	31.2563	24.2887	9.60683	100.06658
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	69	8.3294	0.2225	3.3814	3.4586	4.36E-02	68.341	31.2567	24.2891	9.60669	100.06354
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	70	8.3277	0.2241	3.3266	3.46	4.39E-02	69.331	31.2581	24.2905	9.61294	100.12556
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	71	8.3267	0.2256	3.3202	3.4603	4.33E-02	70.321	31.2585	24.291	9.6155	100.15035
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	72	8.3227	0.2268	3.2321	3.4603	4.35E-02	71.311	31.2617	24.294	9.61753	100.16421
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	73	8.3149	0.231	3.165	3.4607	4.42E-02	72.302	31.2686	24.3006	9.62113	100.18844
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	74	8.3095	0.231	3.0318	3.4583	4.46E-02	73.292	31.2724	24.3044	9.61544	100.11944
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	75	8.3078	0.2331	3.075	3.4551	4.43E-02	74.282	31.2735	24.3055	9.60609	100.01873
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	76	8.3081	0.2436	3.0576	3.4563	4.34E-02	75.273	31.2739	24.3059	9.61143	100.07524
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	77	8.3078	0.2422	2.9974	3.4548	4.43E-02	76.263	31.2741	24.306	9.60776	100.03663
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	78	8.308	0.239	3.052	3.454	4.39E-02	77.253	31.2741	24.306	9.6063	100.02186
7	6.5	C	7/7/2006	11:27	-152.33	59.856667	79	79	8.3082	0.2446	3.1169	3.4544	4.36E-02	78.243	31.2735	24.3055	9.60882	100.04802
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	2	10.9894	0.4875	3.1281	3.4522	6.62E+01	1.981	27.7896	21.1695	9.16934	99.15089
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	3	10.9967	0.4601	3.1701	3.5141	4.49E+01	2.972	27.7946	21.1722	9.36787	101.31732
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	4	10.997	0.4576	3.1626	3.5175	3.47E+01	3.962	27.7953	21.1727	9.37996	101.44919
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	5	10.9979	0.4791	3.1696	3.5205	2.44E+01	4.953	27.7948	21.1722	9.39059	101.5657
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	6	10.9987	0.4579	3.1745	3.5224	1.72E+01	5.944	27.7953	21.1724	9.39788	101.64682
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	7	10.9997	0.4706	3.1762	3.5225	1.31E+01	6.934	27.796	21.1728	9.39921	101.66366
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	8	10.9974	0.4689	3.1747	3.5199	9.91E+00	7.925	27.8087	21.1831	9.39178	101.58639
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	9	10.9544	0.462	3.1756	3.5216	7.22E+00	8.915	27.97	21.3156	9.39755	101.65648
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	10	10.8266	0.441	3.209	3.5075	5.03E+00	9.906	28.2518	21.5557	9.36201	101.16805
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	11	10.6382	0.4311	3.2034	3.5052	4.12E+00	10.897	28.4942	21.7751	9.37906	101.08781
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	12	10.2986	0.3994	3.2118	3.4993	2.91E+00	11.887	28.9376	22.1754	9.40247	100.86625
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	13	9.7671	0.3388	3.2163	3.4884	2.24E+00	12.878	29.7229	22.8719	9.42872	100.45927
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	14	9.6406	0.3152	3.2394	3.4895	1.68E+00	13.868	29.8987	23.0288	9.44869	100.50018
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	15	9.5244	0.2971	3.291	3.4841	1.25E+00	14.859	30.045	23.1611	9.44715	100.3164
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	16	9.4247	0.2862	3.2895	3.4793	9.55E-01	15.849	30.1459	23.2554	9.44727	100.15808
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	17	9.3363	0.2785	3.2498	3.4772	7.17E-01	16.84	30.2141	23.3223	9.45554	100.09067
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	18	9.2964	0.2679	3.2213	3.4757	5.31E-01	17.83	30.2365	23.3459	9.45872	100.04889
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	19	9.2691	0.261	3.1535	3.4739	3.95E-01	18.821	30.2479	23.359	9.45901	99.99762
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	20	9.2568	0.2602	3.1138	3.4723	2.77E-01	19.811	30.2635	23.3731	9.45648	99.95321
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	21	9.2507	0.2634	3.0952	3.4725	1.99E-01	20.802	30.2725	23.3811	9.45904	99.97225
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	22	9.2466	0.2612	3.0845	3.4751	1.48E-01	21.792	30.2758	23.3843	9.46962	100.07697
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	23	9.2325	0.2682	3.0565	3.4736	1.14E-01	22.782	30.2895	23.3972	9.46813	100.0384
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	24	9.2167	0.2709	3.0212	3.4725	8.52E-02	23.773	30.3036	23.4106	9.46797	100.00996
7	7	C	7/7/2006	12:51	-152.366667	59.861667	84	25	9.2091	0.2769	3.0102	3.474	6.98E-02	24.764	30.3108	23.4174	9.47545	100.07643
