DeviceName,DeviceDateTime,AgeInSeconds,BatteryVoltage,CommId,GpsQuality,Latitude,Longitude,SubmergedPercent,Temperature0cm,vnDivRate,ZCount,zThreshold
UAF-IWR-0012,2023-02-10 16:30:02,,10.6,300534060151460,,64.860283,-147.848272,,,,0,
UAF-IWR-0012,2023-02-10 16:00:02,,10.6,300534060151460,,64.86015,-147.84825,,,,0,
UAF-IWR-0012,2023-02-10 15:50:02,,10.6,300534060151460,,64.860214,-147.848219,,,,0,
UAF-IWR-0012,2023-02-10 15:40:02,,10.6,300534060151460,,64.860136,-147.848122,,,,0,
UAF-IWR-0012,2023-02-10 15:30:02,,10.6,300534060151460,,64.859917,-147.848147,,,,0,
UAF-IWR-0012,2023-02-10 15:20:02,,10.6,300534060151460,,64.859997,-147.848164,,,,0,
UAF-IWR-0012,2023-02-10 14:50:02,,10.6,300534060151460,,64.860314,-147.847853,,,,0,
UAF-IWR-0012,2023-02-10 14:40:01,,10.6,300534060151460,,64.860508,-147.847797,,,,0,
UAF-IWR-0012,2023-02-10 14:30:02,,10.6,300534060151460,,64.860869,-147.848025,,,,0,
UAF-IWR-0012,2023-02-10 14:20:02,,10.6,300534060151460,,64.860478,-147.848047,,,,0,
UAF-IWR-0012,2023-02-10 13:40:02,,10.6,300534060151460,,64.859986,-147.847719,,,,0,
UAF-IWR-0012,2023-02-10 13:30:02,,10.7,300534060151460,,64.8604,-147.848511,,,,0,
UAF-IWR-0012,2023-02-10 13:20:02,,10.7,300534060151460,,64.860297,-147.848203,,,,0,
UAF-IWR-0012,2023-02-10 13:00:02,,10.7,300534060151460,,64.860114,-147.847856,,,,0,
UAF-IWR-0012,2023-02-10 12:50:02,,10.7,300534060151460,,64.860006,-147.848003,,,,0,
UAF-IWR-0012,2023-02-10 12:40:01,,10.7,300534060151460,,64.860056,-147.848311,,,,0,
UAF-IWR-0012,2023-02-10 11:30:02,,10.7,300534060151460,,64.860439,-147.848144,,,,0,
UAF-IWR-0012,2023-02-10 11:20:01,,10.7,300534060151460,,64.860481,-147.847828,,,,0,
UAF-IWR-0012,2023-02-10 11:00:03,,10.7,300534060151460,,64.860606,-147.847942,,,,0,
UAF-IWR-0012,2023-02-10 10:20:02,,10.7,300534060151460,,64.859969,-147.847975,,,,0,
