Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	1	0.991	24.5181	31.2988	94.2278	9.3492	6.8949	0.7015	4.0573	1.22E+02
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	2	1.981	24.5268	31.3069	94.33692	9.36336	6.8775	0.8293	4.0685	8.57E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	3	2.972	24.5414	31.322	94.28777	9.3623	6.8559	0.9165	4.0501	7.47E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	4	3.963	24.5429	31.3228	94.25863	9.36068	6.8499	0.8653	4.0575	6.38E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	5	4.953	24.5477	31.3269	94.13969	9.35134	6.8375	0.8682	4.0608	5.40E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	6	5.944	24.5612	31.3391	93.85641	9.3291	6.8072	0.9066	4.0541	4.48E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	7	6.934	24.5895	31.3646	93.46514	9.30263	6.7432	0.7849	4.0728	3.71E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	8	7.925	24.606	31.3828	93.2238	9.28129	6.7259	0.6754	4.0737	3.17E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	9	8.916	24.6189	31.3978	93.05438	9.26522	6.7181	0.5817	4.0722	2.66E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	10	9.906	24.6231	31.4013	92.80066	9.24237	6.7061	0.5951	4.0818	2.24E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	11	10.897	24.6401	31.4149	92.3658	9.20881	6.6573	0.6927	4.0862	1.90E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	12	11.887	24.6606	31.4305	91.84031	9.16957	6.592	0.6471	4.0923	1.61E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	13	12.878	24.6883	31.4501	91.28416	9.13386	6.4945	0.6501	4.1099	1.36E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	14	13.869	24.7015	31.4573	90.97274	9.11536	6.4338	0.6643	4.1057	1.16E+01
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	15	14.859	24.7079	31.4584	90.67792	9.09509	6.3904	0.6609	4.1265	9.75E+00
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	16	15.85	24.7153	31.4637	90.58881	9.09151	6.3639	0.6774	4.1239	8.38E+00
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	17	16.84	24.7186	31.466	90.3264	9.06772	6.3515	0.6571	4.1313	7.07E+00
2	23	c	5/26/2004	9:39	-152.63333	58.61333	31	18	17.831	24.7234	31.4695	90.21093	9.05932	6.3356	0.6692	4.1323	6.04E+00
