Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	1	0.991	24.8412	31.745	92.51056	9.10628	7.1089	1.5451	3.2101	3.31E+01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	2	1.981	24.9366	31.8234	90.33881	8.94198	6.852	0.6899	3.4944	1.59E+01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	3	2.972	24.9863	31.8334	89.83157	8.95928	6.5264	3.2123	3.8031	1.04E+01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	4	3.963	24.9793	31.8271	85.85497	8.55969	6.5433	4.2058	3.7785	7.74E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	5	4.953	24.9798	31.8275	83.13254	8.28863	6.5413	4.3007	3.7859	5.81E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	6	5.944	24.9802	31.8274	81.59382	8.13595	6.5376	3.6168	3.7905	4.48E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	7	6.935	24.964	31.8039	83.65536	8.34649	6.5188	2.148	3.8062	3.42E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	8	7.925	24.9592	31.7957	84.42315	8.42597	6.5065	1.6838	3.8165	2.55E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	9	8.916	24.9619	31.7966	84.63072	8.44977	6.4908	1.5945	3.8258	1.99E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	10	9.906	24.9634	31.7966	84.84559	8.47372	6.4783	1.5419	3.8294	1.54E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	11	10.897	24.9689	31.7995	84.89093	8.48302	6.4537	1.5123	3.8496	1.20E+00
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	12	11.887	24.9727	31.802	84.7873	8.47551	6.4388	1.3475	3.8627	9.39E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	13	12.878	24.9826	31.8105	84.69937	8.47135	6.4133	1.3854	3.8728	7.46E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	14	13.869	24.9945	31.8216	84.66881	8.47269	6.3883	1.347	3.8739	5.96E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	15	14.859	24.9991	31.8261	84.78932	8.48627	6.3795	1.2898	3.906	4.80E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	16	15.85	25.0003	31.8273	84.88641	8.49637	6.3773	1.3313	3.9088	3.88E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	17	16.84	25.0006	31.8275	84.95324	8.50319	6.3765	1.3341	3.9179	3.21E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	18	17.831	24.9985	31.8252	84.93998	8.50137	6.3796	1.3017	3.911	2.61E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	19	18.821	24.9983	31.8252	84.99709	8.50681	6.381	1.3546	3.8921	2.13E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	20	19.812	24.9983	31.8254	85.1019	8.5171	6.382	1.3064	3.9064	1.77E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	21	20.803	25.0061	31.8322	85.07491	8.51793	6.3625	1.2119	3.8951	1.45E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	22	21.793	25.017	31.8419	84.94616	8.50974	6.3365	1.1794	3.9184	1.23E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	23	22.784	25.0205	31.8442	84.82541	8.50032	6.3226	1.1965	3.9433	1.04E-01
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	24	23.774	25.0282	31.8489	84.51482	8.47534	6.2906	1.1121	3.9516	8.99E-02
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	25	24.765	25.0397	31.8572	84.25331	8.45672	6.2504	1.0907	3.9674	7.90E-02
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	26	25.755	25.0415	31.8583	84.09274	8.44216	6.2423	1.0958	3.9816	7.07E-02
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	27	26.746	25.0417	31.8585	84.06423	8.4392	6.2427	1.097	3.9875	6.45E-02
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	28	27.736	25.0418	31.8582	84.12141	8.44551	6.24	1.0529	3.98	5.86E-02
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	29	28.727	25.0408	31.858	84.13147	8.44518	6.2467	1.0757	3.9852	5.47E-02
3	23	c	6/13/2004	22:11	-152.63333	58.61333	31	30	29.717	25.0427	31.8585	83.99354	8.43357	6.2354	1.0773	3.9858	5.12E-02
3	24	c	6/13/2004	22:29	-152.66167	58.62333	55	1	0.991	24.7844	31.7328	104.85395	10.23868	7.4593	2.7952	3.2427	2.05E+01
3	24	c	6/13/2004	22:29	-152.66167	58.62333	55	2	1.981	24.79	31.7361	104.36536	10.19599	7.4371	2.8516	3.2452	1.31E+01
