Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	1	0.991	24.395	31.2832	95.09414	9.25608	7.7228	0.8563	4.0809	2.89E-01
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	2	1.981	24.4043	31.2909	95.23857	9.27453	7.7001	0.9743	4.0592	2.14E-01
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	3	2.972	24.4118	31.298	95.22238	9.27569	7.6854	1.0131	4.0211	1.81E-01
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	4	3.963	24.4172	31.3018	94.77528	9.23558	7.6681	1.0107	4.0223	1.57E-01
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	5	4.953	24.4423	31.3214	93.74753	9.14925	7.5973	0.9457	4.0452	1.35E-01
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	6	5.944	24.4628	31.3386	92.86488	9.07265	7.5471	0.9703	4.0579	1.16E-01
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	7	6.935	24.463	31.3386	92.49979	9.03739	7.5451	0.9132	4.0625	1.01E-01
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	8	7.925	24.4681	31.3427	92.15643	9.0065	7.5313	0.8672	4.0678	8.80E-02
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	9	8.916	24.4733	31.3465	91.79501	8.97415	7.5159	0.8845	4.0787	7.72E-02
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	10	9.906	24.4758	31.3486	91.43225	8.93985	7.5097	0.8553	4.0798	6.81E-02
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	11	10.897	24.4831	31.3543	90.83311	8.88515	7.4892	0.8501	4.0906	6.13E-02
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	12	11.887	24.4861	31.3568	90.50971	8.85492	7.4817	0.855	4.0932	5.62E-02
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	13	12.878	24.4923	31.3616	90.08358	8.81658	7.464	0.8511	4.1018	5.24E-02
3	55	c	6/14/2004	23:46	-151.65	59.49167	20	14	13.869	24.493	31.3622	89.82536	8.7917	7.4619	0.833	4.102	4.93E-02
