Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	tran [v]	fluor [v]
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	5	4.953	23.0312	30.5157	100.47267	8.85599	12.4218	3.8737	0.32
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	6	5.944	23.1524	30.6211	98.91116	8.75218	12.2084	3.8854	0.2323
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	7	6.934	23.2331	30.662	94.66328	8.42202	11.9409	3.991	0.2913
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	8	7.925	23.3416	30.7154	91.18532	8.17504	11.5688	3.9621	0.4016
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	9	8.916	23.3884	30.7414	89.37081	8.03714	11.4193	3.9616	0.3465
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	10	9.906	23.3978	30.7462	88.84874	7.99552	11.387	3.9856	0.3349
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	11	10.897	23.4196	30.7626	88.3193	7.9558	11.3362	3.9835	0.5384
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	12	11.888	23.4442	30.78	87.57745	7.89888	11.2733	3.8644	0.6774
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	13	12.878	23.4487	30.7831	87.36285	7.88141	11.2613	3.7266	0.7862
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	14	13.869	23.4503	30.7845	87.12783	7.86058	11.2587	3.7072	0.76
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	15	14.859	23.452	30.7866	86.98648	7.8478	11.2583	3.6884	0.8943
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	16	15.85	23.4562	30.79	86.30988	7.78806	11.2496	3.6547	0.9205
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	17	16.84	23.4931	30.8096	84.79832	7.67141	11.125	3.6815	0.7129
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	18	17.831	23.5582	30.8525	84.29242	7.65402	10.9421	3.7368	0.4549
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	19	18.821	23.5744	30.8645	84.38197	7.66818	10.9025	3.8688	0.457
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	20	19.812	23.5909	30.8739	84.34174	7.67309	10.8486	3.9036	0.5195
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	21	20.803	23.6305	30.8917	84.09207	7.6748	10.6976	3.8992	0.4356
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	22	21.793	23.6798	30.917	82.80072	7.58488	10.5218	3.8827	0.7123
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	23	22.784	23.7348	30.9438	81.69717	7.51621	10.3176	3.8102	0.3393
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	24	23.774	23.7692	30.9572	80.79799	7.4567	10.1727	3.8242	0.332
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	25	24.765	23.7959	30.9771	80.52759	7.44203	10.1044	3.7864	0.2504
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	26	25.755	23.8005	30.9808	80.37203	7.42917	10.0942	3.7667	0.4147
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	27	26.746	23.8029	30.9812	80.25302	7.42032	10.0809	3.7612	0.2926
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	28	27.736	23.8071	30.9818	80.22884	7.42171	10.0587	3.7672	0.295
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	29	28.727	23.814	30.9833	80.17997	7.4229	10.0235	3.7884	0.3611
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	30	29.717	23.8222	30.9869	79.90652	7.40278	9.9908	3.8115	0.3135
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	31	30.708	23.8326	30.9931	79.36378	7.35785	9.9562	3.8206	0.3047
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	32	31.699	23.8538	31.0114	79.13512	7.34279	9.9133	3.7868	0.2975
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	33	32.689	23.8573	31.0149	79.17992	7.34746	9.9092	3.7161	0.3171
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	34	33.68	23.8577	31.0154	79.21447	7.35067	9.9089	3.6702	0.3758
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	35	34.67	23.8577	31.0158	79.10442	7.34012	9.911	3.6464	0.4121
5	61	c	8/18/2004	5:30	-151.65	59.59167	36	36	35.66	23.8574	31.0156	78.96091	7.32655	9.9125	3.5308	0.5914
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	1	0.991	21.9259	29.4339	104.54769	9.00834	13.8211	4.0615	0.1458
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	2	1.981	22.4467	30.0075	106.3157	9.2042	13.4242	4.0448	0.1954
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	3	2.972	22.7564	30.3072	105.74598	9.21576	13.0202	4.0223	0.1834
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	4	3.962	22.9768	30.4892	105.61737	9.27544	12.6022	4.023	0.175
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	5	4.953	23.0362	30.5523	104.81921	9.21256	12.5466	4.0492	0.1963
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	6	5.944	23.0791	30.5811	102.68493	9.04446	12.4366	4.0361	0.2091
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	7	6.934	23.133	30.6034	101.80355	9.00323	12.2395	4.0306	0.2689
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	8	7.925	23.1744	30.6288	101.67789	9.01327	12.122	4.0268	0.2693
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	9	8.915	23.1933	30.6379	100.91115	8.95711	12.0575	4.0226	0.2554
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	10	9.906	23.2114	30.6419	100.63782	8.94838	11.9753	4.0188	0.4106
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	11	10.897	23.2531	30.6788	99.65181	8.8723	11.9035	3.944	0.4551
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	12	11.888	23.2543	30.6702	98.3668	8.76645	11.8603	3.895	0.4536
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	13	12.878	23.2702	30.6778	98.45263	8.78413	11.8049	3.8842	0.465
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	14	13.869	23.2851	30.6949	98.86749	8.82189	11.796	3.8696	0.6352
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	15	14.859	23.2885	30.6968	98.6279	8.80241	11.7854	3.8795	0.4671
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	16	15.85	23.2994	30.7064	98.97454	8.83633	11.7669	3.8738	0.4895
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	17	16.841	23.3013	30.7074	98.66377	8.80974	11.7604	3.8648	0.5338
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	18	17.831	23.3242	30.7257	96.71316	8.64352	11.7122	3.8729	0.4086
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	19	18.821	23.3703	30.7508	93.02288	8.33893	11.5635	3.9397	0.4568
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	20	19.812	23.4316	30.7706	88.26078	7.9557	11.3034	3.9338	0.4893
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	21	20.803	23.5274	30.8286	86.58901	7.85161	11.0128	3.9278	0.4021
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	22	21.793	23.5545	30.8441	84.44639	7.67114	10.9255	3.9229	0.4662
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	23	22.784	23.6542	30.8917	82.74957	7.57563	10.5568	3.8713	0.3416
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	24	23.774	23.7318	30.9409	81.7705	7.52236	10.3222	3.8334	0.2844
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	25	24.765	23.7538	30.952	81.14382	7.47745	10.2417	3.8009	0.3179
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	26	25.755	23.7689	30.9557	80.78384	7.45632	10.1675	3.7401	0.4125
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	27	26.746	23.7805	30.9619	80.52718	7.43905	10.1267	3.5445	0.5257
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	28	27.736	23.7835	30.9627	80.37457	7.42735	10.1118	3.428	0.5326
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	29	28.727	23.7848	30.963	80.21201	7.41329	10.1059	3.3218	0.5459
5	62	c	8/18/2004	5:42	-151.65	59.60833	30	30	29.717	23.7855	30.9631	80.25732	7.41813	10.1019	3.2746	0.5919
5	63	c	8/18/2004	5:54	-151.65	59.625	27	1	0.991	21.9509	29.4325	105.02452	9.07472	13.6884	3.9927	0.1718
5	63	c	8/18/2004	5:54	-151.65	59.625	27	2	1.981	22.1859	29.7333	105.7169	9.12022	13.6743	4.0068	0.1847
5	63	c	8/18/2004	5:54	-151.65	59.625	27	3	2.972	22.4995	30.1063	106.32225	9.17636	13.5435	4.0364	0.2017
5	63	c	8/18/2004	5:54	-151.65	59.625	27	4	3.963	22.6596	30.25	107.065	9.28051	13.2933	4.0299	0.2242
5	63	c	8/18/2004	5:54	-151.65	59.625	27	5	4.953	22.7045	30.2927	108.35175	9.4016	13.2323	4.023	0.199
5	63	c	8/18/2004	5:54	-151.65	59.625	27	6	5.944	22.7548	30.3523	109.47042	9.49949	13.2104	4.0154	0.2091
5	63	c	8/18/2004	5:54	-151.65	59.625	27	7	6.934	22.824	30.431	111.25155	9.65818	13.1671	4.0226	0.1801
5	63	c	8/18/2004	5:54	-151.65	59.625	27	8	7.925	23.0286	30.5878	112.18695	9.81914	12.7329	4.0419	0.1571
5	63	c	8/18/2004	5:54	-151.65	59.625	27	9	8.916	23.1339	30.6503	111.35865	9.80559	12.4301	4.0686	0.209
5	63	c	8/18/2004	5:54	-151.65	59.625	27	10	9.906	23.2107	30.6951	111.36397	9.85056	12.2039	4.059	0.1767
5	63	c	8/18/2004	5:54	-151.65	59.625	27	11	10.897	23.2247	30.7052	110.62502	9.79147	12.1709	4.0715	0.1709
5	63	c	8/18/2004	5:54	-151.65	59.625	27	12	11.888	23.2488	30.7152	103.88237	9.21149	12.0817	4.0822	0.1555
5	63	c	8/18/2004	5:54	-151.65	59.625	27	13	12.878	23.3543	30.7521	97.2202	8.69735	11.6575	4.0839	0.227
5	63	c	8/18/2004	5:54	-151.65	59.625	27	14	13.869	23.41	30.7693	93.32822	8.39125	11.42	4.0631	0.3017
5	63	c	8/18/2004	5:54	-151.65	59.625	27	15	14.859	23.4256	30.7769	91.65456	8.25025	11.3656	4.0133	0.3471
5	63	c	8/18/2004	5:54	-151.65	59.625	27	16	15.85	23.432	30.7766	90.59973	8.16197	11.3279	4	0.3859
5	63	c	8/18/2004	5:54	-151.65	59.625	27	17	16.841	23.4446	30.7825	89.92909	8.1092	11.2826	3.9482	0.4723
5	63	c	8/18/2004	5:54	-151.65	59.625	27	18	17.831	23.4507	30.786	90.28059	8.14412	11.2634	3.9047	0.557
5	63	c	8/18/2004	5:54	-151.65	59.625	27	19	18.822	23.4525	30.7907	90.78622	8.1876	11.274	3.8723	0.5989
5	63	c	8/18/2004	5:54	-151.65	59.625	27	20	19.812	23.453	30.794	91.43691	8.24393	11.2862	3.8553	0.5828
5	63	c	8/18/2004	5:54	-151.65	59.625	27	21	20.803	23.4534	30.7949	91.64862	8.26278	11.2873	3.8376	0.5611
5	63	c	8/18/2004	5:54	-151.65	59.625	27	22	21.793	23.4572	30.7975	91.69592	8.26864	11.2776	3.8271	0.4922
5	63	c	8/18/2004	5:54	-151.65	59.625	27	23	22.784	23.4621	30.801	91.20708	8.22652	11.2656	3.802	0.514
5	63	c	8/18/2004	5:54	-151.65	59.625	27	24	23.775	23.4865	30.8138	87.84407	7.93674	11.1825	3.79	0.5828
5	63	c	8/18/2004	5:54	-151.65	59.625	27	25	24.765	23.5601	30.8522	85.1304	7.73203	10.93	3.7454	1.1286
5	63	c	8/18/2004	5:54	-151.65	59.625	27	26	25.755	23.5941	30.8747	83.86365	7.63193	10.8343	3.0492	1.9825
5	63	c	8/18/2004	5:54	-151.65	59.625	27	27	26.746	23.5984	30.8771	83.47559	7.59877	10.8207	2.1461	2.2316
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	1	0.991	21.0946	28.2675	106.48199	9.31101	13.4664	3.8883	0.3046
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	2	1.981	22.8274	30.4389	110.58041	9.5969	13.1802	3.9515	0.1604
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	3	2.972	22.9478	30.5333	111.09821	9.68589	12.9345	4.0572	0.1496
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	4	3.962	22.9839	30.5588	111.76724	9.7602	12.8492	4.0618	0.1539
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	5	4.953	23.014	30.5829	110.51112	9.66117	12.7896	4.0714	0.152
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	6	5.944	23.05	30.5784	108.51656	9.52914	12.5804	4.0329	0.2512
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	7	6.935	23.0644	30.5811	106.99669	9.40855	12.515	4.0027	0.212
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	8	7.925	23.0716	30.5784	106.64169	9.3873	12.4658	3.9695	0.2344
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	9	8.916	23.0716	30.5787	106.53331	9.37753	12.4669	3.9703	0.223
5	64	c	8/18/2004	6:08	-151.65	59.64167	10	10	9.906	23.071	30.5765	106.39076	9.36628	12.461	3.9606	0.2353
