Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	3	4.1057	2.972	25.0118	31.5239	74.29104	7.87114	0.2658	4.0676	3.30E+02
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	4	4.1025	3.963	25.0126	31.5246	74.2698	7.86949	0.2751	4.0658	2.68E+02
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	5	4.1007	4.953	25.0123	31.5239	74.38786	7.88239	0.278	4.0613	2.25E+02
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	6	4.1008	5.944	25.0124	31.5241	74.43022	7.88685	0.283	4.0616	1.59E+02
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	7	4.1009	6.934	25.0123	31.524	74.34196	7.87747	0.3081	4.0659	1.45E+02
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	8	4.1007	7.925	25.0125	31.5241	74.35269	7.87865	0.318	4.0639	1.27E+02
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	9	4.1007	8.916	25.0123	31.5239	74.32759	7.87599	0.324	4.0624	9.68E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	10	4.0998	9.906	25.0126	31.5241	74.25934	7.86893	0.3387	4.0642	6.88E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	11	4.0986	10.897	25.0125	31.5239	74.38886	7.8829	0.3585	4.0634	4.79E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	12	4.0985	11.888	25.0123	31.5235	74.41155	7.88533	0.3614	4.0623	4.15E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	13	4.0982	12.878	25.0121	31.5234	74.38393	7.88247	0.3694	4.0639	3.71E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	14	4.0987	13.869	25.0121	31.5234	74.30224	7.87372	0.3631	4.0656	3.54E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	15	4.0993	14.859	25.0122	31.5235	74.30146	7.87351	0.3608	4.0676	3.20E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	16	4.0992	15.85	25.0123	31.5237	74.34018	7.87763	0.3526	4.0649	2.90E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	17	4.0991	16.84	25.0127	31.5241	74.3019	7.87358	0.3593	4.0628	2.57E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	18	4.1011	17.831	25.0127	31.5243	74.25435	7.86813	0.3582	4.0637	2.15E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	19	4.1017	18.822	25.0125	31.5241	74.28542	7.87132	0.3585	4.0644	2.04E+01
0	55	c	3/13/2004	12:41	-151.65	59.49167	20	20	4.1011	19.812	25.0123	31.5238	74.29263	7.87222	0.3563	4.0643	1.83E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	3	2.972	25.0291	31.5602	74.4558	7.86368	4.2242	0.1801	4.1433	1.14E+02
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	4	3.963	25.0292	31.5607	74.58064	7.87642	4.2264	0.1921	4.1431	8.93E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	5	4.953	25.0291	31.5605	74.55444	7.87367	4.2264	0.1989	4.1455	8.09E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	6	5.944	25.029	31.5603	74.49807	7.86775	4.2263	0.22	4.1469	7.42E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	7	6.934	25.029	31.5604	74.50048	7.86794	4.2266	0.2875	4.1484	6.95E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	8	7.925	25.0291	31.5606	74.56835	7.87493	4.2274	0.335	4.1459	6.49E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	9	8.916	25.0301	31.5617	74.59195	7.87744	4.227	0.3441	4.1443	5.77E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	10	9.906	25.0305	31.5621	74.55884	7.87425	4.2254	0.3563	4.1467	5.21E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	11	10.897	25.0336	31.5668	74.49589	7.86597	4.2325	0.3611	4.1468	4.61E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	12	11.888	25.0368	31.5724	74.50357	7.86407	4.245	0.3613	4.1497	4.12E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	13	12.878	25.0365	31.5722	74.49567	7.86303	4.2461	0.3644	4.1498	3.68E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	14	13.869	25.0365	31.5721	74.43009	7.8562	4.2457	0.3582	4.1492	3.22E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	15	14.859	25.0372	31.5731	74.38965	7.85161	4.2471	0.3522	4.1503	2.87E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	16	15.85	25.0372	31.5732	74.4185	7.85453	4.2477	0.3477	4.1488	2.54E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	17	16.84	25.0373	31.5735	74.43643	7.85616	4.249	0.3475	4.1471	2.27E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	18	17.831	25.0381	31.5746	74.40771	7.85293	4.2497	0.3441	4.1485	2.01E+01
0	56	c	3/13/2004	12:27	-151.65	59.50833	100	19	18.821	25.0364	31.572	74.4222	7.85522	4.2465	0.3415	4.1489	1.80E+01
