Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Temperature [C]	fluor [v]	Depth [m]	Sigma	Salinity [psu]
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	45	8.3674	0.5516	44.574	24.4698	31.4947
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	46	8.3625	0.5443	45.565	24.471	31.4954
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	47	8.3812	0.5397	46.555	24.4726	31.5009
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	48	8.3788	0.5397	47.546	24.4738	31.5019
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	49	8.366	0.534	48.536	24.4754	31.5015
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	50	8.3594	0.5356	49.527	24.4766	31.5019
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	51	8.3371	0.5329	50.517	24.4779	31.4993
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	52	8.2855	0.5276	51.507	24.4801	31.4926
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	53	8.2073	0.5247	52.498	24.486	31.4856
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	54	8.1337	0.5219	53.488	24.4901	31.4774
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	55	8.0512	0.5197	54.479	24.4954	31.469
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	56	8.0109	0.5159	55.469	24.4979	31.4649
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	57	7.9663	0.5172	56.459	24.5007	31.4604
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	58	7.9288	0.5145	57.45	24.5035	31.4571
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	59	7.9322	0.5105	58.44	24.5065	31.4616
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	60	7.939	0.5125	59.43	24.5096	31.4668
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	61	7.9455	0.5129	60.421	24.5109	31.4695
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	62	7.9454	0.5155	61.411	24.511	31.4696
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	63	7.9481	0.5148	62.402	24.513	31.4727
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	64	7.9445	0.5129	63.392	24.5196	31.4804
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	65	7.9367	0.512	64.382	24.5254	31.4863
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	66	7.9565	0.5101	65.373	24.5313	31.4974
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	67	7.991	0.509	66.363	24.5356	31.5091
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	68	8.0357	0.5102	67.353	24.538	31.5203
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	69	8.0395	0.5075	68.344	24.5379	31.5208
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	70	8.0481	0.5091	69.334	24.5382	31.5228
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	71	8.0535	0.5079	70.324	24.5385	31.5241
4	59	c	7/18/2004	23:46	-151.65	59.55833	78	72	8.0559	0.5078	71.314	24.5385	31.5246
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	1	11.394	1.0785	0.991	21.5852	28.4131
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	2	11.1193	1.1136	1.981	22.3507	29.3392
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	3	11.4793	0.8415	2.972	22.6716	29.8321
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	4	11.4578	0.8698	3.962	22.7792	29.9657
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	5	10.6647	0.8408	4.953	23.392	30.5793
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	6	9.7733	0.7773	5.944	23.9369	31.0901
