Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Depth [m]	Sigma	Salinity [psu]	oxper [%]	oxconc	Temperature [C]	fluor [v]	tran [v]	PAR
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	1	0.991	24.3579	31.1124	96.98333	9.61078	6.999	0.7573	3.9353	1.43E+01
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	2	1.981	24.451	31.2262	95.78975	9.4915	6.972	0.5857	3.9765	1.04E+01
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	3	2.972	24.4646	31.239	95.30344	9.44865	6.9443	0.6294	4.015	8.68E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	4	3.963	24.484	31.254	95.01875	9.43223	6.8868	0.6347	4.0032	7.62E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	5	4.953	24.5213	31.3028	94.88856	9.41453	6.8949	0.5984	4.0211	6.36E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	6	5.944	24.5359	31.3152	94.40406	9.3738	6.8579	0.5776	4.0475	5.37E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	7	6.934	24.5836	31.3478	93.38294	9.30823	6.6849	0.6161	4.0447	4.50E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	8	7.925	24.6042	31.3613	93.18116	9.30438	6.6069	0.6518	4.0331	3.82E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	9	8.916	24.6077	31.3638	92.92073	9.28089	6.5947	0.6588	4.0212	3.20E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	10	9.906	24.6157	31.3714	92.70166	9.26211	6.5784	0.6159	4.0246	2.68E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	11	10.897	24.639	31.3935	92.20728	9.22155	6.5317	0.6355	4.0397	2.25E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	12	11.887	24.6661	31.4184	91.48388	9.16053	6.4724	0.6547	4.0482	1.89E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	13	12.878	24.6956	31.4461	90.9719	9.12103	6.4102	0.5918	4.0848	1.60E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	14	13.869	24.7056	31.4547	90.66796	9.09555	6.3846	0.5144	4.1015	1.37E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	15	14.859	24.7111	31.4592	90.35946	9.06767	6.3691	0.4838	4.1141	1.18E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	16	15.85	24.713	31.4606	90.08494	9.04146	6.3624	0.4448	4.1307	1.02E+00
1	55	c	5/27/2004	5:46	-151.65	59.49167	20	17	16.84	24.7144	31.4618	89.89962	9.02357	6.3588	0.4614	4.1377	8.86E-01
